iso3c,country,animal,system_1,system_2,product,tonnes_per_head,gapfilled
MTQ,Martinique,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
MTQ,Martinique,sheep,non-dairy,All systems,milk,0,rate gf with global mean
MTQ,Martinique,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
MRT,Mauritania,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
MRT,Mauritania,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
MRT,Mauritania,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
MRT,Mauritania,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
MRT,Mauritania,cows,dairy,All systems,milk,0.13594847171616675,NA
MRT,Mauritania,cows,dairy,All systems,meat,0.011603707399159658,NA
MRT,Mauritania,cows,non-dairy,All systems,milk,0,NA
MRT,Mauritania,cows,non-dairy,All systems,meat,0.011775392773194001,NA
MRT,Mauritania,goats,dairy,All systems,milk,0.0359255187248957,NA
MRT,Mauritania,goats,dairy,All systems,meat,0.0033974195238312627,NA
MRT,Mauritania,goats,non-dairy,All systems,milk,0,NA
MRT,Mauritania,goats,non-dairy,All systems,meat,0.0033974192120021836,NA
MRT,Mauritania,sheep,dairy,All systems,milk,0.025955964860300423,NA
MRT,Mauritania,sheep,dairy,All systems,meat,0.0033857265413969125,NA
MRT,Mauritania,sheep,non-dairy,All systems,milk,0,NA
MRT,Mauritania,sheep,non-dairy,All systems,meat,0.003385726583696978,NA
MUS,Mauritius,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
MUS,Mauritius,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
MUS,Mauritius,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
MUS,Mauritius,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
MUS,Mauritius,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
MUS,Mauritius,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
MUS,Mauritius,cows,non-dairy,All systems,milk,0,rate gf with global mean
MUS,Mauritius,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
MUS,Mauritius,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
MUS,Mauritius,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
MUS,Mauritius,goats,non-dairy,All systems,milk,0,rate gf with global mean
MUS,Mauritius,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
MUS,Mauritius,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
MUS,Mauritius,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
MUS,Mauritius,sheep,non-dairy,All systems,milk,0,rate gf with global mean
MUS,Mauritius,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
MYT,Mayotte,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
MYT,Mayotte,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
MYT,Mayotte,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
MYT,Mayotte,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
MYT,Mayotte,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
MYT,Mayotte,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
MYT,Mayotte,cows,non-dairy,All systems,milk,0,rate gf with global mean
MYT,Mayotte,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
MYT,Mayotte,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
MYT,Mayotte,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
MYT,Mayotte,goats,non-dairy,All systems,milk,0,rate gf with global mean
MYT,Mayotte,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
MYT,Mayotte,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
MYT,Mayotte,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
MYT,Mayotte,sheep,non-dairy,All systems,milk,0,rate gf with global mean
MYT,Mayotte,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
MEX,Mexico,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
MEX,Mexico,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
MEX,Mexico,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
MEX,Mexico,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
MEX,Mexico,cows,dairy,All systems,milk,1.7744714088961773,NA
MEX,Mexico,cows,dairy,All systems,meat,0.0740231106697897,NA
MEX,Mexico,cows,non-dairy,All systems,milk,0,NA
MEX,Mexico,cows,non-dairy,All systems,meat,0.049445670217289676,NA
MEX,Mexico,goats,dairy,All systems,milk,0.0897845894909602,NA
MEX,Mexico,goats,dairy,All systems,meat,0.006138007680198029,NA
MEX,Mexico,goats,non-dairy,All systems,milk,0,NA
MEX,Mexico,goats,non-dairy,All systems,meat,0.0061380067769073905,NA
MEX,Mexico,sheep,dairy,All systems,milk,0,NA
MEX,Mexico,sheep,dairy,All systems,meat,0,NA
MEX,Mexico,sheep,non-dairy,All systems,milk,0,NA
MEX,Mexico,sheep,non-dairy,All systems,meat,0.012491395145198226,NA
FSM,Micronesia (Federated States of),buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
FSM,Micronesia (Federated States of),buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
FSM,Micronesia (Federated States of),buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
FSM,Micronesia (Federated States of),buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
FSM,Micronesia (Federated States of),cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
FSM,Micronesia (Federated States of),cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
FSM,Micronesia (Federated States of),cows,non-dairy,All systems,milk,0,rate gf with global mean
FSM,Micronesia (Federated States of),cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
FSM,Micronesia (Federated States of),goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
FSM,Micronesia (Federated States of),goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
FSM,Micronesia (Federated States of),goats,non-dairy,All systems,milk,0,rate gf with global mean
FSM,Micronesia (Federated States of),goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
FSM,Micronesia (Federated States of),sheep,dairy,All systems,milk,0,NA
FSM,Micronesia (Federated States of),sheep,dairy,All systems,meat,0,NA
FSM,Micronesia (Federated States of),sheep,non-dairy,All systems,milk,0,NA
FSM,Micronesia (Federated States of),sheep,non-dairy,All systems,meat,0.015900863363197994,NA
MDA,Moldova,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
MDA,Moldova,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
MDA,Moldova,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
MDA,Moldova,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
MDA,Moldova,cows,dairy,All systems,milk,1.2123225749824302,NA
MDA,Moldova,cows,dairy,All systems,meat,0.08835272177781449,NA
MDA,Moldova,cows,non-dairy,All systems,milk,0,NA
MDA,Moldova,cows,non-dairy,All systems,meat,0,NA
MDA,Moldova,goats,dairy,All systems,milk,0.06385108603928638,NA
MDA,Moldova,goats,dairy,All systems,meat,0.01233572861318075,NA
MDA,Moldova,goats,non-dairy,All systems,milk,0,NA
MDA,Moldova,goats,non-dairy,All systems,meat,0,NA
MDA,Moldova,sheep,dairy,All systems,milk,0.015418164037457336,NA
MDA,Moldova,sheep,dairy,All systems,meat,0.008328028995485551,NA
MDA,Moldova,sheep,non-dairy,All systems,milk,0,NA
MDA,Moldova,sheep,non-dairy,All systems,meat,0,NA
MCO,Monaco,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
MCO,Monaco,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
MCO,Monaco,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
MCO,Monaco,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
MCO,Monaco,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
MCO,Monaco,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
MCO,Monaco,cows,non-dairy,All systems,milk,0,rate gf with global mean
MCO,Monaco,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
MCO,Monaco,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
MCO,Monaco,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
MCO,Monaco,goats,non-dairy,All systems,milk,0,rate gf with global mean
MCO,Monaco,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
MCO,Monaco,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
MCO,Monaco,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
MCO,Monaco,sheep,non-dairy,All systems,milk,0,rate gf with global mean
MCO,Monaco,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
MNG,Mongolia,buffaloes,dairy,All systems,milk,0,NA
MNG,Mongolia,buffaloes,dairy,All systems,meat,0,NA
MNG,Mongolia,buffaloes,non-dairy,All systems,milk,0,NA
MNG,Mongolia,buffaloes,non-dairy,All systems,meat,0.0193680849589251,NA
MNG,Mongolia,cows,dairy,All systems,milk,0.14574683195632734,NA
MNG,Mongolia,cows,dairy,All systems,meat,0.023067108439248574,NA
MNG,Mongolia,cows,non-dairy,All systems,milk,0,NA
MNG,Mongolia,cows,non-dairy,All systems,meat,0.0227898818219512,NA
MNG,Mongolia,goats,dairy,All systems,milk,0.009757824050095513,NA
MNG,Mongolia,goats,dairy,All systems,meat,0.00647370723503076,NA
MNG,Mongolia,goats,non-dairy,All systems,milk,0,NA
MNG,Mongolia,goats,non-dairy,All systems,meat,0.00647370838791855,NA
MNG,Mongolia,sheep,dairy,All systems,milk,0.006961057966720463,NA
MNG,Mongolia,sheep,dairy,All systems,meat,0.004502847720954255,NA
MNG,Mongolia,sheep,non-dairy,All systems,milk,0,NA
MNG,Mongolia,sheep,non-dairy,All systems,meat,0.004502848500050235,NA
MNE,Montenegro,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
MNE,Montenegro,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
MNE,Montenegro,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
MNE,Montenegro,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
MNE,Montenegro,cows,dairy,All systems,milk,0.894923803922249,NA
MNE,Montenegro,cows,dairy,All systems,meat,0.0736912043079434,NA
MNE,Montenegro,cows,non-dairy,All systems,milk,0,NA
MNE,Montenegro,cows,non-dairy,All systems,meat,0,NA
MNE,Montenegro,goats,dairy,All systems,milk,0,NA
MNE,Montenegro,goats,dairy,All systems,meat,0,NA
MNE,Montenegro,goats,non-dairy,All systems,milk,0,NA
MNE,Montenegro,goats,non-dairy,All systems,meat,0.010548247016406337,NA
MNE,Montenegro,sheep,dairy,All systems,milk,0.020184539287781363,NA
MNE,Montenegro,sheep,dairy,All systems,meat,0.014797988152368892,NA
MNE,Montenegro,sheep,non-dairy,All systems,milk,0,NA
MNE,Montenegro,sheep,non-dairy,All systems,meat,0,NA
MSR,Montserrat,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
MSR,Montserrat,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
MSR,Montserrat,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
MSR,Montserrat,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
MSR,Montserrat,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
MSR,Montserrat,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
MSR,Montserrat,cows,non-dairy,All systems,milk,0,rate gf with global mean
MSR,Montserrat,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
MSR,Montserrat,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
MSR,Montserrat,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
MSR,Montserrat,goats,non-dairy,All systems,milk,0,rate gf with global mean
MSR,Montserrat,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
MSR,Montserrat,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
MSR,Montserrat,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
MSR,Montserrat,sheep,non-dairy,All systems,milk,0,rate gf with global mean
MSR,Montserrat,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
MAR,Morocco,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
MAR,Morocco,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
MAR,Morocco,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
MAR,Morocco,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
MAR,Morocco,cows,dairy,All systems,milk,0.40041395705026195,NA
MAR,Morocco,cows,dairy,All systems,meat,0.02142756691464206,NA
MAR,Morocco,cows,non-dairy,All systems,milk,0,NA
MAR,Morocco,cows,non-dairy,All systems,meat,0,NA
MAR,Morocco,goats,dairy,All systems,milk,0.009991888353400665,NA
MAR,Morocco,goats,dairy,All systems,meat,0.0030976877149265737,NA
MAR,Morocco,goats,non-dairy,All systems,milk,0,NA
MAR,Morocco,goats,non-dairy,All systems,meat,0.0030976900276702434,NA
MAR,Morocco,sheep,dairy,All systems,milk,0.01670286519924176,NA
MAR,Morocco,sheep,dairy,All systems,meat,0.005853608608453166,NA
MAR,Morocco,sheep,non-dairy,All systems,milk,0,NA
MAR,Morocco,sheep,non-dairy,All systems,meat,0.005853608153524489,NA
MOZ,Mozambique,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
MOZ,Mozambique,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
MOZ,Mozambique,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
MOZ,Mozambique,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
MOZ,Mozambique,cows,dairy,All systems,milk,0.055715192567986356,NA
MOZ,Mozambique,cows,dairy,All systems,meat,0.01594177077965461,NA
MOZ,Mozambique,cows,non-dairy,All systems,milk,0,NA
MOZ,Mozambique,cows,non-dairy,All systems,meat,0.014817296775361382,NA
MOZ,Mozambique,goats,dairy,All systems,milk,0.016987692364467944,NA
MOZ,Mozambique,goats,dairy,All systems,meat,0.0034155608277382852,NA
MOZ,Mozambique,goats,non-dairy,All systems,milk,0,NA
MOZ,Mozambique,goats,non-dairy,All systems,meat,0.004568185283756769,NA
MOZ,Mozambique,sheep,dairy,All systems,milk,0,NA
MOZ,Mozambique,sheep,dairy,All systems,meat,0,NA
MOZ,Mozambique,sheep,non-dairy,All systems,milk,0,NA
MOZ,Mozambique,sheep,non-dairy,All systems,meat,0.003735402826081934,NA
MMR,Myanmar (Burma),buffaloes,dairy,All systems,milk,0.21846178462229335,NA
MMR,Myanmar (Burma),buffaloes,dairy,All systems,meat,0.021856959917653147,NA
MMR,Myanmar (Burma),buffaloes,non-dairy,All systems,milk,0,NA
MMR,Myanmar (Burma),buffaloes,non-dairy,All systems,meat,0.017977839557225053,NA
MMR,Myanmar (Burma),cows,dairy,All systems,milk,0.15649116586638756,NA
MMR,Myanmar (Burma),cows,dairy,All systems,meat,0.017494314585769305,NA
MMR,Myanmar (Burma),cows,non-dairy,All systems,milk,0,NA
MMR,Myanmar (Burma),cows,non-dairy,All systems,meat,0.026187629424551283,NA
MMR,Myanmar (Burma),goats,dairy,All systems,milk,0.0073287475120329066,NA
MMR,Myanmar (Burma),goats,dairy,All systems,meat,0.005584817732996112,NA
MMR,Myanmar (Burma),goats,non-dairy,All systems,milk,0,NA
MMR,Myanmar (Burma),goats,non-dairy,All systems,meat,0.0055848184675598295,NA
MMR,Myanmar (Burma),sheep,dairy,All systems,milk,0.010107385687663582,NA
MMR,Myanmar (Burma),sheep,dairy,All systems,meat,0.003945178708296688,NA
MMR,Myanmar (Burma),sheep,non-dairy,All systems,milk,0,NA
MMR,Myanmar (Burma),sheep,non-dairy,All systems,meat,0.003945180749396259,NA
NAM,Namibia,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
NAM,Namibia,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
NAM,Namibia,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
NAM,Namibia,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
NAM,Namibia,cows,dairy,All systems,milk,0.16519969535935763,NA
NAM,Namibia,cows,dairy,All systems,meat,0.022097428487508473,NA
NAM,Namibia,cows,non-dairy,All systems,milk,0,NA
NAM,Namibia,cows,non-dairy,All systems,meat,0.011921542001068718,NA
NAM,Namibia,goats,dairy,All systems,milk,0,NA
NAM,Namibia,goats,dairy,All systems,meat,0,NA
NAM,Namibia,goats,non-dairy,All systems,milk,0,NA
NAM,Namibia,goats,non-dairy,All systems,meat,0.006930174294163472,NA
NAM,Namibia,sheep,dairy,All systems,milk,0,NA
NAM,Namibia,sheep,dairy,All systems,meat,0,NA
NAM,Namibia,sheep,non-dairy,All systems,milk,0,NA
NAM,Namibia,sheep,non-dairy,All systems,meat,0.004836519825937099,NA
NRU,Nauru,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
NRU,Nauru,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
NRU,Nauru,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
NRU,Nauru,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
NRU,Nauru,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
NRU,Nauru,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
NRU,Nauru,cows,non-dairy,All systems,milk,0,rate gf with global mean
NRU,Nauru,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
NRU,Nauru,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
NRU,Nauru,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
NRU,Nauru,goats,non-dairy,All systems,milk,0,rate gf with global mean
NRU,Nauru,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
NRU,Nauru,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
NRU,Nauru,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
NRU,Nauru,sheep,non-dairy,All systems,milk,0,rate gf with global mean
NRU,Nauru,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
NPL,Nepal,buffaloes,dairy,All systems,milk,0.3540187249716174,NA
NPL,Nepal,buffaloes,dairy,All systems,meat,0.022524321628376524,NA
NPL,Nepal,buffaloes,non-dairy,All systems,milk,0,NA
NPL,Nepal,buffaloes,non-dairy,All systems,meat,0.023062056119135223,NA
NPL,Nepal,cows,dairy,All systems,milk,0.13983279571152274,NA
NPL,Nepal,cows,dairy,All systems,meat,0.02459905950776734,NA
NPL,Nepal,cows,non-dairy,All systems,milk,0,NA
NPL,Nepal,cows,non-dairy,All systems,meat,0.024531542114363675,NA
NPL,Nepal,goats,dairy,All systems,milk,0.016676796009542923,NA
NPL,Nepal,goats,dairy,All systems,meat,0.004269339346771382,NA
NPL,Nepal,goats,non-dairy,All systems,milk,0,NA
NPL,Nepal,goats,non-dairy,All systems,meat,0.0042693401480854145,NA
NPL,Nepal,sheep,dairy,All systems,milk,0.018354891560503576,NA
NPL,Nepal,sheep,dairy,All systems,meat,0.004791950628644195,NA
NPL,Nepal,sheep,non-dairy,All systems,milk,0,NA
NPL,Nepal,sheep,non-dairy,All systems,meat,0.004791976633578799,NA
NLD,Netherlands,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
NLD,Netherlands,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
NLD,Netherlands,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
NLD,Netherlands,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
NLD,Netherlands,cows,dairy,All systems,milk,2.7118501568466518,NA
NLD,Netherlands,cows,dairy,All systems,meat,0.09474313265464628,NA
NLD,Netherlands,cows,non-dairy,All systems,milk,0,NA
NLD,Netherlands,cows,non-dairy,All systems,meat,0,NA
NLD,Netherlands,goats,dairy,All systems,milk,0.27937307619352364,NA
NLD,Netherlands,goats,dairy,All systems,meat,0.010248991137017886,NA
NLD,Netherlands,goats,non-dairy,All systems,milk,0,NA
NLD,Netherlands,goats,non-dairy,All systems,meat,0,NA
NLD,Netherlands,sheep,dairy,All systems,milk,0,NA
NLD,Netherlands,sheep,dairy,All systems,meat,0,NA
NLD,Netherlands,sheep,non-dairy,All systems,milk,0,NA
NLD,Netherlands,sheep,non-dairy,All systems,meat,0.012364849811319986,NA
NCL,New Caledonia,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
NCL,New Caledonia,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
NCL,New Caledonia,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
NCL,New Caledonia,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
NCL,New Caledonia,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
NCL,New Caledonia,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
NCL,New Caledonia,cows,non-dairy,All systems,milk,0,rate gf with global mean
NCL,New Caledonia,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
NCL,New Caledonia,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
NCL,New Caledonia,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
NCL,New Caledonia,goats,non-dairy,All systems,milk,0,rate gf with global mean
NCL,New Caledonia,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
NCL,New Caledonia,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
NCL,New Caledonia,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
NCL,New Caledonia,sheep,non-dairy,All systems,milk,0,rate gf with global mean
NCL,New Caledonia,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
NZL,New Zealand,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
NZL,New Zealand,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
NZL,New Zealand,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
NZL,New Zealand,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
NZL,New Zealand,cows,dairy,All systems,milk,1.4748681273799467,NA
NZL,New Zealand,cows,dairy,All systems,meat,0.07232444401058463,NA
NZL,New Zealand,cows,non-dairy,All systems,milk,0,NA
NZL,New Zealand,cows,non-dairy,All systems,meat,0,NA
NZL,New Zealand,goats,dairy,All systems,milk,0,NA
NZL,New Zealand,goats,dairy,All systems,meat,0,NA
NZL,New Zealand,goats,non-dairy,All systems,milk,0,NA
NZL,New Zealand,goats,non-dairy,All systems,meat,0.013303618185783257,NA
NZL,New Zealand,sheep,dairy,All systems,milk,0,NA
NZL,New Zealand,sheep,dairy,All systems,meat,0,NA
NZL,New Zealand,sheep,non-dairy,All systems,milk,0,NA
NZL,New Zealand,sheep,non-dairy,All systems,meat,0.014358046566803374,NA
NIC,Nicaragua,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
NIC,Nicaragua,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
NIC,Nicaragua,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
NIC,Nicaragua,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
NIC,Nicaragua,cows,dairy,All systems,milk,0.2920262081702776,NA
NIC,Nicaragua,cows,dairy,All systems,meat,0.05642913118408605,NA
NIC,Nicaragua,cows,non-dairy,All systems,milk,0,NA
NIC,Nicaragua,cows,non-dairy,All systems,meat,0.029845298503282942,NA
NIC,Nicaragua,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
NIC,Nicaragua,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
NIC,Nicaragua,goats,non-dairy,All systems,milk,0,rate gf with global mean
NIC,Nicaragua,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
NIC,Nicaragua,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
NIC,Nicaragua,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
NIC,Nicaragua,sheep,non-dairy,All systems,milk,0,rate gf with global mean
NIC,Nicaragua,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
NER,Niger,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
NER,Niger,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
NER,Niger,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
NER,Niger,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
NER,Niger,cows,dairy,All systems,milk,0.11342521048407668,NA
NER,Niger,cows,dairy,All systems,meat,0.010200379639438623,NA
NER,Niger,cows,non-dairy,All systems,milk,0,NA
NER,Niger,cows,non-dairy,All systems,meat,0.010485697399190799,NA
NER,Niger,goats,dairy,All systems,milk,0.02454910157331664,NA
NER,Niger,goats,dairy,All systems,meat,0.0033901905274279307,NA
NER,Niger,goats,non-dairy,All systems,milk,0,NA
NER,Niger,goats,non-dairy,All systems,meat,0.0033901906169585693,NA
NER,Niger,sheep,dairy,All systems,milk,0.01967934481571737,NA
NER,Niger,sheep,dairy,All systems,meat,0.0033857272999364843,NA
NER,Niger,sheep,non-dairy,All systems,milk,0,NA
NER,Niger,sheep,non-dairy,All systems,meat,0.0033857276309524936,NA
NGA,Nigeria,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
NGA,Nigeria,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
NGA,Nigeria,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
NGA,Nigeria,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
NGA,Nigeria,cows,dairy,All systems,milk,0.07169553199267513,NA
NGA,Nigeria,cows,dairy,All systems,meat,0.01279364672375463,NA
NGA,Nigeria,cows,non-dairy,All systems,milk,0,NA
NGA,Nigeria,cows,non-dairy,All systems,meat,0.008711366944571612,NA
NGA,Nigeria,goats,dairy,All systems,milk,0,NA
NGA,Nigeria,goats,dairy,All systems,meat,0,NA
NGA,Nigeria,goats,non-dairy,All systems,milk,0,NA
NGA,Nigeria,goats,non-dairy,All systems,meat,0.002915719887291195,NA
NGA,Nigeria,sheep,dairy,All systems,milk,0,NA
NGA,Nigeria,sheep,dairy,All systems,meat,0,NA
NGA,Nigeria,sheep,non-dairy,All systems,milk,0,NA
NGA,Nigeria,sheep,non-dairy,All systems,meat,0.0033840870455163537,NA
NIU,Niue,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
NIU,Niue,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
NIU,Niue,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
NIU,Niue,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
NIU,Niue,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
