Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Value
QC,Crops,102,Iran (Islamic Republic of),5510,Production,156,Sugar cane,2010,2010,5647795
QC,Crops,102,Iran (Islamic Republic of),5510,Production,156,Sugar cane,2017,2017,7744335
QC,Crops,102,Iran (Islamic Republic of),5510,Production,267,Sunflower seed,2010,2010,57966
QC,Crops,102,Iran (Islamic Republic of),5510,Production,267,Sunflower seed,2017,2017,40000
QC,Crops,102,Iran (Islamic Republic of),5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2010,2010,551923
QC,Crops,102,Iran (Islamic Republic of),5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2017,2017,369123
QC,Crops,102,Iran (Islamic Republic of),5510,Production,667,Tea,2010,2010,121041
QC,Crops,102,Iran (Islamic Republic of),5510,Production,667,Tea,2017,2017,100580
QC,Crops,102,Iran (Islamic Republic of),5510,Production,826,"Tobacco, unmanufactured",2010,2010,14145
QC,Crops,102,Iran (Islamic Republic of),5510,Production,826,"Tobacco, unmanufactured",2017,2017,19395
QC,Crops,102,Iran (Islamic Republic of),5510,Production,388,Tomatoes,2010,2010,5696111
QC,Crops,102,Iran (Islamic Republic of),5510,Production,388,Tomatoes,2017,2017,6234717
QC,Crops,102,Iran (Islamic Republic of),5510,Production,463,"Vegetables, fresh nes",2010,2010,1555113
QC,Crops,102,Iran (Islamic Republic of),5510,Production,463,"Vegetables, fresh nes",2017,2017,1241272
QC,Crops,102,Iran (Islamic Republic of),5510,Production,420,"Vegetables, leguminous nes",2010,2010,0
QC,Crops,102,Iran (Islamic Republic of),5510,Production,420,"Vegetables, leguminous nes",2017,2017,0
QC,Crops,102,Iran (Islamic Republic of),5510,Production,222,"Walnuts, with shell",2010,2010,268135
QC,Crops,102,Iran (Islamic Republic of),5510,Production,222,"Walnuts, with shell",2017,2017,393598
QC,Crops,102,Iran (Islamic Republic of),5510,Production,567,Watermelons,2010,2010,3207990
QC,Crops,102,Iran (Islamic Republic of),5510,Production,567,Watermelons,2017,2017,4076042
QC,Crops,102,Iran (Islamic Republic of),5510,Production,15,Wheat,2010,2010,12142988
QC,Crops,102,Iran (Islamic Republic of),5510,Production,15,Wheat,2017,2017,14000000
QC,Crops,103,Iraq,5510,Production,221,"Almonds, with shell",2010,2010,453
QC,Crops,103,Iraq,5510,Production,221,"Almonds, with shell",2017,2017,452
QC,Crops,103,Iraq,5510,Production,515,Apples,2010,2010,39601
QC,Crops,103,Iraq,5510,Production,515,Apples,2017,2017,47626
QC,Crops,103,Iraq,5510,Production,526,Apricots,2010,2010,18926
QC,Crops,103,Iraq,5510,Production,526,Apricots,2017,2017,15002
QC,Crops,103,Iraq,5510,Production,44,Barley,2010,2010,1137169
QC,Crops,103,Iraq,5510,Production,44,Barley,2017,2017,303114
QC,Crops,103,Iraq,5510,Production,176,"Beans, dry",2010,2010,4657
QC,Crops,103,Iraq,5510,Production,176,"Beans, dry",2017,2017,4846
QC,Crops,103,Iraq,5510,Production,414,"Beans, green",2010,2010,5625
QC,Crops,103,Iraq,5510,Production,414,"Beans, green",2017,2017,2039
QC,Crops,103,Iraq,5510,Production,181,"Broad beans, horse beans, dry",2010,2010,14367
QC,Crops,103,Iraq,5510,Production,181,"Broad beans, horse beans, dry",2017,2017,4202
QC,Crops,103,Iraq,5510,Production,358,Cabbages and other brassicas,2010,2010,29898
QC,Crops,103,Iraq,5510,Production,358,Cabbages and other brassicas,2017,2017,7196
QC,Crops,103,Iraq,5510,Production,426,Carrots and turnips,2010,2010,27636
QC,Crops,103,Iraq,5510,Production,426,Carrots and turnips,2017,2017,1640
QC,Crops,103,Iraq,5510,Production,393,Cauliflowers and broccoli,2010,2010,25800
QC,Crops,103,Iraq,5510,Production,393,Cauliflowers and broccoli,2017,2017,8287
QC,Crops,103,Iraq,5510,Production,191,Chick peas,2010,2010,800
QC,Crops,103,Iraq,5510,Production,191,Chick peas,2017,2017,1
QC,Crops,103,Iraq,5510,Production,401,"Chillies and peppers, green",2010,2010,69120
QC,Crops,103,Iraq,5510,Production,401,"Chillies and peppers, green",2017,2017,13169
QC,Crops,103,Iraq,5510,Production,195,"Cow peas, dry",2010,2010,860
QC,Crops,103,Iraq,5510,Production,195,"Cow peas, dry",2017,2017,68
QC,Crops,103,Iraq,5510,Production,397,Cucumbers and gherkins,2010,2010,431868
QC,Crops,103,Iraq,5510,Production,397,Cucumbers and gherkins,2017,2017,96664
QC,Crops,103,Iraq,5510,Production,577,Dates,2010,2010,567668
QC,Crops,103,Iraq,5510,Production,577,Dates,2017,2017,618818
QC,Crops,103,Iraq,5510,Production,399,Eggplants (aubergines),2010,2010,387435
QC,Crops,103,Iraq,5510,Production,399,Eggplants (aubergines),2017,2017,94483
QC,Crops,103,Iraq,5510,Production,569,Figs,2010,2010,8466
QC,Crops,103,Iraq,5510,Production,569,Figs,2017,2017,3349
QC,Crops,103,Iraq,5510,Production,619,"Fruit, fresh nes",2010,2010,66253
QC,Crops,103,Iraq,5510,Production,619,"Fruit, fresh nes",2017,2017,72351
QC,Crops,103,Iraq,5510,Production,406,Garlic,2010,2010,12575
QC,Crops,103,Iraq,5510,Production,406,Garlic,2017,2017,1725
QC,Crops,103,Iraq,5510,Production,507,Grapefruit (inc. pomelos),2010,2010,330
QC,Crops,103,Iraq,5510,Production,507,Grapefruit (inc. pomelos),2017,2017,259
QC,Crops,103,Iraq,5510,Production,560,Grapes,2010,2010,212649
QC,Crops,103,Iraq,5510,Production,560,Grapes,2017,2017,99444
QC,Crops,103,Iraq,5510,Production,242,"Groundnuts, with shell",2010,2010,10000
QC,Crops,103,Iraq,5510,Production,242,"Groundnuts, with shell",2017,2017,6699
QC,Crops,103,Iraq,5510,Production,497,Lemons and limes,2010,2010,5367
QC,Crops,103,Iraq,5510,Production,497,Lemons and limes,2017,2017,4434
QC,Crops,103,Iraq,5510,Production,201,Lentils,2010,2010,190
QC,Crops,103,Iraq,5510,Production,201,Lentils,2017,2017,1
QC,Crops,103,Iraq,5510,Production,372,Lettuce and chicory,2010,2010,89795
QC,Crops,103,Iraq,5510,Production,372,Lettuce and chicory,2017,2017,29520
QC,Crops,103,Iraq,5510,Production,333,Linseed,2010,2010,161
QC,Crops,103,Iraq,5510,Production,333,Linseed,2017,2017,142
QC,Crops,103,Iraq,5510,Production,56,Maize,2010,2010,266699
QC,Crops,103,Iraq,5510,Production,56,Maize,2017,2017,185291
QC,Crops,103,Iraq,5510,Production,568,"Melons, other (inc.cantaloupes)",2010,2010,176996
QC,Crops,103,Iraq,5510,Production,568,"Melons, other (inc.cantaloupes)",2017,2017,95002
QC,Crops,103,Iraq,5510,Production,79,Millet,2010,2010,2266
QC,Crops,103,Iraq,5510,Production,79,Millet,2017,2017,3919
QC,Crops,103,Iraq,5510,Production,234,Nuts nes,2010,2010,1479
QC,Crops,103,Iraq,5510,Production,234,Nuts nes,2017,2017,1345
QC,Crops,103,Iraq,5510,Production,75,Oats,2010,2010,366
QC,Crops,103,Iraq,5510,Production,75,Oats,2017,2017,415
QC,Crops,103,Iraq,5510,Production,430,Okra,2010,2010,151219
QC,Crops,103,Iraq,5510,Production,430,Okra,2017,2017,58422
QC,Crops,103,Iraq,5510,Production,260,Olives,2010,2010,15113
QC,Crops,103,Iraq,5510,Production,260,Olives,2017,2017,10203
QC,Crops,103,Iraq,5510,Production,403,"Onions, dry",2010,2010,44596
QC,Crops,103,Iraq,5510,Production,403,"Onions, dry",2017,2017,12842
QC,Crops,103,Iraq,5510,Production,402,"Onions, shallots, green",2010,2010,291212
QC,Crops,103,Iraq,5510,Production,402,"Onions, shallots, green",2017,2017,43061
QC,Crops,103,Iraq,5510,Production,490,Oranges,2010,2010,97907
QC,Crops,103,Iraq,5510,Production,490,Oranges,2017,2017,74774
QC,Crops,103,Iraq,5510,Production,534,Peaches and nectarines,2010,2010,1452
QC,Crops,103,Iraq,5510,Production,534,Peaches and nectarines,2017,2017,476
QC,Crops,103,Iraq,5510,Production,521,Pears,2010,2010,12789
QC,Crops,103,Iraq,5510,Production,521,Pears,2017,2017,7755
QC,Crops,103,Iraq,5510,Production,536,Plums and sloes,2010,2010,9582
QC,Crops,103,Iraq,5510,Production,536,Plums and sloes,2017,2017,3579
QC,Crops,103,Iraq,5510,Production,116,Potatoes,2010,2010,204597
QC,Crops,103,Iraq,5510,Production,116,Potatoes,2017,2017,266794
QC,Crops,103,Iraq,5510,Production,394,"Pumpkins, squash and gourds",2010,2010,144514
QC,Crops,103,Iraq,5510,Production,394,"Pumpkins, squash and gourds",2017,2017,19864
QC,Crops,103,Iraq,5510,Production,523,Quinces,2010,2010,1721
QC,Crops,103,Iraq,5510,Production,523,Quinces,2017,2017,1855
QC,Crops,103,Iraq,5510,Production,27,"Rice, paddy",2010,2010,155829
QC,Crops,103,Iraq,5510,Production,27,"Rice, paddy",2017,2017,265852
QC,Crops,103,Iraq,5510,Production,30,"Rice, paddy (rice milled equivalent)",2010,2010,103938
QC,Crops,103,Iraq,5510,Production,30,"Rice, paddy (rice milled equivalent)",2017,2017,177323
QC,Crops,103,Iraq,5510,Production,328,Seed cotton,2010,2010,45278
QC,Crops,103,Iraq,5510,Production,328,Seed cotton,2017,2017,28000
QC,Crops,103,Iraq,5510,Production,289,Sesame seed,2010,2010,13349
QC,Crops,103,Iraq,5510,Production,289,Sesame seed,2017,2017,3421
QC,Crops,103,Iraq,5510,Production,83,Sorghum,2010,2010,51214
QC,Crops,103,Iraq,5510,Production,83,Sorghum,2017,2017,2043
QC,Crops,103,Iraq,5510,Production,236,Soybeans,2010,2010,26
QC,Crops,103,Iraq,5510,Production,236,Soybeans,2017,2017,30
QC,Crops,103,Iraq,5510,Production,373,Spinach,2010,2010,12055
QC,Crops,103,Iraq,5510,Production,373,Spinach,2017,2017,3223
QC,Crops,103,Iraq,5510,Production,423,String beans,2010,2010,79061
QC,Crops,103,Iraq,5510,Production,423,String beans,2017,2017,26728
QC,Crops,103,Iraq,5510,Production,157,Sugar beet,2010,2010,19542
QC,Crops,103,Iraq,5510,Production,157,Sugar beet,2017,2017,29424
QC,Crops,103,Iraq,5510,Production,156,Sugar cane,2010,2010,12500
QC,Crops,103,Iraq,5510,Production,156,Sugar cane,2017,2017,7000
QC,Crops,103,Iraq,5510,Production,267,Sunflower seed,2010,2010,7500
QC,Crops,103,Iraq,5510,Production,267,Sunflower seed,2017,2017,486
QC,Crops,103,Iraq,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2010,2010,19669
QC,Crops,103,Iraq,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2017,2017,2743
QC,Crops,103,Iraq,5510,Production,826,"Tobacco, unmanufactured",2010,2010,2308
QC,Crops,103,Iraq,5510,Production,826,"Tobacco, unmanufactured",2017,2017,2296
QC,Crops,103,Iraq,5510,Production,388,Tomatoes,2010,2010,1013177
QC,Crops,103,Iraq,5510,Production,388,Tomatoes,2017,2017,123611
QC,Crops,103,Iraq,5510,Production,463,"Vegetables, fresh nes",2010,2010,103345
QC,Crops,103,Iraq,5510,Production,463,"Vegetables, fresh nes",2017,2017,81028
QC,Crops,103,Iraq,5510,Production,420,"Vegetables, leguminous nes",2010,2010,140542
QC,Crops,103,Iraq,5510,Production,420,"Vegetables, leguminous nes",2017,2017,60466
QC,Crops,103,Iraq,5510,Production,205,Vetches,2010,2010,917
QC,Crops,103,Iraq,5510,Production,205,Vetches,2017,2017,791
QC,Crops,103,Iraq,5510,Production,222,"Walnuts, with shell",2010,2010,1641
QC,Crops,103,Iraq,5510,Production,222,"Walnuts, with shell",2017,2017,1579
QC,Crops,103,Iraq,5510,Production,567,Watermelons,2010,2010,304193
QC,Crops,103,Iraq,5510,Production,567,Watermelons,2017,2017,208916
QC,Crops,103,Iraq,5510,Production,15,Wheat,2010,2010,2748840
QC,Crops,103,Iraq,5510,Production,15,Wheat,2017,2017,2974136
QC,Crops,104,Ireland,5510,Production,515,Apples,2010,2010,21100
QC,Crops,104,Ireland,5510,Production,515,Apples,2017,2017,21400
QC,Crops,104,Ireland,5510,Production,44,Barley,2010,2010,1223100
QC,Crops,104,Ireland,5510,Production,44,Barley,2017,2017,1505600
QC,Crops,104,Ireland,5510,Production,176,"Beans, dry",2010,2010,19400
QC,Crops,104,Ireland,5510,Production,176,"Beans, dry",2017,2017,87700
QC,Crops,104,Ireland,5510,Production,414,"Beans, green",2010,2010,1657
QC,Crops,104,Ireland,5510,Production,414,"Beans, green",2017,2017,1702
QC,Crops,104,Ireland,5510,Production,558,Berries nes,2010,2010,169
QC,Crops,104,Ireland,5510,Production,558,Berries nes,2017,2017,199
QC,Crops,104,Ireland,5510,Production,89,Buckwheat,2010,2010,
QC,Crops,104,Ireland,5510,Production,89,Buckwheat,2017,2017,
QC,Crops,104,Ireland,5510,Production,358,Cabbages and other brassicas,2010,2010,25600
QC,Crops,104,Ireland,5510,Production,358,Cabbages and other brassicas,2017,2017,24600
QC,Crops,104,Ireland,5510,Production,426,Carrots and turnips,2010,2010,49300
QC,Crops,104,Ireland,5510,Production,426,Carrots and turnips,2017,2017,73300
QC,Crops,104,Ireland,5510,Production,393,Cauliflowers and broccoli,2010,2010,11800
QC,Crops,104,Ireland,5510,Production,393,Cauliflowers and broccoli,2017,2017,9300
QC,Crops,104,Ireland,5510,Production,108,Cereals nes,2010,2010,2800
QC,Crops,104,Ireland,5510,Production,108,Cereals nes,2017,2017,1478
QC,Crops,104,Ireland,5510,Production,401,"Chillies and peppers, green",2010,2010,383
QC,Crops,104,Ireland,5510,Production,401,"Chillies and peppers, green",2017,2017,340
QC,Crops,104,Ireland,5510,Production,397,Cucumbers and gherkins,2010,2010,1900
QC,Crops,104,Ireland,5510,Production,397,Cucumbers and gherkins,2017,2017,1600
QC,Crops,104,Ireland,5510,Production,550,Currants,2010,2010,670
QC,Crops,104,Ireland,5510,Production,550,Currants,2017,2017,220
QC,Crops,104,Ireland,5510,Production,619,"Fruit, fresh nes",2010,2010,10000
QC,Crops,104,Ireland,5510,Production,619,"Fruit, fresh nes",2017,2017,8906
QC,Crops,104,Ireland,5510,Production,541,"Fruit, stone nes",2010,2010,
QC,Crops,104,Ireland,5510,Production,541,"Fruit, stone nes",2017,2017,
QC,Crops,104,Ireland,5510,Production,507,Grapefruit (inc. pomelos),2010,2010,
QC,Crops,104,Ireland,5510,Production,507,Grapefruit (inc. pomelos),2017,2017,
QC,Crops,104,Ireland,5510,Production,677,Hops,2010,2010,43
QC,Crops,104,Ireland,5510,Production,677,Hops,2017,2017,45
QC,Crops,104,Ireland,5510,Production,407,"Leeks, other alliaceous vegetables",2010,2010,1300
QC,Crops,104,Ireland,5510,Production,407,"Leeks, other alliaceous vegetables",2017,2017,3000
QC,Crops,104,Ireland,5510,Production,372,Lettuce and chicory,2010,2010,8100
QC,Crops,104,Ireland,5510,Production,372,Lettuce and chicory,2017,2017,6200
QC,Crops,104,Ireland,5510,Production,449,Mushrooms and truffles,2010,2010,54500
QC,Crops,104,Ireland,5510,Production,449,Mushrooms and truffles,2017,2017,66500
QC,Crops,104,Ireland,5510,Production,75,Oats,2010,2010,148100
QC,Crops,104,Ireland,5510,Production,75,Oats,2017,2017,205000
QC,Crops,104,Ireland,5510,Production,403,"Onions, dry",2010,2010,4900
QC,Crops,104,Ireland,5510,Production,403,"Onions, dry",2017,2017,5800
QC,Crops,104,Ireland,5510,Production,521,Pears,2010,2010,
QC,Crops,104,Ireland,5510,Production,521,Pears,2017,2017,
QC,Crops,104,Ireland,5510,Production,187,"Peas, dry",2010,2010,5600
QC,Crops,104,Ireland,5510,Production,187,"Peas, dry",2017,2017,2500
QC,Crops,104,Ireland,5510,Production,417,"Peas, green",2010,2010,2647
QC,Crops,104,Ireland,5510,Production,417,"Peas, green",2017,2017,1855
QC,Crops,104,Ireland,5510,Production,116,Potatoes,2010,2010,419600
QC,Crops,104,Ireland,5510,Production,116,Potatoes,2017,2017,412400
QC,Crops,104,Ireland,5510,Production,270,Rapeseed,2010,2010,28100
QC,Crops,104,Ireland,5510,Production,270,Rapeseed,2017,2017,41700
QC,Crops,104,Ireland,5510,Production,547,Raspberries,2010,2010,160
QC,Crops,104,Ireland,5510,Production,547,Raspberries,2017,2017,340
QC,Crops,104,Ireland,5510,Production,71,Rye,2010,2010,581
QC,Crops,104,Ireland,5510,Production,71,Rye,2017,2017,629
QC,Crops,104,Ireland,5510,Production,373,Spinach,2010,2010,
QC,Crops,104,Ireland,5510,Production,373,Spinach,2017,2017,
QC,Crops,104,Ireland,5510,Production,544,Strawberries,2010,2010,5400
QC,Crops,104,Ireland,5510,Production,544,Strawberries,2017,2017,6600
QC,Crops,104,Ireland,5510,Production,157,Sugar beet,2010,2010,50432
QC,Crops,104,Ireland,5510,Production,157,Sugar beet,2017,2017,75000
QC,Crops,104,Ireland,5510,Production,388,Tomatoes,2010,2010,4700
QC,Crops,104,Ireland,5510,Production,388,Tomatoes,2017,2017,3800
QC,Crops,104,Ireland,5510,Production,463,"Vegetables, fresh nes",2010,2010,38242
QC,Crops,104,Ireland,5510,Production,463,"Vegetables, fresh nes",2017,2017,26516
QC,Crops,104,Ireland,5510,Production,420,"Vegetables, leguminous nes",2010,2010,1
QC,Crops,104,Ireland,5510,Production,420,"Vegetables, leguminous nes",2017,2017,2
QC,Crops,104,Ireland,5510,Production,15,Wheat,2010,2010,669200
QC,Crops,104,Ireland,5510,Production,15,Wheat,2017,2017,681500
QC,Crops,105,Israel,5510,Production,221,"Almonds, with shell",2010,2010,5500
QC,Crops,105,Israel,5510,Production,221,"Almonds, with shell",2017,2017,8903
QC,Crops,105,Israel,5510,Production,515,Apples,2010,2010,131474
QC,Crops,105,Israel,5510,Production,515,Apples,2017,2017,113000
QC,Crops,105,Israel,5510,Production,526,Apricots,2010,2010,8338
QC,Crops,105,Israel,5510,Production,526,Apricots,2017,2017,8000
QC,Crops,105,Israel,5510,Production,366,Artichokes,2010,2010,2638
QC,Crops,105,Israel,5510,Production,366,Artichokes,2017,2017,2771
QC,Crops,105,Israel,5510,Production,367,Asparagus,2010,2010,91
QC,Crops,105,Israel,5510,Production,367,Asparagus,2017,2017,97
QC,Crops,105,Israel,5510,Production,572,Avocados,2010,2010,69545
QC,Crops,105,Israel,5510,Production,572,Avocados,2017,2017,110000
QC,Crops,105,Israel,5510,Production,486,Bananas,2010,2010,101286
QC,Crops,105,Israel,5510,Production,486,Bananas,2017,2017,126000
QC,Crops,105,Israel,5510,Production,44,Barley,2010,2010,4387
QC,Crops,105,Israel,5510,Production,44,Barley,2017,2017,13750
QC,Crops,105,Israel,5510,Production,414,"Beans, green",2010,2010,7507
QC,Crops,105,Israel,5510,Production,414,"Beans, green",2017,2017,10958
QC,Crops,105,Israel,5510,Production,558,Berries nes,2010,2010,1726
QC,Crops,105,Israel,5510,Production,558,Berries nes,2017,2017,1754
QC,Crops,105,Israel,5510,Production,358,Cabbages and other brassicas,2010,2010,52371
QC,Crops,105,Israel,5510,Production,358,Cabbages and other brassicas,2017,2017,54659
QC,Crops,105,Israel,5510,Production,461,Carobs,2010,2010,270
QC,Crops,105,Israel,5510,Production,461,Carobs,2017,2017,392
QC,Crops,105,Israel,5510,Production,426,Carrots and turnips,2010,2010,234261
QC,Crops,105,Israel,5510,Production,426,Carrots and turnips,2017,2017,255473
QC,Crops,105,Israel,5510,Production,393,Cauliflowers and broccoli,2010,2010,21374
QC,Crops,105,Israel,5510,Production,393,Cauliflowers and broccoli,2017,2017,30090
QC,Crops,105,Israel,5510,Production,531,Cherries,2010,2010,1294
QC,Crops,105,Israel,5510,Production,531,Cherries,2017,2017,4000
QC,Crops,105,Israel,5510,Production,191,Chick peas,2010,2010,16785
QC,Crops,105,Israel,5510,Production,191,Chick peas,2017,2017,36300
QC,Crops,105,Israel,5510,Production,401,"Chillies and peppers, green",2010,2010,203982
QC,Crops,105,Israel,5510,Production,401,"Chillies and peppers, green",2017,2017,171503
QC,Crops,105,Israel,5510,Production,397,Cucumbers and gherkins,2010,2010,115824
QC,Crops,105,Israel,5510,Production,397,Cucumbers and gherkins,2017,2017,103425
QC,Crops,105,Israel,5510,Production,577,Dates,2010,2010,30618
QC,Crops,105,Israel,5510,Production,577,Dates,2017,2017,43967
QC,Crops,105,Israel,5510,Production,399,Eggplants (aubergines),2010,2010,45340
QC,Crops,105,Israel,5510,Production,399,Eggplants (aubergines),2017,2017,48996
QC,Crops,105,Israel,5510,Production,569,Figs,2010,2010,4307
QC,Crops,105,Israel,5510,Production,569,Figs,2017,2017,2390
QC,Crops,105,Israel,5510,Production,512,"Fruit, citrus nes",2010,2010,7010
QC,Crops,105,Israel,5510,Production,512,"Fruit, citrus nes",2017,2017,11000
QC,Crops,105,Israel,5510,Production,619,"Fruit, fresh nes",2010,2010,64215
QC,Crops,105,Israel,5510,Production,619,"Fruit, fresh nes",2017,2017,89778
QC,Crops,105,Israel,5510,Production,541,"Fruit, stone nes",2010,2010,0
QC,Crops,105,Israel,5510,Production,541,"Fruit, stone nes",2017,2017,0
QC,Crops,105,Israel,5510,Production,603,"Fruit, tropical fresh nes",2010,2010,246
QC,Crops,105,Israel,5510,Production,603,"Fruit, tropical fresh nes",2017,2017,244
QC,Crops,105,Israel,5510,Production,406,Garlic,2010,2010,5820
QC,Crops,105,Israel,5510,Production,406,Garlic,2017,2017,1486
QC,Crops,105,Israel,5510,Production,507,Grapefruit (inc. pomelos),2010,2010,204408
QC,Crops,105,Israel,5510,Production,507,Grapefruit (inc. pomelos),2017,2017,158255
QC,Crops,105,Israel,5510,Production,560,Grapes,2010,2010,95075
QC,Crops,105,Israel,5510,Production,560,Grapes,2017,2017,68503
QC,Crops,105,Israel,5510,Production,242,"Groundnuts, with shell",2010,2010,15861
QC,Crops,105,Israel,5510,Production,242,"Groundnuts, with shell",2017,2017,17964
QC,Crops,105,Israel,5510,Production,592,Kiwi fruit,2010,2010,3996
QC,Crops,105,Israel,5510,Production,592,Kiwi fruit,2017,2017,4000
QC,Crops,105,Israel,5510,Production,497,Lemons and limes,2010,2010,65078
QC,Crops,105,Israel,5510,Production,497,Lemons and limes,2017,2017,74808
QC,Crops,105,Israel,5510,Production,201,Lentils,2010,2010,28
QC,Crops,105,Israel,5510,Production,201,Lentils,2017,2017,25
QC,Crops,105,Israel,5510,Production,372,Lettuce and chicory,2010,2010,28665
QC,Crops,105,Israel,5510,Production,372,Lettuce and chicory,2017,2017,25968
QC,Crops,105,Israel,5510,Production,56,Maize,2010,2010,86537
QC,Crops,105,Israel,5510,Production,56,Maize,2017,2017,87583
QC,Crops,105,Israel,5510,Production,446,"Maize, green",2010,2010,84000
QC,Crops,105,Israel,5510,Production,446,"Maize, green",2017,2017,87583
QC,Crops,105,Israel,5510,Production,571,"Mangoes, mangosteens, guavas",2010,2010,29500
QC,Crops,105,Israel,5510,Production,571,"Mangoes, mangosteens, guavas",2017,2017,49400
QC,Crops,105,Israel,5510,Production,568,"Melons, other (inc.cantaloupes)",2010,2010,41469
QC,Crops,105,Israel,5510,Production,568,"Melons, other (inc.cantaloupes)",2017,2017,34274
QC,Crops,105,Israel,5510,Production,449,Mushrooms and truffles,2010,2010,9500
QC,Crops,105,Israel,5510,Production,449,Mushrooms and truffles,2017,2017,11000
QC,Crops,105,Israel,5510,Production,234,Nuts nes,2010,2010,2592
QC,Crops,105,Israel,5510,Production,234,Nuts nes,2017,2017,1806
QC,Crops,105,Israel,5510,Production,75,Oats,2010,2010,307
QC,Crops,105,Israel,5510,Production,75,Oats,2017,2017,227
QC,Crops,105,Israel,5510,Production,339,Oilseeds nes,2010,2010,3290
QC,Crops,105,Israel,5510,Production,339,Oilseeds nes,2017,2017,3442
QC,Crops,105,Israel,5510,Production,260,Olives,2010,2010,73500
QC,Crops,105,Israel,5510,Production,260,Olives,2017,2017,87000
QC,Crops,105,Israel,5510,Production,403,"Onions, dry",2010,2010,83348
QC,Crops,105,Israel,5510,Production,403,"Onions, dry",2017,2017,91231
QC,Crops,105,Israel,5510,Production,402,"Onions, shallots, green",2010,2010,5434
QC,Crops,105,Israel,5510,Production,402,"Onions, shallots, green",2017,2017,2145
QC,Crops,105,Israel,5510,Production,490,Oranges,2010,2010,134829
QC,Crops,105,Israel,5510,Production,490,Oranges,2017,2017,89898
QC,Crops,105,Israel,5510,Production,600,Papayas,2010,2010,255
QC,Crops,105,Israel,5510,Production,600,Papayas,2017,2017,60
QC,Crops,105,Israel,5510,Production,534,Peaches and nectarines,2010,2010,65763
QC,Crops,105,Israel,5510,Production,534,Peaches and nectarines,2017,2017,62000
QC,Crops,105,Israel,5510,Production,521,Pears,2010,2010,30935
QC,Crops,105,Israel,5510,Production,521,Pears,2017,2017,28000
QC,Crops,105,Israel,5510,Production,187,"Peas, dry",2010,2010,202
QC,Crops,105,Israel,5510,Production,187,"Peas, dry",2017,2017,349
QC,Crops,105,Israel,5510,Production,417,"Peas, green",2010,2010,10347
QC,Crops,105,Israel,5510,Production,417,"Peas, green",2017,2017,12100
QC,Crops,105,Israel,5510,Production,587,Persimmons,2010,2010,28201
QC,Crops,105,Israel,5510,Production,587,Persimmons,2017,2017,29000
QC,Crops,105,Israel,5510,Production,574,Pineapples,2010,2010,117
QC,Crops,105,Israel,5510,Production,574,Pineapples,2017,2017,247
QC,Crops,105,Israel,5510,Production,536,Plums and sloes,2010,2010,19784
QC,Crops,105,Israel,5510,Production,536,Plums and sloes,2017,2017,24500
QC,Crops,105,Israel,5510,Production,116,Potatoes,2010,2010,548650
QC,Crops,105,Israel,5510,Production,116,Potatoes,2017,2017,522424
QC,Crops,105,Israel,5510,Production,211,Pulses nes,2010,2010,184
QC,Crops,105,Israel,5510,Production,211,Pulses nes,2017,2017,226
QC,Crops,105,Israel,5510,Production,394,"Pumpkins, squash and gourds",2010,2010,11441
QC,Crops,105,Israel,5510,Production,394,"Pumpkins, squash and gourds",2017,2017,9983
QC,Crops,105,Israel,5510,Production,523,Quinces,2010,2010,584
QC,Crops,105,Israel,5510,Production,523,Quinces,2017,2017,2500
QC,Crops,105,Israel,5510,Production,280,Safflower seed,2010,2010,2
QC,Crops,105,Israel,5510,Production,280,Safflower seed,2017,2017,3
QC,Crops,105,Israel,5510,Production,328,Seed cotton,2010,2010,18120
QC,Crops,105,Israel,5510,Production,328,Seed cotton,2017,2017,31000
QC,Crops,105,Israel,5510,Production,289,Sesame seed,2010,2010,41
QC,Crops,105,Israel,5510,Production,289,Sesame seed,2017,2017,48
QC,Crops,105,Israel,5510,Production,83,Sorghum,2010,2010,37500
QC,Crops,105,Israel,5510,Production,83,Sorghum,2017,2017,46596
QC,Crops,105,Israel,5510,Production,373,Spinach,2010,2010,135
QC,Crops,105,Israel,5510,Production,373,Spinach,2017,2017,266
QC,Crops,105,Israel,5510,Production,544,Strawberries,2010,2010,22130
QC,Crops,105,Israel,5510,Production,544,Strawberries,2017,2017,22442
QC,Crops,105,Israel,5510,Production,157,Sugar beet,2010,2010,
QC,Crops,105,Israel,5510,Production,157,Sugar beet,2017,2017,
QC,Crops,105,Israel,5510,Production,267,Sunflower seed,2010,2010,15490
QC,Crops,105,Israel,5510,Production,267,Sunflower seed,2017,2017,12050
QC,Crops,105,Israel,5510,Production,122,Sweet potatoes,2010,2010,20089
QC,Crops,105,Israel,5510,Production,122,Sweet potatoes,2017,2017,36564
QC,Crops,105,Israel,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2010,2010,152207
QC,Crops,105,Israel,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2017,2017,160328
QC,Crops,105,Israel,5510,Production,826,"Tobacco, unmanufactured",2010,2010,5
QC,Crops,105,Israel,5510,Production,826,"Tobacco, unmanufactured",2017,2017,5
QC,Crops,105,Israel,5510,Production,388,Tomatoes,2010,2010,446592
