iso3c,animal,system,product,headcount,gleam_rgn_animal_headcount,gleam_prop,ID_0,Country,gf_prop,year,fao_product,fao_rgn_animal_headcount,fao_allocated_headcount
SPM,goats,grassland,meat,0,0,0,195,Saint Pierre and Miquelon,0,NA,NA,NA,0
SPM,goats,grassland,milk,0,0,0,195,Saint Pierre and Miquelon,0,NA,NA,NA,0
SPM,goats,mixed,meat,0,0,0,195,Saint Pierre and Miquelon,0,NA,NA,NA,0
SPM,goats,mixed,milk,0,0,0,195,Saint Pierre and Miquelon,0,NA,NA,NA,0
VCT,sheep,grassland,meat,0,11842.901669090594,NA,196,Saint Vincent and the Grenadines,NA,2016,meat and milk,9042,NA
VCT,sheep,grassland,milk,11842.901669090594,11842.901669090594,NA,196,Saint Vincent and the Grenadines,NA,2016,meat and milk,9042,NA
VCT,sheep,mixed,meat,0,11842.901669090594,NA,196,Saint Vincent and the Grenadines,NA,2016,meat and milk,9042,NA
VCT,sheep,mixed,milk,0,11842.901669090594,NA,196,Saint Vincent and the Grenadines,NA,2016,meat and milk,9042,NA
VCT,goats,grassland,meat,0,0,0,196,Saint Vincent and the Grenadines,0,2016,meat and milk,9613,0
VCT,goats,grassland,milk,0,0,0,196,Saint Vincent and the Grenadines,0,2016,meat and milk,9613,0
VCT,goats,mixed,meat,0,0,0,196,Saint Vincent and the Grenadines,0,2016,meat and milk,9613,0
VCT,goats,mixed,milk,0,0,0,196,Saint Vincent and the Grenadines,0,2016,meat and milk,9613,0
WSM,sheep,grassland,meat,0,0,0,197,Samoa,0,NA,NA,NA,0
WSM,sheep,grassland,milk,0,0,0,197,Samoa,0,NA,NA,NA,0
WSM,sheep,mixed,meat,0,0,0,197,Samoa,0,NA,NA,NA,0
WSM,sheep,mixed,milk,0,0,0,197,Samoa,0,NA,NA,NA,0
WSM,goats,grassland,meat,0,0,0,197,Samoa,0,NA,NA,NA,0
WSM,goats,grassland,milk,0,0,0,197,Samoa,0,NA,NA,NA,0
WSM,goats,mixed,meat,0,0,0,197,Samoa,0,NA,NA,NA,0
WSM,goats,mixed,milk,0,0,0,197,Samoa,0,NA,NA,NA,0
SMR,sheep,grassland,meat,0,0,0,198,San Marino,0,NA,NA,NA,0
SMR,sheep,grassland,milk,0,0,0,198,San Marino,0,NA,NA,NA,0
SMR,sheep,mixed,meat,0,0,0.5,198,San Marino,0.5,NA,NA,NA,0
SMR,sheep,mixed,milk,0,0,0.5,198,San Marino,0.5,NA,NA,NA,0
SMR,goats,grassland,meat,0,0,0,198,San Marino,0,NA,NA,NA,0
SMR,goats,grassland,milk,0,0,0,198,San Marino,0,NA,NA,NA,0
SMR,goats,mixed,meat,0,0,0.5,198,San Marino,0.5,NA,NA,NA,0
SMR,goats,mixed,milk,0,0,0.5,198,San Marino,0.5,NA,NA,NA,0
STP,sheep,grassland,meat,0,0,0,199,São Tomé and Príncipe,0,2016,meat and milk,3365,0
STP,sheep,grassland,milk,0,0,0,199,São Tomé and Príncipe,0,2016,meat and milk,3365,0
STP,sheep,mixed,meat,0,0,0.5,199,São Tomé and Príncipe,0.5,2016,meat and milk,3365,1682.5
STP,sheep,mixed,milk,0,0,0.5,199,São Tomé and Príncipe,0.5,2016,meat and milk,3365,1682.5
STP,goats,grassland,meat,0,0,0,199,São Tomé and Príncipe,0,2016,meat and milk,5866,0
STP,goats,grassland,milk,0,0,0,199,São Tomé and Príncipe,0,2016,meat and milk,5866,0
STP,goats,mixed,meat,0,0,0.5,199,São Tomé and Príncipe,0.5,2016,meat and milk,5866,2933
STP,goats,mixed,milk,0,0,0.5,199,São Tomé and Príncipe,0.5,2016,meat and milk,5866,2933
SAU,sheep,grassland,meat,4322381.627814603,8722991.297976589,0.4955159853039445,200,Saudi Arabia,NA,2016,meat and milk,9236547,4576856.687511193
SAU,sheep,grassland,milk,3662398.336486269,8722991.297976589,0.41985578242360616,200,Saudi Arabia,NA,2016,meat and milk,9236547,3878017.6675774124
SAU,sheep,mixed,meat,399614.6033876692,8722991.297976589,0.045811647603083705,200,Saudi Arabia,NA,2016,meat and milk,9236547,423141.43623332
SAU,sheep,mixed,milk,338596.73028804787,8722991.297976589,0.038816584669365634,200,Saudi Arabia,NA,2016,meat and milk,9236547,358531.2086780751
SAU,goats,grassland,meat,3123622.62363923,3404292.82598149,0.917554036421253,200,Saudi Arabia,NA,2016,meat and milk,3634277,3334645.530822922
SAU,goats,grassland,milk,0,3404292.82598149,0,200,Saudi Arabia,NA,2016,meat and milk,3634277,0
SAU,goats,mixed,meat,280670.2023422598,3404292.82598149,0.08244596357874706,200,Saudi Arabia,NA,2016,meat and milk,3634277,299631.4691770781
SAU,goats,mixed,milk,0,3404292.82598149,0,200,Saudi Arabia,NA,2016,meat and milk,3634277,0
SEN,sheep,grassland,meat,293681.58898044756,5546859.918095667,0.05294555718314832,201,Senegal,NA,2016,meat and milk,6008589,318128.092489536
SEN,sheep,grassland,milk,695654.8370761073,5546859.918095667,0.125414170782762,201,Senegal,NA,2016,meat and milk,6008589,753562.2070094253
SEN,sheep,mixed,meat,1352883.5397329,5546859.918095667,0.24390079427089054,201,Senegal,NA,2016,meat and milk,6008589,1465499.629547336
SEN,sheep,mixed,milk,3204639.9523062124,5546859.918095667,0.5777394777631992,201,Senegal,NA,2016,meat and milk,6008589,3471399.0709537035
SEN,goats,grassland,meat,457133.6849374239,5393519.188997771,0.084756106156056707,201,Senegal,NA,2016,meat and milk,5591002,473871.5590307254
SEN,goats,grassland,milk,821201.1092358733,5393519.188997771,0.15225701076785633,201,Senegal,NA,2016,meat and milk,5591002,851269.2517171063
SEN,goats,mixed,meat,1471594.9310030723,5393519.188997771,0.27284503483458,201,Senegal,NA,2016,meat and milk,5591002,1525477.1354502065
SEN,goats,mixed,milk,2643589.463821401,5393519.188997771,0.4901418482415069,201,Senegal,NA,2016,meat and milk,5591002,2740384.0538019617
SRB,sheep,grassland,meat,85136.58726358844,1499440.0412573998,0.05677892074443646,202,Serbia,NA,2016,meat and milk,1664895,94530.94125280854
SRB,sheep,grassland,milk,168637.54783927833,1499440.0412573998,0.11246701648560907,202,Serbia,NA,2016,meat and milk,1664895,187245.7734118081
SRB,sheep,mixed,meat,417900.58374002296,1499440.0412573998,0.278704431148564,202,Serbia,NA,2016,meat and milk,1664895,464013.6138970885
SRB,sheep,mixed,milk,827765.3224145102,1499440.0412573998,0.5520496316213905,202,Serbia,NA,2016,meat and milk,1664895,919104.671438295
SRB,goats,grassland,meat,0,130993.13813813328,0,202,Serbia,NA,2016,meat and milk,200150,0
SRB,goats,grassland,milk,31774.75227851486,130993.13813813328,0.24256806677162082,202,Serbia,NA,2016,meat and milk,200150,48549.998564339905
SRB,goats,mixed,meat,0,130993.13813813328,0,202,Serbia,NA,2016,meat and milk,200150,0
SRB,goats,mixed,milk,99218.38585961841,130993.13813813328,0.7574319332283792,202,Serbia,NA,2016,meat and milk,200150,151600.0014356601
SYC,sheep,grassland,meat,0,0,0,203,Seychelles,0,NA,NA,NA,0
SYC,sheep,grassland,milk,0,0,0,203,Seychelles,0,NA,NA,NA,0
SYC,sheep,mixed,meat,0,0,0,203,Seychelles,0,NA,NA,NA,0
SYC,sheep,mixed,milk,0,0,0,203,Seychelles,0,NA,NA,NA,0
SYC,goats,grassland,meat,0,0,0,203,Seychelles,0,2016,meat and milk,5577,0
SYC,goats,grassland,milk,0,0,0,203,Seychelles,0,2016,meat and milk,5577,0
SYC,goats,mixed,meat,0,0,0,203,Seychelles,0,2016,meat and milk,5577,0
SYC,goats,mixed,milk,0,0,0,203,Seychelles,0,2016,meat and milk,5577,0
SLE,sheep,grassland,meat,0,606017.8527875027,0,204,Sierra Leone,NA,2016,meat and milk,870000,0
SLE,sheep,grassland,milk,238601.40254743284,606017.8527875027,0.3937200883603297,204,Sierra Leone,NA,2016,meat and milk,870000,342536.4768734868
SLE,sheep,mixed,meat,0,606017.8527875027,0,204,Sierra Leone,NA,2016,meat and milk,870000,0
SLE,sheep,mixed,milk,367416.4502400698,606017.8527875027,0.6062799116396702,204,Sierra Leone,NA,2016,meat and milk,870000,527463.5231265131
SLE,goats,grassland,meat,0,745871.9950828252,0,204,Sierra Leone,NA,2016,meat and milk,900000,0
SLE,goats,grassland,milk,303321.79877857043,745871.9950828252,0.4066673648806028,204,Sierra Leone,NA,2016,meat and milk,900000,366000.62839254254
SLE,goats,mixed,meat,0,745871.9950828252,0,204,Sierra Leone,NA,2016,meat and milk,900000,0
SLE,goats,mixed,milk,442550.1963042548,745871.9950828252,0.5933326351193973,204,Sierra Leone,NA,2016,meat and milk,900000,533999.3716074575
SGP,sheep,grassland,meat,0,0,0,205,Singapore,0,NA,NA,NA,0
SGP,sheep,grassland,milk,0,0,0,205,Singapore,0,NA,NA,NA,0
SGP,sheep,mixed,meat,0,0,0.5,205,Singapore,0.5,NA,NA,NA,0
SGP,sheep,mixed,milk,0,0,0.5,205,Singapore,0.5,NA,NA,NA,0
SGP,goats,grassland,meat,0,0,0,205,Singapore,0,2016,meat and milk,739,0
SGP,goats,grassland,milk,0,0,0,205,Singapore,0,2016,meat and milk,739,0
SGP,goats,mixed,meat,0,0,0.5,205,Singapore,0.5,2016,meat and milk,739,369.5
SGP,goats,mixed,milk,0,0,0.5,205,Singapore,0.5,2016,meat and milk,739,369.5
SVK,sheep,grassland,meat,226193.6944330113,364607.6197317428,0.6203756646650214,207,Slovakia,NA,2016,meat and milk,381724,236812.2802185906
SVK,sheep,grassland,milk,0,364607.6197317428,0,207,Slovakia,NA,2016,meat and milk,381724,0
SVK,sheep,mixed,meat,138413.92529873148,364607.6197317428,0.37962433533497864,207,Slovakia,NA,2016,meat and milk,381724,144911.7197814094
SVK,sheep,mixed,milk,0,364607.6197317428,0,207,Slovakia,NA,2016,meat and milk,381724,0
SVK,goats,grassland,meat,19646.21344207454,35768.25027057873,0.5492640342609821,207,Slovakia,NA,2016,meat and milk,36324,19951.466780495914
SVK,goats,grassland,milk,0,35768.25027057873,0,207,Slovakia,NA,2016,meat and milk,36324,0
SVK,goats,mixed,meat,16122.036828504188,35768.25027057873,0.4507359657390178,207,Slovakia,NA,2016,meat and milk,36324,16372.533219504083
SVK,goats,mixed,milk,0,35768.25027057873,0,207,Slovakia,NA,2016,meat and milk,36324,0
SVN,sheep,grassland,meat,0,113225.67784093876,0,208,Slovenia,NA,2016,meat and milk,109406,0
SVN,sheep,grassland,milk,97707.19198096114,113225.67784093876,0.8629419919942698,208,Slovenia,NA,2016,meat and milk,109406,94411.03157612508
SVN,sheep,mixed,meat,0,113225.67784093876,0,208,Slovenia,NA,2016,meat and milk,109406,0
SVN,sheep,mixed,milk,15518.485859977622,113225.67784093876,0.1370580080057303,208,Slovenia,NA,2016,meat and milk,109406,14994.968423874927
SVN,goats,grassland,meat,0,15904.819483642548,0,208,Slovenia,NA,2016,meat and milk,26959,0
SVN,goats,grassland,milk,15904.819483642548,15904.819483642548,1,208,Slovenia,NA,2016,meat and milk,26959,26959
SVN,goats,mixed,meat,0,15904.819483642548,0,208,Slovenia,NA,2016,meat and milk,26959,0
SVN,goats,mixed,milk,0,15904.819483642548,0,208,Slovenia,NA,2016,meat and milk,26959,0
SLB,sheep,grassland,meat,0,256208.6320095971,0,209,Solomon Islands,NA,NA,NA,NA,0
SLB,sheep,grassland,milk,256208.6320095971,256208.6320095971,1,209,Solomon Islands,NA,NA,NA,NA,NA
SLB,sheep,mixed,meat,0,256208.6320095971,0,209,Solomon Islands,NA,NA,NA,NA,0
SLB,sheep,mixed,milk,0,256208.6320095971,0,209,Solomon Islands,NA,NA,NA,NA,0
SLB,goats,grassland,meat,0,173840.3794523483,0,209,Solomon Islands,NA,NA,NA,NA,0
SLB,goats,grassland,milk,173840.3794523483,173840.3794523483,1,209,Solomon Islands,NA,NA,NA,NA,NA
SLB,goats,mixed,meat,0,173840.3794523483,0,209,Solomon Islands,NA,NA,NA,NA,0
SLB,goats,mixed,milk,0,173840.3794523483,0,209,Solomon Islands,NA,NA,NA,NA,0
SOM,sheep,grassland,meat,11262532.98862296,11998865.682207746,0.9386331414079715,210,Somalia,NA,2016,meat and milk,10652498,9998787.661582133
SOM,sheep,grassland,milk,0,11998865.682207746,0,210,Somalia,NA,2016,meat and milk,10652498,0
SOM,sheep,mixed,meat,736332.693584787,11998865.682207746,0.06136685859202855,210,Somalia,NA,2016,meat and milk,10652498,653710.338417867
SOM,sheep,mixed,milk,0,11998865.682207746,0,210,Somalia,NA,2016,meat and milk,10652498,0
SOM,goats,grassland,meat,10350484.795957614,12078021.361501852,0.8569685783922619,210,Somalia,NA,2016,meat and milk,11541747,9890914.518753154
SOM,goats,grassland,milk,0,12078021.361501852,0,210,Somalia,NA,2016,meat and milk,11541747,0
SOM,goats,mixed,meat,1727536.5655442383,12078021.361501852,0.1430314216077381,210,Somalia,NA,2016,meat and milk,11541747,1650832.4812468465
SOM,goats,mixed,milk,0,12078021.361501852,0,210,Somalia,NA,2016,meat and milk,11541747,0
ZAF,sheep,grassland,meat,0,23767281.470828723,0,211,South Africa,NA,2016,meat and milk,23287247,0
ZAF,sheep,grassland,milk,16262832.545943202,23767281.470828723,0.6842529536204524,211,South Africa,NA,2016,meat and milk,23287247,15934367.541439017
ZAF,sheep,mixed,meat,0,23767281.470828723,0,211,South Africa,NA,2016,meat and milk,23287247,0
ZAF,sheep,mixed,milk,7504448.924885521,23767281.470828723,0.31574704637954765,211,South Africa,NA,2016,meat and milk,23287247,7352879.458560982
ZAF,goats,grassland,meat,0,5616859.814512897,0,211,South Africa,NA,2016,meat and milk,5618473,0
ZAF,goats,grassland,milk,3381069.926075015,5616859.814512897,0.6019502066508716,211,South Africa,NA,2016,meat and milk,5618473,3382040.9834123426
ZAF,goats,mixed,meat,0,5616859.814512897,0,211,South Africa,NA,2016,meat and milk,5618473,0
ZAF,goats,mixed,milk,2235789.8884378816,5616859.814512897,0.39804979334912827,211,South Africa,NA,2016,meat and milk,5618473,2236432.016587657
SSD,sheep,grassland,meat,10574258.815936191,15462413.874439225,0.6838685668229592,214,South Sudan,NA,2016,meat and milk,17589664,12029018.310577398
SSD,sheep,grassland,milk,0,15462413.874439225,0,214,South Sudan,NA,2016,meat and milk,17589664,0
SSD,sheep,mixed,meat,4888155.058503034,15462413.874439225,0.3161314331770409,214,South Sudan,NA,2016,meat and milk,17589664,5560645.689422602
SSD,sheep,mixed,milk,0,15462413.874439225,0,214,South Sudan,NA,2016,meat and milk,17589664,0
SSD,goats,grassland,meat,9299444.80986072,13383811.624288717,0.6948278316308818,214,South Sudan,NA,2016,meat and milk,13568911,9428057.00772242
SSD,goats,grassland,milk,0,13383811.624288717,0,214,South Sudan,NA,2016,meat and milk,13568911,0
SSD,goats,mixed,meat,4084366.814427998,13383811.624288717,0.3051721683691182,214,South Sudan,NA,2016,meat and milk,13568911,4140853.99227758
SSD,goats,mixed,milk,0,13383811.624288717,0,214,South Sudan,NA,2016,meat and milk,13568911,0
ESP,sheep,grassland,meat,1662597.848130243,18574601.140474804,0.08950920859922937,215,Spain,NA,2016,meat and milk,15962892,1428825.8298749698
ESP,sheep,grassland,milk,2810998.743174148,18574601.140474804,0.15133561802567422,215,Spain,NA,2016,meat and milk,15962892,2415754.1262970907
ESP,sheep,mixed,meat,5240594.885009837,18574601.140474804,0.2821376806627826,215,Spain,NA,2016,meat and milk,15962892,4503733.325550487
ESP,sheep,mixed,milk,8860409.664160576,18574601.140474804,0.4770174927123138,215,Spain,NA,2016,meat and milk,15962892,7614578.7182774525
ESP,goats,grassland,meat,661488.4019424036,2889383.1847512913,0.2289375827454822,215,Spain,NA,2016,meat and milk,3088035,706967.2683334452
ESP,goats,grassland,milk,262919.7404668126,2889383.1847512913,0.09099510990939885,215,Spain,NA,2016,meat and milk,3088035,280996.08422907046
ESP,goats,mixed,meat,1406098.8413036389,2889383.1847512913,0.48664325615388093,215,Spain,NA,2016,meat and milk,3088035,1502771.4075171498
ESP,goats,mixed,milk,558876.201038436,2889383.1847512913,0.19342405119123798,215,Spain,NA,2016,meat and milk,3088035,597300.2399203345
LKA,sheep,grassland,meat,0,0,3.296660572751983e-4,217,Sri Lanka,3.296660572751983e-4,2016,meat and milk,8300,2.736228275384146
LKA,sheep,grassland,milk,0,0,3.296660572751983e-4,217,Sri Lanka,3.296660572751983e-4,2016,meat and milk,8300,2.736228275384146
LKA,sheep,mixed,meat,0,0,0.4996703339427248,217,Sri Lanka,0.4996703339427248,2016,meat and milk,8300,4147.263771724616
LKA,sheep,mixed,milk,0,0,0.4996703339427248,217,Sri Lanka,0.4996703339427248,2016,meat and milk,8300,4147.263771724616
LKA,goats,grassland,meat,76701.2938673987,360878.58742962475,NA,217,Sri Lanka,NA,2016,meat and milk,266750,NA
LKA,goats,grassland,milk,0,360878.58742962475,NA,217,Sri Lanka,NA,2016,meat and milk,266750,NA
LKA,goats,mixed,meat,284177.29356222606,360878.58742962475,NA,217,Sri Lanka,NA,2016,meat and milk,266750,NA
LKA,goats,mixed,milk,0,360878.58742962475,NA,217,Sri Lanka,NA,2016,meat and milk,266750,NA
SDN,sheep,grassland,meat,16583734.60119306,39208387.43933528,0.42296395450723523,218,Sudan,NA,2016,meat and milk,40551149,17151674.34085212
SDN,sheep,grassland,milk,0,39208387.43933528,0,218,Sudan,NA,2016,meat and milk,40551149,0
SDN,sheep,mixed,meat,22624652.83814222,39208387.43933528,0.5770360454927648,218,Sudan,NA,2016,meat and milk,40551149,23399474.65914788
SDN,sheep,mixed,milk,0,39208387.43933528,0,218,Sudan,NA,2016,meat and milk,40551149,0
SDN,goats,grassland,meat,13833159.596019918,29910708.847668618,0.462481837741473,218,Sudan,NA,2016,meat and milk,31325116,14487297.21514482
SDN,goats,grassland,milk,0,29910708.847668618,0,218,Sudan,NA,2016,meat and milk,31325116,0
SDN,goats,mixed,meat,16077549.251648702,29910708.847668618,0.5375181622585271,218,Sudan,NA,2016,meat and milk,31325116,16837818.784855183
SDN,goats,mixed,milk,0,29910708.847668618,0,218,Sudan,NA,2016,meat and milk,31325116,0
SUR,sheep,grassland,meat,0,0,0.1431394292623533,219,Suriname,0.1431394292623533,2016,meat and milk,6311,903.3529380747116
SUR,sheep,grassland,milk,0,0,0.1431394292623533,219,Suriname,0.1431394292623533,2016,meat and milk,6311,903.3529380747116
SUR,sheep,mixed,meat,0,0,0.3568605707376467,219,Suriname,0.3568605707376467,2016,meat and milk,6311,2252.147061925288
SUR,sheep,mixed,milk,0,0,0.3568605707376467,219,Suriname,0.3568605707376467,2016,meat and milk,6311,2252.147061925288
SUR,goats,grassland,meat,0,0,0.1403134468607518,219,Suriname,0.1403134468607518,2016,meat and milk,3923,550.4496520347294
SUR,goats,grassland,milk,0,0,0.1403134468607518,219,Suriname,0.1403134468607518,2016,meat and milk,3923,550.4496520347294
SUR,goats,mixed,meat,0,0,0.3596865531392482,219,Suriname,0.3596865531392482,2016,meat and milk,3923,1411.0503479652707
SUR,goats,mixed,milk,0,0,0.3596865531392482,219,Suriname,0.3596865531392482,2016,meat and milk,3923,1411.0503479652707
SJM,sheep,grassland,meat,0,0,0.004192261215288606,220,Svalbard and Jan Mayen,0.004192261215288606,NA,NA,NA,0
SJM,sheep,grassland,milk,0,0,0.004192261215288606,220,Svalbard and Jan Mayen,0.004192261215288606,NA,NA,NA,0
SJM,sheep,mixed,meat,0,0,0.49580773878471146,220,Svalbard and Jan Mayen,0.49580773878471146,NA,NA,NA,0
SJM,sheep,mixed,milk,0,0,0.49580773878471146,220,Svalbard and Jan Mayen,0.49580773878471146,NA,NA,NA,0
SJM,goats,grassland,meat,0,0,2.205089251056088e-6,220,Svalbard and Jan Mayen,2.205089251056088e-6,NA,NA,NA,0
SJM,goats,grassland,milk,0,0,2.205089251056088e-6,220,Svalbard and Jan Mayen,2.205089251056088e-6,NA,NA,NA,0
SJM,goats,mixed,meat,0,0,0.4999977949107489,220,Svalbard and Jan Mayen,0.4999977949107489,NA,NA,NA,0
SJM,goats,mixed,milk,0,0,0.4999977949107489,220,Svalbard and Jan Mayen,0.4999977949107489,NA,NA,NA,0
SWZ,sheep,grassland,meat,0,28967.7741787874,0,221,Swaziland,NA,2016,meat and milk,37609,0
SWZ,sheep,grassland,milk,28967.7741787874,28967.7741787874,1,221,Swaziland,NA,2016,meat and milk,37609,37609
SWZ,sheep,mixed,meat,0,28967.7741787874,0,221,Swaziland,NA,2016,meat and milk,37609,0
SWZ,sheep,mixed,milk,0,28967.7741787874,0,221,Swaziland,NA,2016,meat and milk,37609,0
SWZ,goats,grassland,meat,0,269085.7264306985,0,221,Swaziland,NA,2016,meat and milk,253844,0
SWZ,goats,grassland,milk,207105.6608638098,269085.7264306985,0.7696642390177048,221,Swaziland,NA,2016,meat and milk,253844,195374.64908921026
SWZ,goats,mixed,meat,0,269085.7264306985,0,221,Swaziland,NA,2016,meat and milk,253844,0
SWZ,goats,mixed,milk,61980.065566888676,269085.7264306985,0.23033576098229533,221,Swaziland,NA,2016,meat and milk,253844,58469.35091078978
SWE,sheep,grassland,meat,0,562523.9982836359,NA,222,Sweden,NA,2016,meat and milk,578174,NA
SWE,sheep,grassland,milk,416779.6517668831,562523.9982836359,NA,222,Sweden,NA,2016,meat and milk,578174,NA
SWE,sheep,mixed,meat,0,562523.9982836359,NA,222,Sweden,NA,2016,meat and milk,578174,NA
SWE,sheep,mixed,milk,145744.34651675285,562523.9982836359,NA,222,Sweden,NA,2016,meat and milk,578174,NA
SWE,goats,grassland,meat,0,0,0,222,Sweden,0,NA,NA,NA,0
SWE,goats,grassland,milk,0,0,0,222,Sweden,0,NA,NA,NA,0
SWE,goats,mixed,meat,0,0,0.5,222,Sweden,0.5,NA,NA,NA,0
SWE,goats,mixed,milk,0,0,0.5,222,Sweden,0.5,NA,NA,NA,0
CHE,sheep,grassland,meat,25765.86989962326,420675.93606120604,0.061248737308031966,223,Switzerland,NA,2016,meat and milk,338922,20758.54454591281
CHE,sheep,grassland,milk,324177.7561849442,420675.93606120604,0.7706116000364188,223,Switzerland,NA,2016,meat and milk,338922,261177.22470754315
CHE,sheep,mixed,meat,0,420675.93606120604,0,223,Switzerland,NA,2016,meat and milk,338922,0
CHE,sheep,mixed,milk,70732.30997663859,420675.93606120604,0.16813966265554925,223,Switzerland,NA,2016,meat and milk,338922,56986.23074654406
CHE,goats,grassland,meat,67121.85295584655,86899.6472176467,0.7724065068726322,223,Switzerland,NA,2016,meat and milk,75351,58201.60269935971
CHE,goats,grassland,milk,0,86899.6472176467,0,223,Switzerland,NA,2016,meat and milk,75351,0
CHE,goats,mixed,meat,19777.79426180016,86899.6472176467,0.2275934931273678,223,Switzerland,NA,2016,meat and milk,75351,17149.397300640292
CHE,goats,mixed,milk,0,86899.6472176467,0,223,Switzerland,NA,2016,meat and milk,75351,0
SYR,sheep,grassland,meat,7634465.848163383,16955921.720630936,0.45025366205095346,224,Syria,NA,2016,meat and milk,18001671,8105318.29078645
SYR,sheep,grassland,milk,0,16955921.720630936,0,224,Syria,NA,2016,meat and milk,18001671,0
SYR,sheep,mixed,meat,9321455.872467551,16955921.720630936,0.5497463379490464,224,Syria,NA,2016,meat and milk,18001671,9896352.709213547
SYR,sheep,mixed,milk,0,16955921.720630936,0,224,Syria,NA,2016,meat and milk,18001671,0
SYR,goats,grassland,meat,794352.6209885019,2043645.1694807003,0.3886940026826431,224,Syria,NA,2016,meat and milk,2394458,930711.4642754762
SYR,goats,grassland,milk,0,2043645.1694807003,0,224,Syria,NA,2016,meat and milk,2394458,0
SYR,goats,mixed,meat,1249292.5484921983,2043645.1694807003,0.6113059973173569,224,Syria,NA,2016,meat and milk,2394458,1463746.5357245237
SYR,goats,mixed,milk,0,2043645.1694807003,0,224,Syria,NA,2016,meat and milk,2394458,0
TJK,sheep,grassland,meat,0,2617507.1965229074,0,226,Tajikistan,NA,2016,meat and milk,3489997,0
TJK,sheep,grassland,milk,1929862.697105377,2617507.1965229074,0.7372903118161447,226,Tajikistan,NA,2016,meat and milk,3489997,2573140.9763674093
TJK,sheep,mixed,meat,0,2617507.1965229074,0,226,Tajikistan,NA,2016,meat and milk,3489997,0
TJK,sheep,mixed,milk,687644.4994175306,2617507.1965229074,0.26270968818385543,226,Tajikistan,NA,2016,meat and milk,3489997,916856.0236325909
TJK,goats,grassland,meat,423948.31289986044,1565425.4880193395,0.2708198608905127,226,Tajikistan,NA,2016,meat and milk,1966209,532488.447861674
TJK,goats,grassland,milk,887298.9847699781,1565425.4880193395,0.5668101047036334,226,Tajikistan,NA,2016,meat and milk,1966209,1114467.1291592263
TJK,goats,mixed,meat,82179.24938205615,1565425.4880193395,0.052496429891424445,226,Tajikistan,NA,2016,meat and milk,1966209,103218.95292038776
TJK,goats,mixed,milk,171998.94096744474,1565425.4880193395,0.10987360451442953,226,Tajikistan,NA,2016,meat and milk,1966209,216034.47005871197
THA,sheep,grassland,meat,0,33680.667980904276,0,228,Thailand,NA,2016,meat and milk,40802,0
THA,sheep,grassland,milk,0,33680.667980904276,0,228,Thailand,NA,2016,meat and milk,40802,0
THA,sheep,mixed,meat,0,33680.667980904276,0,228,Thailand,NA,2016,meat and milk,40802,0
THA,sheep,mixed,milk,33680.667980904276,33680.667980904276,1,228,Thailand,NA,2016,meat and milk,40802,40802
THA,goats,grassland,meat,0,379894.39302174764,0,228,Thailand,NA,2016,meat and milk,472487,0
THA,goats,grassland,milk,58553.70397716664,379894.39302174764,0.1541315298481245,228,Thailand,NA,2016,meat and milk,472487,72825.1441433508
THA,goats,mixed,meat,0,379894.39302174764,0,228,Thailand,NA,2016,meat and milk,472487,0
THA,goats,mixed,milk,321340.689044581,379894.39302174764,0.8458684701518756,228,Thailand,NA,2016,meat and milk,472487,399661.8558566492
MKD,sheep,grassland,meat,230316.70651495425,780406.8406761342,0.2951238950127742,133,Macedonia,NA,2016,meat and milk,723295,213461.63764326452
MKD,sheep,grassland,milk,0,780406.8406761342,0,133,Macedonia,NA,2016,meat and milk,723295,0
MKD,sheep,mixed,meat,550090.13416118,780406.8406761342,0.7048761049872259,133,Macedonia,NA,2016,meat and milk,723295,509833.3623567355
MKD,sheep,mixed,milk,0,780406.8406761342,0,133,Macedonia,NA,2016,meat and milk,723295,0
MKD,goats,grassland,meat,31279.497259633885,80379.41907623617,0.38914808814389074,133,Macedonia,NA,2016,meat and milk,101669,39564.29697350123
MKD,goats,grassland,milk,0,80379.41907623617,0,133,Macedonia,NA,2016,meat and milk,101669,0
MKD,goats,mixed,meat,49099.921816602284,80379.41907623617,0.6108519118561093,133,Macedonia,NA,2016,meat and milk,101669,62104.70302649878
MKD,goats,mixed,milk,0,80379.41907623617,0,133,Macedonia,NA,2016,meat and milk,101669,0
TLS,sheep,grassland,meat,0,38536.54198472548,0,229,Timor-Leste,NA,2016,meat and milk,31051,0
TLS,sheep,grassland,milk,0,38536.54198472548,0,229,Timor-Leste,NA,2016,meat and milk,31051,0
TLS,sheep,mixed,meat,0,38536.54198472548,0,229,Timor-Leste,NA,2016,meat and milk,31051,0
TLS,sheep,mixed,milk,38536.54198472548,38536.54198472548,1,229,Timor-Leste,NA,2016,meat and milk,31051,31051
TLS,goats,grassland,meat,0,129077.0903308673,0,229,Timor-Leste,NA,2016,meat and milk,138960,0
TLS,goats,grassland,milk,0,129077.0903308673,0,229,Timor-Leste,NA,2016,meat and milk,138960,0
TLS,goats,mixed,meat,85187.57647454631,129077.0903308673,0.6599744095267592,229,Timor-Leste,NA,2016,meat and milk,138960,91710.04394783847
TLS,goats,mixed,milk,43889.513856320984,129077.0903308673,0.3400255904732407,229,Timor-Leste,NA,2016,meat and milk,138960,47249.95605216153
TGO,sheep,grassland,meat,0,2023069.5040759572,0,230,Togo,NA,2016,meat and milk,2347424,0
