iso3c,ID_0,Country,animal,kg_n_yr
MAC,132,Macao,buffaloes,32.665
MDV,137,Maldives,cows,32.84625
MDV,137,Maldives,goats,3.11375
MDV,137,Maldives,sheep,3.3225000000000002
MDV,137,Maldives,chickens,0.51125
MDV,137,Maldives,pigs,15.064
MDV,137,Maldives,buffaloes,39.394285714285715
MHL,140,Marshall Islands,cows,46.58625
MHL,140,Marshall Islands,goats,5.071666666666666
MHL,140,Marshall Islands,sheep,5.865
MHL,140,Marshall Islands,chickens,0.6375
MHL,140,Marshall Islands,pigs,17.966666666666665
MHL,140,Marshall Islands,buffaloes,43.435267916415384
MCO,148,Monaco,cows,62.151250000000005
MCO,148,Monaco,goats,5.39
MCO,148,Monaco,sheep,5.5875
MCO,148,Monaco,chickens,0.5071428571428571
MCO,148,Monaco,pigs,17.60875
MCO,148,Monaco,buffaloes,52.741282051282056
NRU,156,Nauru,cows,46.58625
NRU,156,Nauru,goats,5.071666666666666
NRU,156,Nauru,sheep,5.865
NRU,156,Nauru,chickens,0.6375
NRU,156,Nauru,pigs,17.966666666666665
NRU,156,Nauru,buffaloes,43.435267916415384
NFK,165,Norfolk Island,cows,51.625
NFK,165,Norfolk Island,goats,5.68
NFK,165,Norfolk Island,sheep,6.3
NFK,165,Norfolk Island,chickens,0.695
NFK,165,Norfolk Island,pigs,12.275
NFK,165,Norfolk Island,buffaloes,43.435267916415384
MNP,168,Northern Mariana Islands,cows,46.58625
MNP,168,Northern Mariana Islands,goats,5.071666666666666
MNP,168,Northern Mariana Islands,sheep,5.865
MNP,168,Northern Mariana Islands,chickens,0.6375
MNP,168,Northern Mariana Islands,pigs,17.966666666666665
MNP,168,Northern Mariana Islands,buffaloes,43.435267916415384
PLW,172,Palau,cows,46.58625
PLW,172,Palau,goats,5.071666666666666
PLW,172,Palau,sheep,5.865
PLW,172,Palau,chickens,0.6375
PLW,172,Palau,pigs,17.966666666666665
PLW,172,Palau,buffaloes,43.435267916415384
PCN,180,Pitcairn Islands,cows,46.58625
PCN,180,Pitcairn Islands,goats,5.071666666666666
PCN,180,Pitcairn Islands,sheep,5.865
PCN,180,Pitcairn Islands,chickens,0.6375
PCN,180,Pitcairn Islands,pigs,22.635714285714286
PCN,180,Pitcairn Islands,buffaloes,43.435267916415384
XMI,300,Madeira Island,cows,24.731428571428573
XMI,300,Madeira Island,goats,2.3383333333333334
XMI,300,Madeira Island,sheep,2.8814285714285712
XMI,300,Madeira Island,chickens,0.5566666666666666
XMI,300,Madeira Island,pigs,11.8875
XMI,300,Madeira Island,buffaloes,32.82
BLM,190,Saint-Barthélemy,cows,34.01416666666667
BLM,190,Saint-Barthélemy,goats,2.9341666666666666
BLM,190,Saint-Barthélemy,sheep,3.8433333333333333
BLM,190,Saint-Barthélemy,chickens,0.4928571428571428
BLM,190,Saint-Barthélemy,pigs,16.163809523809523
BLM,190,Saint-Barthélemy,buffaloes,50.828863636363636
MAF,191,Saint-Martin,cows,34.01416666666667
MAF,191,Saint-Martin,goats,2.9341666666666666
MAF,191,Saint-Martin,sheep,3.8433333333333333
MAF,191,Saint-Martin,chickens,0.4928571428571428
MAF,191,Saint-Martin,pigs,16.163809523809523
MAF,191,Saint-Martin,buffaloes,50.828863636363636
SMR,198,San Marino,cows,46.75833333333333
SMR,198,San Marino,goats,5.31
SMR,198,San Marino,sheep,4.91
SMR,198,San Marino,chickens,0.545
SMR,198,San Marino,pigs,18.395833333333332
SMR,198,San Marino,buffaloes,55.74
SXM,206,Sint Maarten,cows,34.01416666666667
SXM,206,Sint Maarten,goats,2.9341666666666666
SXM,206,Sint Maarten,sheep,3.8433333333333333
SXM,206,Sint Maarten,chickens,0.4928571428571428
SXM,206,Sint Maarten,pigs,16.163809523809523
SXM,206,Sint Maarten,buffaloes,50.828863636363636
SSD,214,South Sudan,cows,30.596249999999998
SSD,214,South Sudan,goats,2.716
SSD,214,South Sudan,sheep,2.92875
SSD,214,South Sudan,chickens,0.47933333333333333
SSD,214,South Sudan,pigs,7.633333333333333
SSD,214,South Sudan,buffaloes,32.82
SJM,220,Svalbard and Jan Mayen,cows,62.891111111111115
SJM,220,Svalbard and Jan Mayen,goats,5.888333333333334
SJM,220,Svalbard and Jan Mayen,sheep,4.59375
SJM,220,Svalbard and Jan Mayen,chickens,0.616
SJM,220,Svalbard and Jan Mayen,pigs,18.93
SJM,220,Svalbard and Jan Mayen,buffaloes,52.741282051282056
TWN,225,Taiwan,cows,37.94166666666667
TWN,225,Taiwan,goats,2.952
TWN,225,Taiwan,sheep,3.3066666666666666
TWN,225,Taiwan,chickens,0.5820000000000001
TWN,225,Taiwan,pigs,14.455
TWN,225,Taiwan,buffaloes,32.665
TKL,231,Tokelau,cows,46.58625
TKL,231,Tokelau,goats,5.071666666666666
TKL,231,Tokelau,sheep,5.865
TKL,231,Tokelau,chickens,0.6375
TKL,231,Tokelau,pigs,22.635714285714286
TKL,231,Tokelau,buffaloes,43.435267916415384
TCA,237,Turks and Caicos Islands,cows,34.01416666666667
TCA,237,Turks and Caicos Islands,goats,2.9341666666666666
TCA,237,Turks and Caicos Islands,sheep,3.8433333333333333
TCA,237,Turks and Caicos Islands,chickens,0.4928571428571428
TCA,237,Turks and Caicos Islands,pigs,16.163809523809523
TCA,237,Turks and Caicos Islands,buffaloes,50.828863636363636
WLF,252,Wallis and Futuna,cows,46.58625
WLF,252,Wallis and Futuna,goats,5.071666666666666
WLF,252,Wallis and Futuna,sheep,5.865
WLF,252,Wallis and Futuna,chickens,0.6375
WLF,252,Wallis and Futuna,pigs,22.635714285714286
WLF,252,Wallis and Futuna,buffaloes,43.435267916415384
