Country,Species,Production_system,Herd_type,Variable,Unit,Value
Guinea-Bissau,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Guinea-Bissau,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Guinea-Bissau,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Guinea-Bissau,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guinea-Bissau,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,3532998.347446244
Guinea,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,5469252243.021641
Guinea,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,5332255292.38563
Guinea,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,136996950.63601163
Guinea,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,1167063.7632755768
Guinea,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,1832556630.9074843
Guinea,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,1768293592.5137558
Guinea,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,64263038.39372853
Guinea,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,2365934.5841706675
Guinea,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,3636695612.1141567
Guinea,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,3563961699.8718734
Guinea,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,72733912.2422831
Guinea,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Guinea,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Guinea,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Guinea,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Guinea,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Guinea,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Guinea,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Guinea,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Guinea,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Guinea,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,1004100.1508886439
Guinea,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,222889864.8418873
Guinea,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,222889864.8418873
Guinea,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,249595.86949725857
Guinea,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,57098264.99552954
Guinea,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,57098264.99552954
Guinea,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,754504.2813913854
Guinea,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,165791599.84635776
Guinea,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,165791599.84635776
Guinea,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,1113000.2605334448
Guinea,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,203045151.30545223
Guinea,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,203045151.30545223
Guinea,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,506862.54576402873
Guinea,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,96388363.49851902
Guinea,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,96388363.49851902
Guinea,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guinea,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,606137.714769416
Guinea,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,106656787.80693322
Guinea,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,106656787.80693322
Guinea,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guinea,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guyana,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,106139.99223559901
Guyana,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,358581013.11525047
Guyana,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,345694294.1915578
Guyana,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,12886718.923692597
Guyana,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,88077.97693481087
Guyana,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,310031909.0261613
Guyana,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,298574398.2120247
Guyana,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,11457510.814136604
Guyana,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,18062.01530078814
Guyana,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,48549104.08908913
Guyana,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,47119895.97953314
Guyana,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,1429208.1095559925
Guyana,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Guyana,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Guyana,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Guyana,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guyana,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Guyana,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Guyana,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Guyana,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guyana,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Guyana,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Guyana,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Guyana,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guyana,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,119651.72672365574
Guyana,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,37564398.20818074
Guyana,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,37406496.27732256
Guyana,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,157901.93085818153
Guyana,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Guyana,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Guyana,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Guyana,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guyana,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,119651.72672365574
Guyana,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,37564398.20818074
Guyana,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,37406496.27732256
Guyana,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,157901.93085818153
Guyana,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,74106.54988130173
Guyana,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,17440536.866751775
Guyana,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,17330525.857974976
Guyana,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,110011.00877679788
Guyana,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Guyana,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Guyana,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Guyana,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Guyana,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,74106.54988130173
Guyana,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,17440536.866751775
Guyana,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,17330525.857974976
Guyana,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Guyana,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,110011.00877679788
Haiti,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,186973.08390701527
Haiti,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,401955316.96266174
Haiti,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,401955316.96266174
Haiti,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,59008.524074001514
Haiti,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,128581136.14370206
Haiti,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,128581136.14370206
Haiti,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,127964.55983301377
Haiti,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,273374180.8189597
Haiti,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,273374180.8189597
Haiti,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Haiti,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Haiti,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Haiti,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Haiti,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Haiti,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Haiti,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Haiti,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Haiti,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Haiti,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,38288.14366065306
Haiti,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,10737548.826959465
Haiti,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,10737548.826959465
Haiti,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Haiti,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Haiti,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Haiti,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,38288.14366065306
Haiti,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,10737548.826959465
Haiti,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,10737548.826959465
Haiti,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,302618.44344703836
Haiti,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,64142184.51127514
Haiti,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,64142184.51127514
Haiti,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,263325.998032709
Haiti,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,56299212.49901334
Haiti,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,56299212.49901334
Haiti,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Haiti,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,39292.44541432937
Haiti,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,7842972.012261803
Haiti,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,7842972.012261803
Haiti,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Haiti,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Honduras,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,1357934.8832877052
Honduras,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,4418920452.575153
Honduras,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,4266785121.398876
Honduras,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,152135331.1762774
Honduras,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,702418.0811294542
Honduras,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,2572037474.0990224
Honduras,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,2476508852.006035
Honduras,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,95528622.09298758
Honduras,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,655516.802158251
Honduras,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,1846882978.4761314
Honduras,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,1790276269.3928416
Honduras,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,56606709.08328982
Honduras,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Honduras,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Honduras,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Honduras,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Honduras,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Honduras,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Honduras,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Honduras,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Honduras,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Honduras,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Honduras,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Honduras,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Honduras,Sheep,Grassland systems,Whole herd,HERD: total number of animals,heads/year,10940.723658051484
Honduras,Sheep,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,3815046.2193642287
Honduras,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,3790302.8001603577
Honduras,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Sheep,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,24743.419203871057
Honduras,Sheep,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Honduras,Sheep,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Honduras,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Honduras,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Sheep,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Honduras,Sheep,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,10940.723658051484
Honduras,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,3815046.2193642287
Honduras,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,3790302.8001603577
Honduras,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Sheep,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,24743.419203871057
Honduras,Goats,Grassland systems,Whole herd,HERD: total number of animals,heads/year,15289.594618078672
Honduras,Goats,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,3626254.542274855
Honduras,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,3602286.180400258
Honduras,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Goats,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,23968.361874596994
Honduras,Goats,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Honduras,Goats,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Honduras,Goats,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Honduras,Goats,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Goats,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Honduras,Goats,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,15289.594618078672
Honduras,Goats,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,3626254.542274855
Honduras,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,3602286.180400258
Honduras,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Honduras,Goats,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,23968.361874596994
Hungary,Cattle,Grassland systems,Whole herd,HERD: total number of animals,heads/year,69019.20857770676
Hungary,Cattle,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,210091084.1246322
Hungary,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,148466183.0351571
Hungary,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,30611210.33131453
Hungary,Cattle,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,31013690.75816057
Hungary,Cattle,Grassland systems,Dairy,HERD: total number of animals,heads/year,69019.20857770676
Hungary,Cattle,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,210091084.1246322
Hungary,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,148466183.0351571
Hungary,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,30611210.33131453
Hungary,Cattle,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,31013690.75816057
Hungary,Cattle,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Hungary,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
Hungary,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Hungary,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Grains,kg DM/year,0
Hungary,Cattle,Grassland systems,Non-dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Hungary,Buffalo,Grassland systems,Whole herd,HERD: total number of animals,heads/year,0
Hungary,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake,kg DM/year,0
Hungary,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Roughages,kg DM/year,0
Hungary,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Grains,kg DM/year,0
Hungary,Buffalo,Grassland systems,Whole herd,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Hungary,Buffalo,Grassland systems,Dairy,HERD: total number of animals,heads/year,0
Hungary,Buffalo,Grassland systems,Dairy,INTAKE: Total intake,kg DM/year,0
Hungary,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Roughages,kg DM/year,0
Hungary,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Grains,kg DM/year,0
Hungary,Buffalo,Grassland systems,Dairy,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0
Hungary,Buffalo,Grassland systems,Non-dairy,HERD: total number of animals,heads/year,0
Hungary,Buffalo,Grassland systems,Non-dairy,INTAKE: Total intake,kg DM/year,0
