iso3c,animal,lsu_value,ref_value,adjust_multiplier
PSE,cows,0.29823529411764704,1,0.29823529411764704
PSE,chickens,0.29823529411764704,0.01,29.823529411764703
PSE,buffaloes,0.29823529411764704,1,0.29823529411764704
PSE,goats,0.29823529411764704,0.1,2.98235294117647
PSE,sheep,0.29823529411764704,0.15,1.988235294117647
PSE,pigs,0.29823529411764704,0.25,1.1929411764705882
PCN,cows,0.2683333333333333,1,0.2683333333333333
PCN,chickens,0.2683333333333333,0.01,26.833333333333332
PCN,buffaloes,0.2683333333333333,1,0.2683333333333333
PCN,goats,0.2683333333333333,0.1,2.683333333333333
PCN,sheep,0.2683333333333333,0.15,1.7888888888888888
PCN,pigs,0.2683333333333333,0.25,1.0733333333333333
XMI,cows,0.27666666666666667,1,0.27666666666666667
XMI,chickens,0.27666666666666667,0.01,27.666666666666668
XMI,buffaloes,0.27666666666666667,1,0.27666666666666667
XMI,goats,0.27666666666666667,0.1,2.7666666666666666
XMI,sheep,0.27666666666666667,0.15,1.8444444444444446
XMI,pigs,0.27666666666666667,0.25,1.1066666666666667
PRI,cows,0.2683333333333333,1,0.2683333333333333
PRI,chickens,0.2683333333333333,0.01,26.833333333333332
PRI,buffaloes,0.2683333333333333,1,0.2683333333333333
PRI,goats,0.2683333333333333,0.1,2.683333333333333
PRI,sheep,0.2683333333333333,0.15,1.7888888888888888
PRI,pigs,0.2683333333333333,0.25,1.0733333333333333
REU,cows,0.15166666666666667,1,0.15166666666666667
REU,chickens,0.15166666666666667,0.01,15.166666666666666
REU,buffaloes,0.15166666666666667,1,0.15166666666666667
REU,goats,0.15166666666666667,0.1,1.5166666666666666
REU,sheep,0.15166666666666667,0.15,1.0111111111111113
REU,pigs,0.15166666666666667,0.25,0.6066666666666667
BLM,cows,0.2683333333333333,1,0.2683333333333333
BLM,chickens,0.2683333333333333,0.01,26.833333333333332
BLM,buffaloes,0.2683333333333333,1,0.2683333333333333
BLM,goats,0.2683333333333333,0.1,2.683333333333333
BLM,sheep,0.2683333333333333,0.15,1.7888888888888888
BLM,pigs,0.2683333333333333,0.25,1.0733333333333333
MAF,cows,0.2683333333333333,1,0.2683333333333333
MAF,chickens,0.2683333333333333,0.01,26.833333333333332
MAF,buffaloes,0.2683333333333333,1,0.2683333333333333
MAF,goats,0.2683333333333333,0.1,2.683333333333333
MAF,sheep,0.2683333333333333,0.15,1.7888888888888888
MAF,pigs,0.2683333333333333,0.25,1.0733333333333333
SHN,cows,0.15166666666666667,1,0.15166666666666667
SHN,chickens,0.15166666666666667,0.01,15.166666666666666
SHN,buffaloes,0.15166666666666667,1,0.15166666666666667
SHN,goats,0.15166666666666667,0.1,1.5166666666666666
SHN,sheep,0.15166666666666667,0.15,1.0111111111111113
SHN,pigs,0.15166666666666667,0.25,0.6066666666666667
SPM,cows,0.25166666666666665,1,0.25166666666666665
SPM,chickens,0.25166666666666665,0.01,25.166666666666664
SPM,buffaloes,0.25166666666666665,1,0.25166666666666665
SPM,goats,0.25166666666666665,0.1,2.516666666666666
SPM,sheep,0.25166666666666665,0.15,1.6777777777777778
SPM,pigs,0.25166666666666665,0.25,1.0066666666666666
SXM,cows,0.2683333333333333,1,0.2683333333333333
SXM,chickens,0.2683333333333333,0.01,26.833333333333332
SXM,buffaloes,0.2683333333333333,1,0.2683333333333333
SXM,goats,0.2683333333333333,0.1,2.683333333333333
SXM,sheep,0.2683333333333333,0.15,1.7888888888888888
SXM,pigs,0.2683333333333333,0.25,1.0733333333333333
SJM,cows,0.3228787878787879,1,0.3228787878787879
SJM,chickens,0.3228787878787879,0.01,32.28787878787879
SJM,buffaloes,0.3228787878787879,1,0.3228787878787879
SJM,goats,0.3228787878787879,0.1,3.2287878787878785
SJM,sheep,0.3228787878787879,0.15,2.1525252525252525
SJM,pigs,0.3228787878787879,0.25,1.2915151515151515
TWN,cows,0.31,1,0.31
TWN,chickens,0.31,0.01,31
TWN,buffaloes,0.31,1,0.31
TWN,goats,0.31,0.1,3.0999999999999996
TWN,sheep,0.31,0.15,2.066666666666667
TWN,pigs,0.31,0.25,1.24
TCA,cows,0.2683333333333333,1,0.2683333333333333
TCA,chickens,0.2683333333333333,0.01,26.833333333333332
TCA,buffaloes,0.2683333333333333,1,0.2683333333333333
TCA,goats,0.2683333333333333,0.1,2.683333333333333
TCA,sheep,0.2683333333333333,0.15,1.7888888888888888
TCA,pigs,0.2683333333333333,0.25,1.0733333333333333
VIR,cows,0.2683333333333333,1,0.2683333333333333
VIR,chickens,0.2683333333333333,0.01,26.833333333333332
VIR,buffaloes,0.2683333333333333,1,0.2683333333333333
VIR,goats,0.2683333333333333,0.1,2.683333333333333
VIR,sheep,0.2683333333333333,0.15,1.7888888888888888
VIR,pigs,0.2683333333333333,0.25,1.0733333333333333
WLF,cows,0.2683333333333333,1,0.2683333333333333
WLF,chickens,0.2683333333333333,0.01,26.833333333333332
WLF,buffaloes,0.2683333333333333,1,0.2683333333333333
WLF,goats,0.2683333333333333,0.1,2.683333333333333
WLF,sheep,0.2683333333333333,0.15,1.7888888888888888
WLF,pigs,0.2683333333333333,0.25,1.0733333333333333
ESH,cows,0.27666666666666667,1,0.27666666666666667
ESH,chickens,0.27666666666666667,0.01,27.666666666666668
ESH,buffaloes,0.27666666666666667,1,0.27666666666666667
ESH,goats,0.27666666666666667,0.1,2.7666666666666666
ESH,sheep,0.27666666666666667,0.15,1.8444444444444446
ESH,pigs,0.27666666666666667,0.25,1.1066666666666667
