Country,Element,Item,combo,product,animal,Unit,Value
Kyrgyzstan,Production,"Milk, whole fresh camel",camel-milk,milk,camel,tonnes,NA
Kyrgyzstan,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,1527043
Kyrgyzstan,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,900
Kyrgyzstan,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,37687
Lao People's Democratic Republic,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,2600
Lao People's Democratic Republic,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,15000
Lao People's Democratic Republic,Laying,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,1000 Head,96
Lao People's Democratic Republic,Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,400
Lao People's Democratic Republic,Production,"Meat, buffalo",buffalo-meat,meat,buffalo,tonnes,19541
Lao People's Democratic Republic,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,34872
Lao People's Democratic Republic,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,32326
Lao People's Democratic Republic,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,25903
Lao People's Democratic Republic,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,2982
Lao People's Democratic Republic,Production,"Meat, duck",duck-meat,meat,duck,tonnes,4438
Lao People's Democratic Republic,Production,"Meat, goat",goat-meat,meat,goat,tonnes,1936
Lao People's Democratic Republic,Producing Animals/Slaughtered,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,1000 Head,110
Lao People's Democratic Republic,Production,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,tonnes,274
Lao People's Democratic Republic,Production,"Meat, pig",pig-meat,meat,pig,tonnes,69904
Lao People's Democratic Republic,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,60260
Latvia,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,2310
Latvia,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,48100
Latvia,Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,1
Latvia,Production,Meat nes,nes-meat,meat,nes,tonnes,276
Latvia,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,18450
Latvia,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,19144
Latvia,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,33393
Latvia,Production,"Meat, horse",horse-meat,meat,horse,tonnes,79
Latvia,Production,"Meat, pig",pig-meat,meat,pig,tonnes,38073
Latvia,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,26
Latvia,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,45
Latvia,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,870
Latvia,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,997992
Latvia,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,2100
Lebanon,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,2017
Lebanon,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,19298
Lebanon,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,42141
Lebanon,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,64369
Lebanon,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,125263
Lebanon,Production,"Meat, goat",goat-meat,meat,goat,tonnes,3034
Lebanon,Production,"Meat, pig",pig-meat,meat,pig,tonnes,611
Lebanon,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,6909
Lebanon,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,195329
Lebanon,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,18500
Lebanon,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,13500
Lesotho,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,280
Lesotho,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,1400
Lesotho,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,10384
Lesotho,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,2400
Lesotho,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,1920
Lesotho,Production,"Meat, game",game-meat,meat,game,tonnes,5628
Lesotho,Production,"Meat, goat",goat-meat,meat,goat,tonnes,2601
Lesotho,Production,"Meat, pig",pig-meat,meat,pig,tonnes,3957
Lesotho,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,4670
Lesotho,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,170000
Liberia,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,1300
Liberia,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,6200
Liberia,Laying,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,1000 Head,130
Liberia,Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,242
Liberia,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,1251
Liberia,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,17317
Liberia,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,13853
Liberia,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,372
Liberia,Production,"Meat, duck",duck-meat,meat,duck,tonnes,372
Liberia,Production,"Meat, game",game-meat,meat,game,tonnes,8286
Liberia,Production,"Meat, goat",goat-meat,meat,goat,tonnes,1235
Liberia,Production,"Meat, pig",pig-meat,meat,pig,tonnes,10398
Liberia,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,950
Liberia,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,9261
Libya,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,9850
Libya,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,72950
Libya,Production,"Meat, camel",camel-meat,meat,camel,tonnes,5998
Libya,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,9652
Libya,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,110053
Libya,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,127593
Libya,Production,"Meat, goat",goat-meat,meat,goat,tonnes,13044
Libya,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,33438
Libya,Production,"Milk, whole fresh camel",camel-milk,milk,camel,tonnes,3000
Libya,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,143028
Libya,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,18400
Libya,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,71300
Liechtenstein,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,38
Liechtenstein,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,248
Liechtenstein,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,13172
Lithuania,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,3433
Lithuania,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,41670
Lithuania,Laying,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,1000 Head,7500
Lithuania,Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,3040
Lithuania,Production,Meat nes,nes-meat,meat,nes,tonnes,344
Lithuania,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,41917
Lithuania,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,77059
Lithuania,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,126607
Lithuania,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,54
Lithuania,Production,"Meat, duck",duck-meat,meat,duck,tonnes,94
Lithuania,Production,"Meat, game",game-meat,meat,game,tonnes,100
Lithuania,Production,"Meat, goat",goat-meat,meat,goat,tonnes,78
Lithuania,Producing Animals/Slaughtered,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,1000 Head,20
Lithuania,Production,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,tonnes,79
Lithuania,Production,"Meat, horse",horse-meat,meat,horse,tonnes,222
Lithuania,Production,"Meat, pig",pig-meat,meat,pig,tonnes,71476
Lithuania,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,111
Lithuania,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,172
Lithuania,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,1258
Lithuania,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,668
Lithuania,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,6860
Lithuania,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,1566653
Lithuania,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,4061
Luxembourg,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,108
Luxembourg,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,2063
Luxembourg,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,9643
Luxembourg,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,199
Luxembourg,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,270
Luxembourg,Production,"Meat, game",game-meat,meat,game,tonnes,400
Luxembourg,Production,"Meat, goat",goat-meat,meat,goat,tonnes,3
Luxembourg,Production,"Meat, horse",horse-meat,meat,horse,tonnes,3
Luxembourg,Production,"Meat, pig",pig-meat,meat,pig,tonnes,12944
Luxembourg,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,14
Luxembourg,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,27
Luxembourg,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,50
Luxembourg,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,387176
Luxembourg,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,3176
Madagascar,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,414
Madagascar,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,3900
Madagascar,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,17700
Madagascar,Laying,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,1000 Head,2550
Madagascar,Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,4800
Madagascar,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,175467
Madagascar,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,58237
Madagascar,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,46589
Madagascar,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,6258
Madagascar,Production,"Meat, duck",duck-meat,meat,duck,tonnes,12516
Madagascar,Production,"Meat, game",game-meat,meat,game,tonnes,7637
Madagascar,Production,"Meat, goat",goat-meat,meat,goat,tonnes,10318
Madagascar,Producing Animals/Slaughtered,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,1000 Head,4236
Madagascar,Production,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,tonnes,12709
Madagascar,Production,"Meat, horse",horse-meat,meat,horse,tonnes,6
Madagascar,Production,"Meat, pig",pig-meat,meat,pig,tonnes,64190
Madagascar,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,620
Madagascar,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,744
Madagascar,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,3278
Madagascar,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,3251
Madagascar,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,9754
Madagascar,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,544430
Malawi,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,5255
Malawi,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,23067
Malawi,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,45736
Malawi,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,65284
Malawi,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,130114
Malawi,Production,"Meat, goat",goat-meat,meat,goat,tonnes,47075
Malawi,Production,"Meat, pig",pig-meat,meat,pig,tonnes,187440
Malawi,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,1322
Malawi,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,62892
Malawi,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,116352
Malawi,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,6253
Malaysia,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,109000
Malaysia,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,857584
Malaysia,Laying,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,1000 Head,1180
Malaysia,Production,"Eggs, other bird, in shell",other bird-eggs,eggs,other bird,tonnes,15650
Malaysia,Production,"Meat, buffalo",buffalo-meat,meat,buffalo,tonnes,7440
Malaysia,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,42158
Malaysia,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,820000
Malaysia,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,1648491
Malaysia,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,22000
Malaysia,Production,"Meat, duck",duck-meat,meat,duck,tonnes,75887
Malaysia,Production,"Meat, goat",goat-meat,meat,goat,tonnes,3106
Malaysia,Production,"Meat, horse",horse-meat,meat,horse,tonnes,218
Malaysia,Production,"Meat, pig",pig-meat,meat,pig,tonnes,194375
Malaysia,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,1503
Malaysia,Production,"Milk, whole fresh buffalo",buffalo-milk,milk,buffalo,tonnes,8260
Malaysia,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,43365
Maldives,Production,Meat nes,nes-meat,meat,nes,tonnes,864
Mali,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,62
Mali,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,7500
Mali,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,23000
Mali,Production,"Meat, ass",ass-meat,meat,ass,tonnes,3382
Mali,Production,"Meat, camel",camel-meat,meat,camel,tonnes,19524
Mali,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,182000
Mali,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,59547
Mali,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,48000
Mali,Production,"Meat, game",game-meat,meat,game,tonnes,26852
Mali,Production,"Meat, goat",goat-meat,meat,goat,tonnes,98000
Mali,Production,"Meat, horse",horse-meat,meat,horse,tonnes,2962
Mali,Production,"Meat, pig",pig-meat,meat,pig,tonnes,2353
Mali,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,57942
Mali,Production,"Milk, whole fresh camel",camel-milk,milk,camel,tonnes,364099
Mali,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,594924
Mali,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,400487
Mali,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,364330
Malta,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,330
Malta,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,5608
Malta,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,1117
Malta,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,2126
Malta,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,3676
Malta,Production,"Meat, goat",goat-meat,meat,goat,tonnes,35
Malta,Production,"Meat, horse",horse-meat,meat,horse,tonnes,59
Malta,Production,"Meat, pig",pig-meat,meat,pig,tonnes,4707
Malta,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,1325
Malta,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,1987
Malta,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,109
Malta,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,31
Malta,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,132
Malta,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,41091
Malta,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,1021
Malta,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,1661
Martinique,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,127
Martinique,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,2299
Martinique,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,955
Martinique,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,1112
Martinique,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,1285
Martinique,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,0
Martinique,Production,"Meat, duck",duck-meat,meat,duck,tonnes,0
Martinique,Production,"Meat, goat",goat-meat,meat,goat,tonnes,21
Martinique,Producing Animals/Slaughtered,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,1000 Head,0
Martinique,Production,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,tonnes,0
Martinique,Production,"Meat, pig",pig-meat,meat,pig,tonnes,994
Martinique,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,24
Martinique,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,43
Martinique,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,64
Martinique,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,513
Mauritania,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,1700
Mauritania,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,5600
Mauritania,Production,"Meat, ass",ass-meat,meat,ass,tonnes,2479
Mauritania,Production,"Meat, camel",camel-meat,meat,camel,tonnes,24953
Mauritania,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,30215
Mauritania,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,5874
Mauritania,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,4692
Mauritania,Production,"Meat, goat",goat-meat,meat,goat,tonnes,18811
Mauritania,Production,"Meat, horse",horse-meat,meat,horse,tonnes,671
Mauritania,Production,"Meat, pig",pig-meat,meat,pig,tonnes,0
Mauritania,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,35491
Mauritania,Production,"Milk, whole fresh camel",camel-milk,milk,camel,tonnes,25000
Mauritania,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,575000
Mauritania,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,100000
Mauritania,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,73000
Mauritius,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,1350
Mauritius,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,12400
Mauritius,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,1749
Mauritius,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,47803
Mauritius,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,47500
Mauritius,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,33
Mauritius,Production,"Meat, duck",duck-meat,meat,duck,tonnes,49
Mauritius,Production,"Meat, game",game-meat,meat,game,tonnes,625
Mauritius,Production,"Meat, goat",goat-meat,meat,goat,tonnes,66
Mauritius,Producing Animals/Slaughtered,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,1000 Head,21
Mauritius,Production,"Meat, goose and guinea fowl",goose and guinea-meat,meat,goose and guinea,tonnes,53
Mauritius,Production,"Meat, pig",pig-meat,meat,pig,tonnes,631
Mauritius,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,13
Mauritius,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,25
Mauritius,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,10
Mauritius,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,1
Mauritius,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,3
Mauritius,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,3600
Mexico,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,1618
Mexico,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,202155
Mexico,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,2771198
Mexico,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,1926901
Mexico,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,1734126
Mexico,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,3211687
Mexico,Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,8476
Mexico,Production,"Meat, duck",duck-meat,meat,duck,tonnes,21191
Mexico,Production,"Meat, goat",goat-meat,meat,goat,tonnes,39777
Mexico,Production,"Meat, horse",horse-meat,meat,horse,tonnes,83778
Mexico,Production,"Meat, pig",pig-meat,meat,pig,tonnes,1441851
Mexico,Producing Animals/Slaughtered,"Meat, rabbit",rabbit-meat,meat,rabbit,1000 Head,4464
Mexico,Production,"Meat, rabbit",rabbit-meat,meat,rabbit,tonnes,4464
Mexico,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,61606
Mexico,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,2779
Mexico,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,16329
Mexico,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,11767556
Mexico,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,162323
Mexico,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,57701
Micronesia (Federated States of),Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,92
Micronesia (Federated States of),Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,250
Micronesia (Federated States of),Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,293
Micronesia (Federated States of),Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,199
Micronesia (Federated States of),Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,159
Micronesia (Federated States of),Producing Animals/Slaughtered,"Meat, duck",duck-meat,meat,duck,1000 Head,1
Micronesia (Federated States of),Production,"Meat, duck",duck-meat,meat,duck,tonnes,NA
Micronesia (Federated States of),Production,"Meat, goat",goat-meat,meat,goat,tonnes,16
Micronesia (Federated States of),Production,"Meat, pig",pig-meat,meat,pig,tonnes,1008
Mongolia,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,437
Mongolia,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,5410
Mongolia,Production,Meat nes,nes-meat,meat,nes,tonnes,NA
Mongolia,Production,"Meat, camel",camel-meat,meat,camel,tonnes,7122
Mongolia,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,97680
Mongolia,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,157
Mongolia,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,220
Mongolia,Production,"Meat, goat",goat-meat,meat,goat,tonnes,80813
Mongolia,Production,"Meat, horse",horse-meat,meat,horse,tonnes,41787
Mongolia,Production,"Meat, pig",pig-meat,meat,pig,tonnes,488
Mongolia,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,126656
Mongolia,Production,"Milk, whole fresh camel",camel-milk,milk,camel,tonnes,5900
Mongolia,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,539926
Mongolia,Production,"Milk, whole fresh goat",goat-milk,milk,goat,tonnes,75207
Mongolia,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,46300
Montenegro,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,667
Montenegro,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,5726
Montenegro,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,3875
Montenegro,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,2806
Montenegro,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,3650
Montenegro,Production,"Meat, goat",goat-meat,meat,goat,tonnes,131
Montenegro,Production,"Meat, pig",pig-meat,meat,pig,tonnes,3899
Montenegro,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,1049
Montenegro,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,169351
Montenegro,Production,"Milk, whole fresh sheep",sheep-milk,milk,sheep,tonnes,8253
Montserrat,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,16
Montserrat,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,73
Montserrat,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,736
Montserrat,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,70
Montserrat,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,84
Montserrat,Production,"Meat, goat",goat-meat,meat,goat,tonnes,26
Montserrat,Production,"Meat, pig",pig-meat,meat,pig,tonnes,67
Montserrat,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,24
Montserrat,Production,"Milk, whole fresh cow",cow-milk,milk,cow,tonnes,3979
Morocco,Production,Beeswax,bee-beeswax,beeswax,bee,tonnes,77
Morocco,Laying,"Eggs, hen, in shell",hen-eggs,eggs,hen,1000 Head,65150
Morocco,Production,"Eggs, hen, in shell",hen-eggs,eggs,hen,tonnes,390600
Morocco,Production,"Meat, camel",camel-meat,meat,camel,tonnes,3000
Morocco,Production,"Meat, cattle",cattle-meat,meat,cattle,tonnes,260700
Morocco,Producing Animals/Slaughtered,"Meat, chicken",chicken-meat,meat,chicken,1000 Head,558143
Morocco,Production,"Meat, chicken",chicken-meat,meat,chicken,tonnes,690000
Morocco,Production,"Meat, game",game-meat,meat,game,tonnes,52341
Morocco,Production,"Meat, goat",goat-meat,meat,goat,tonnes,27500
Morocco,Production,"Meat, horse",horse-meat,meat,horse,tonnes,1951
Morocco,Production,"Meat, pig",pig-meat,meat,pig,tonnes,637
Morocco,Production,"Meat, sheep",sheep-meat,meat,sheep,tonnes,163350
Morocco,Producing Animals/Slaughtered,"Meat, turkey",turkey-meat,meat,turkey,1000 Head,10996
Morocco,Production,"Meat, turkey",turkey-meat,meat,turkey,tonnes,54980
Morocco,Production,"Milk, whole fresh camel",camel-milk,milk,camel,tonnes,8750
