country,iso3c,SPAM_super,imported
Ireland,IRL,sugb,1000
Ireland,IRL,sugc,3000
Ireland,IRL,swpo,7000
Ireland,IRL,tnut,8000
Ireland,IRL,vege,349000
Ireland,IRL,whea,929000
Ireland,IRL,xfru,435000
Ireland,IRL,xmil,0
Ireland,IRL,xoil,161000
Ireland,IRL,xpul,8000
Ireland,IRL,yams,0
Israel,ISR,bana,0
Israel,ISR,barl,401000
Israel,ISR,cass,1000
Israel,ISR,cnut,4000
Israel,ISR,coco,6000
Israel,ISR,maiz,1804000
Israel,ISR,ocer,24000
Israel,ISR,oilp,32000
Israel,ISR,orts,0
Israel,ISR,pota,58000
Israel,ISR,rice,139000
Israel,ISR,sorg,24000
Israel,ISR,soyb,461000
Israel,ISR,spis,8000
Israel,ISR,sugb,0
Israel,ISR,sugc,0
Israel,ISR,swpo,0
Israel,ISR,tnut,31000
Israel,ISR,vege,187000
Israel,ISR,whea,1764000
Israel,ISR,xfru,211000
Israel,ISR,xmil,3000
Israel,ISR,xoil,302000
Israel,ISR,xpul,34000
Italy,ITA,bana,758000
Italy,ITA,barl,954000
Italy,ITA,cass,6000
Italy,ITA,cnut,78000
Italy,ITA,coco,133000
Italy,ITA,maiz,5569000
Italy,ITA,ocer,216000
Italy,ITA,oilp,1533000
Italy,ITA,orts,2000
Italy,ITA,plnt,17000
Italy,ITA,pota,1222000
Italy,ITA,rice,305000
Italy,ITA,sorg,63000
Italy,ITA,soyb,1449000
Italy,ITA,spis,27000
Italy,ITA,sugb,0
Italy,ITA,sugc,0
Italy,ITA,swpo,7000
Italy,ITA,tnut,406000
Italy,ITA,vege,1854000
Italy,ITA,whea,7994000
Italy,ITA,xfru,2042000
Italy,ITA,xmil,11000
Italy,ITA,xoil,2185000
Italy,ITA,xpul,388000
Italy,ITA,yams,1000
Côte d'Ivoire,CIV,bana,0
Côte d'Ivoire,CIV,barl,0
Côte d'Ivoire,CIV,cass,0
Côte d'Ivoire,CIV,cnut,0
Côte d'Ivoire,CIV,coco,0
Côte d'Ivoire,CIV,maiz,24000
Côte d'Ivoire,CIV,ocer,22000
Côte d'Ivoire,CIV,oilp,7000
Côte d'Ivoire,CIV,orts,0
Côte d'Ivoire,CIV,plnt,0
Côte d'Ivoire,CIV,pota,43000
Côte d'Ivoire,CIV,rice,2245000
Côte d'Ivoire,CIV,sorg,0
Côte d'Ivoire,CIV,soyb,1000
Côte d'Ivoire,CIV,spis,0
Côte d'Ivoire,CIV,sugb,0
Côte d'Ivoire,CIV,sugc,0
Côte d'Ivoire,CIV,swpo,0
Côte d'Ivoire,CIV,tnut,0
Côte d'Ivoire,CIV,vege,280000
Côte d'Ivoire,CIV,whea,731000
Côte d'Ivoire,CIV,xfru,30000
Côte d'Ivoire,CIV,xmil,0
Côte d'Ivoire,CIV,xoil,16000
Côte d'Ivoire,CIV,xpul,1000
Côte d'Ivoire,CIV,yams,0
Kazakhstan,KAZ,bana,32000
Kazakhstan,KAZ,barl,18000
Kazakhstan,KAZ,cass,0
Kazakhstan,KAZ,cnut,1000
Kazakhstan,KAZ,coco,8000
Kazakhstan,KAZ,maiz,6000
Kazakhstan,KAZ,ocer,25000
Kazakhstan,KAZ,oilp,58000
Kazakhstan,KAZ,orts,0
Kazakhstan,KAZ,plnt,0
Kazakhstan,KAZ,pota,52000
Kazakhstan,KAZ,rice,12000
Kazakhstan,KAZ,sorg,0
Kazakhstan,KAZ,soyb,16000
Kazakhstan,KAZ,spis,10000
Kazakhstan,KAZ,sugb,40000
Kazakhstan,KAZ,sugc,0
Kazakhstan,KAZ,swpo,0
Kazakhstan,KAZ,tnut,35000
Kazakhstan,KAZ,vege,408000
Kazakhstan,KAZ,whea,131000
Kazakhstan,KAZ,xfru,849000
Kazakhstan,KAZ,xmil,0
Kazakhstan,KAZ,xoil,143000
Kazakhstan,KAZ,xpul,17000
Kazakhstan,KAZ,yams,0
Jamaica,JAM,bana,0
Jamaica,JAM,barl,11000
Jamaica,JAM,cass,0
Jamaica,JAM,cnut,1000
Jamaica,JAM,coco,0
Jamaica,JAM,maiz,291000
Jamaica,JAM,ocer,7000
Jamaica,JAM,oilp,6000
Jamaica,JAM,orts,0
Jamaica,JAM,plnt,0
Jamaica,JAM,pota,17000
Jamaica,JAM,rice,133000
Jamaica,JAM,sorg,0
Jamaica,JAM,soyb,36000
Jamaica,JAM,spis,2000
Jamaica,JAM,sugb,0
Jamaica,JAM,sugc,0
Jamaica,JAM,swpo,0
Jamaica,JAM,tnut,0
Jamaica,JAM,vege,21000
Jamaica,JAM,whea,203000
Jamaica,JAM,xfru,45000
Jamaica,JAM,xmil,0
Jamaica,JAM,xoil,6000
Jamaica,JAM,xpul,9000
Jamaica,JAM,yams,0
Japan,JPN,bana,986000
Japan,JPN,barl,1742000
Japan,JPN,cass,163000
Japan,JPN,cnut,47000
Japan,JPN,coco,73000
Japan,JPN,maiz,14530000
Japan,JPN,ocer,187000
Japan,JPN,oilp,780000
Japan,JPN,orts,38000
Japan,JPN,plnt,1000
Japan,JPN,pota,506000
Japan,JPN,rice,965000
Japan,JPN,sorg,520000
Japan,JPN,soyb,3224000
Japan,JPN,spis,104000
Japan,JPN,sugb,0
Japan,JPN,sugc,0
Japan,JPN,swpo,18000
Japan,JPN,tnut,109000
Japan,JPN,vege,2604000
Japan,JPN,whea,6045000
Japan,JPN,xfru,1374000
Japan,JPN,xmil,9000
Japan,JPN,xoil,3154000
Japan,JPN,xpul,164000
Japan,JPN,yams,1000
Jordan,JOR,bana,29000
Jordan,JOR,barl,763000
Jordan,JOR,cnut,2000
Jordan,JOR,coco,0
Jordan,JOR,maiz,992000
Jordan,JOR,ocer,2000
Jordan,JOR,oilp,90000
Jordan,JOR,orts,0
Jordan,JOR,plnt,3000
Jordan,JOR,pota,77000
Jordan,JOR,rice,196000
Jordan,JOR,sorg,2000
Jordan,JOR,soyb,29000
Jordan,JOR,spis,11000
Jordan,JOR,sugb,0
Jordan,JOR,swpo,0
Jordan,JOR,tnut,14000
Jordan,JOR,vege,132000
Jordan,JOR,whea,1178000
Jordan,JOR,xfru,156000
Jordan,JOR,xmil,1000
Jordan,JOR,xoil,125000
Jordan,JOR,xpul,74000
Kyrgyzstan,KGZ,bana,5000
Kyrgyzstan,KGZ,barl,2000
Kyrgyzstan,KGZ,cass,0
Kyrgyzstan,KGZ,cnut,1000
Kyrgyzstan,KGZ,coco,0
Kyrgyzstan,KGZ,maiz,3000
Kyrgyzstan,KGZ,ocer,11000
Kyrgyzstan,KGZ,oilp,3000
Kyrgyzstan,KGZ,orts,0
Kyrgyzstan,KGZ,plnt,1000
Kyrgyzstan,KGZ,pota,7000
Kyrgyzstan,KGZ,rice,10000
Kyrgyzstan,KGZ,sorg,0
Kyrgyzstan,KGZ,soyb,1000
Kyrgyzstan,KGZ,spis,2000
Kyrgyzstan,KGZ,sugb,0
Kyrgyzstan,KGZ,swpo,0
Kyrgyzstan,KGZ,tnut,5000
Kyrgyzstan,KGZ,vege,54000
Kyrgyzstan,KGZ,whea,400000
Kyrgyzstan,KGZ,xfru,70000
Kyrgyzstan,KGZ,xmil,1000
Kyrgyzstan,KGZ,xoil,58000
Kyrgyzstan,KGZ,xpul,2000
Kenya,KEN,bana,1000
Kenya,KEN,barl,1000
Kenya,KEN,cass,4000
Kenya,KEN,cnut,1000
Kenya,KEN,coco,0
Kenya,KEN,maiz,1365000
Kenya,KEN,ocer,14000
Kenya,KEN,oilp,778000
Kenya,KEN,orts,2000
Kenya,KEN,plnt,0
Kenya,KEN,pota,6000
Kenya,KEN,rice,916000
Kenya,KEN,sorg,133000
Kenya,KEN,soyb,7000
Kenya,KEN,spis,2000
Kenya,KEN,sugb,0
Kenya,KEN,sugc,0
Kenya,KEN,swpo,1000
Kenya,KEN,tnut,1000
Kenya,KEN,vege,81000
Kenya,KEN,whea,1932000
Kenya,KEN,xfru,101000
Kenya,KEN,xmil,87000
Kenya,KEN,xoil,59000
Kenya,KEN,xpul,296000
Kenya,KEN,yams,0
Cambodia,KHM,bana,0
Cambodia,KHM,barl,1000
Cambodia,KHM,cass,2000
Cambodia,KHM,cnut,0
Cambodia,KHM,coco,0
Cambodia,KHM,maiz,17000
Cambodia,KHM,ocer,0
Cambodia,KHM,oilp,58000
Cambodia,KHM,orts,0
Cambodia,KHM,plnt,0
Cambodia,KHM,pota,3000
Cambodia,KHM,rice,15000
Cambodia,KHM,sorg,0
Cambodia,KHM,soyb,9000
Cambodia,KHM,spis,0
Cambodia,KHM,sugb,0
Cambodia,KHM,sugc,0
Cambodia,KHM,swpo,0
Cambodia,KHM,tnut,2000
Cambodia,KHM,vege,4000
Cambodia,KHM,whea,43000
Cambodia,KHM,xfru,45000
Cambodia,KHM,xmil,0
Cambodia,KHM,xoil,1000
Cambodia,KHM,xpul,5000
Cambodia,KHM,yams,0
Democratic People's Republic of Korea,PRK,bana,8000
Democratic People's Republic of Korea,PRK,barl,2000
Democratic People's Republic of Korea,PRK,cass,0
Democratic People's Republic of Korea,PRK,cnut,0
Democratic People's Republic of Korea,PRK,coco,0
Democratic People's Republic of Korea,PRK,maiz,312000
Democratic People's Republic of Korea,PRK,ocer,0
Democratic People's Republic of Korea,PRK,oilp,9000
Democratic People's Republic of Korea,PRK,orts,0
Democratic People's Republic of Korea,PRK,plnt,0
Democratic People's Republic of Korea,PRK,pota,0
Democratic People's Republic of Korea,PRK,rice,151000
Democratic People's Republic of Korea,PRK,sorg,0
Democratic People's Republic of Korea,PRK,soyb,102000
Democratic People's Republic of Korea,PRK,spis,3000
Democratic People's Republic of Korea,PRK,sugb,0
Democratic People's Republic of Korea,PRK,sugc,0
Democratic People's Republic of Korea,PRK,swpo,0
Democratic People's Republic of Korea,PRK,tnut,0
Democratic People's Republic of Korea,PRK,vege,9000
Democratic People's Republic of Korea,PRK,whea,497000
Democratic People's Republic of Korea,PRK,xfru,105000
Democratic People's Republic of Korea,PRK,xmil,0
Democratic People's Republic of Korea,PRK,xoil,2000
Democratic People's Republic of Korea,PRK,xpul,0
Republic of Korea,KOR,bana,437000
Republic of Korea,KOR,barl,297000
Republic of Korea,KOR,cass,287000
Republic of Korea,KOR,cnut,54000
Republic of Korea,KOR,coco,13000
Republic of Korea,KOR,maiz,9400000
Republic of Korea,KOR,ocer,48000
Republic of Korea,KOR,oilp,515000
Republic of Korea,KOR,orts,28000
Republic of Korea,KOR,plnt,0
Republic of Korea,KOR,pota,240000
Republic of Korea,KOR,rice,509000
Republic of Korea,KOR,sorg,4000
Republic of Korea,KOR,soyb,1598000
Republic of Korea,KOR,spis,19000
Republic of Korea,KOR,sugb,0
Republic of Korea,KOR,sugc,1000
Republic of Korea,KOR,swpo,0
Republic of Korea,KOR,tnut,101000
Republic of Korea,KOR,vege,1353000
Republic of Korea,KOR,whea,4494000
Republic of Korea,KOR,xfru,594000
Republic of Korea,KOR,xmil,14000
Republic of Korea,KOR,xoil,1163000
Republic of Korea,KOR,xpul,54000
Republic of Korea,KOR,yams,0
Kuwait,KWT,bana,82000
Kuwait,KWT,barl,603000
Kuwait,KWT,cass,1000
Kuwait,KWT,cnut,10000
Kuwait,KWT,coco,0
Kuwait,KWT,maiz,260000
Kuwait,KWT,ocer,6000
Kuwait,KWT,oilp,34000
Kuwait,KWT,orts,3000
Kuwait,KWT,plnt,0
Kuwait,KWT,pota,144000
Kuwait,KWT,rice,220000
Kuwait,KWT,sorg,0
Kuwait,KWT,soyb,11000
Kuwait,KWT,spis,18000
Kuwait,KWT,sugb,0
Kuwait,KWT,sugc,2000
Kuwait,KWT,swpo,2000
Kuwait,KWT,tnut,10000
Kuwait,KWT,vege,434000
Kuwait,KWT,whea,564000
Kuwait,KWT,xfru,382000
Kuwait,KWT,xmil,0
Kuwait,KWT,xoil,43000
Kuwait,KWT,xpul,39000
Kuwait,KWT,yams,0
Latvia,LVA,bana,35000
Latvia,LVA,barl,22000
Latvia,LVA,cass,0
Latvia,LVA,cnut,0
Latvia,LVA,coco,2000
Latvia,LVA,maiz,89000
Latvia,LVA,ocer,67000
Latvia,LVA,oilp,1000
Latvia,LVA,orts,0
Latvia,LVA,plnt,0
Latvia,LVA,pota,49000
Latvia,LVA,rice,7000
Latvia,LVA,sorg,0
Latvia,LVA,soyb,10000
Latvia,LVA,spis,4000
Latvia,LVA,sugb,1000
Latvia,LVA,swpo,0
Latvia,LVA,tnut,4000
Latvia,LVA,vege,158000
Latvia,LVA,whea,672000
Latvia,LVA,xfru,144000
Latvia,LVA,xmil,0
Latvia,LVA,xoil,176000
Latvia,LVA,xpul,32000
Lao People's Democratic Republic,LAO,bana,0
Lao People's Democratic Republic,LAO,barl,17000
Lao People's Democratic Republic,LAO,cass,19000
Lao People's Democratic Republic,LAO,cnut,0
Lao People's Democratic Republic,LAO,coco,0
Lao People's Democratic Republic,LAO,maiz,0
Lao People's Democratic Republic,LAO,ocer,2000
Lao People's Democratic Republic,LAO,oilp,4000
Lao People's Democratic Republic,LAO,orts,0
Lao People's Democratic Republic,LAO,plnt,0
Lao People's Democratic Republic,LAO,pota,1000
Lao People's Democratic Republic,LAO,rice,137000
Lao People's Democratic Republic,LAO,sorg,2000
Lao People's Democratic Republic,LAO,soyb,7000
Lao People's Democratic Republic,LAO,spis,1000
Lao People's Democratic Republic,LAO,sugb,0
Lao People's Democratic Republic,LAO,sugc,0
Lao People's Democratic Republic,LAO,swpo,0
Lao People's Democratic Republic,LAO,tnut,1000
Lao People's Democratic Republic,LAO,vege,8000
Lao People's Democratic Republic,LAO,whea,34000
Lao People's Democratic Republic,LAO,xfru,49000
Lao People's Democratic Republic,LAO,xoil,7000
Lao People's Democratic Republic,LAO,xpul,0
Lao People's Democratic Republic,LAO,yams,0
Lebanon,LBN,bana,3000
Lebanon,LBN,barl,117000
Lebanon,LBN,cass,1000
Lebanon,LBN,cnut,3000
Lebanon,LBN,coco,1000
Lebanon,LBN,maiz,601000
Lebanon,LBN,ocer,3000
Lebanon,LBN,oilp,21000
Lebanon,LBN,orts,1000
Lebanon,LBN,plnt,0
Lebanon,LBN,pota,119000
Lebanon,LBN,rice,91000
Lebanon,LBN,sorg,1000
Lebanon,LBN,soyb,231000
Lebanon,LBN,spis,6000
Lebanon,LBN,sugb,0
Lebanon,LBN,sugc,0
Lebanon,LBN,swpo,2000
Lebanon,LBN,tnut,25000
Lebanon,LBN,vege,141000
Lebanon,LBN,whea,761000
Lebanon,LBN,xfru,61000
Lebanon,LBN,xmil,0
Lebanon,LBN,xoil,176000
Lebanon,LBN,xpul,44000
Lebanon,LBN,yams,0
Lesotho,LSO,bana,1000
Lesotho,LSO,barl,12000
Lesotho,LSO,cass,0
Lesotho,LSO,cnut,0
Lesotho,LSO,coco,0
Lesotho,LSO,maiz,191000
Lesotho,LSO,ocer,7000
Lesotho,LSO,oilp,0
Lesotho,LSO,orts,0
Lesotho,LSO,plnt,0
Lesotho,LSO,pota,14000
Lesotho,LSO,rice,35000
Lesotho,LSO,sorg,0
Lesotho,LSO,soyb,1000
Lesotho,LSO,spis,9000
Lesotho,LSO,sugb,0
Lesotho,LSO,sugc,0
Lesotho,LSO,swpo,0
Lesotho,LSO,tnut,0
Lesotho,LSO,vege,23000
Lesotho,LSO,whea,157000
Lesotho,LSO,xfru,27000
Lesotho,LSO,xmil,0
Lesotho,LSO,xoil,32000
Lesotho,LSO,xpul,15000
Lesotho,LSO,yams,0
Liberia,LBR,bana,0
Liberia,LBR,barl,3000
Liberia,LBR,cass,0
Liberia,LBR,cnut,0
Liberia,LBR,coco,0
Liberia,LBR,maiz,1000
Liberia,LBR,ocer,1000
Liberia,LBR,oilp,31000
Liberia,LBR,orts,0
Liberia,LBR,plnt,0
Liberia,LBR,pota,2000
Liberia,LBR,rice,365000
Liberia,LBR,sorg,0
Liberia,LBR,soyb,0
Liberia,LBR,spis,0
Liberia,LBR,sugc,0
Liberia,LBR,swpo,0
Liberia,LBR,tnut,0
Liberia,LBR,vege,12000
Liberia,LBR,whea,81000
Liberia,LBR,xfru,2000
Liberia,LBR,xoil,3000
Liberia,LBR,xpul,0
Liberia,LBR,yams,0
Lithuania,LTU,bana,54000
Lithuania,LTU,barl,63000
Lithuania,LTU,cass,0
Lithuania,LTU,cnut,2000
Lithuania,LTU,coco,0
Lithuania,LTU,maiz,95000
Lithuania,LTU,ocer,61000
Lithuania,LTU,oilp,16000
Lithuania,LTU,orts,0
Lithuania,LTU,plnt,2000
Lithuania,LTU,pota,26000
Lithuania,LTU,rice,16000
Lithuania,LTU,sorg,0
Lithuania,LTU,soyb,9000
Lithuania,LTU,spis,2000
Lithuania,LTU,sugb,0
Lithuania,LTU,swpo,0
Lithuania,LTU,tnut,7000
Lithuania,LTU,vege,291000
Lithuania,LTU,whea,159000
Lithuania,LTU,xfru,468000
Lithuania,LTU,xmil,0
Lithuania,LTU,xoil,212000
Lithuania,LTU,xpul,19000
"China, Macao SAR",MAC,bana,3000
"China, Macao SAR",MAC,barl,0
"China, Macao SAR",MAC,cass,0
"China, Macao SAR",MAC,cnut,1000
"China, Macao SAR",MAC,coco,0
"China, Macao SAR",MAC,maiz,1000
"China, Macao SAR",MAC,ocer,2000
"China, Macao SAR",MAC,oilp,0
"China, Macao SAR",MAC,orts,2000
"China, Macao SAR",MAC,plnt,0
"China, Macao SAR",MAC,pota,7000
"China, Macao SAR",MAC,rice,24000
"China, Macao SAR",MAC,sorg,0
"China, Macao SAR",MAC,soyb,9000
"China, Macao SAR",MAC,spis,1000
"China, Macao SAR",MAC,sugc,1000
"China, Macao SAR",MAC,swpo,1000
"China, Macao SAR",MAC,tnut,1000
"China, Macao SAR",MAC,vege,87000
"China, Macao SAR",MAC,whea,34000
"China, Macao SAR",MAC,xfru,30000
"China, Macao SAR",MAC,xmil,0
"China, Macao SAR",MAC,xoil,7000
"China, Macao SAR",MAC,xpul,0
"China, Macao SAR",MAC,yams,0
Madagascar,MDG,bana,0
Madagascar,MDG,barl,0
Madagascar,MDG,cass,3000
Madagascar,MDG,cnut,1000
Madagascar,MDG,coco,0
Madagascar,MDG,maiz,15000
Madagascar,MDG,ocer,0
Madagascar,MDG,oilp,116000
Madagascar,MDG,orts,0
Madagascar,MDG,plnt,0
Madagascar,MDG,pota,0
Madagascar,MDG,rice,790000
Madagascar,MDG,sorg,1000
Madagascar,MDG,soyb,35000
Madagascar,MDG,spis,0
Madagascar,MDG,sugb,0
Madagascar,MDG,sugc,0
Madagascar,MDG,swpo,0
Madagascar,MDG,tnut,0
Madagascar,MDG,vege,18000
Madagascar,MDG,whea,320000
Madagascar,MDG,xfru,9000
Madagascar,MDG,xmil,0
Madagascar,MDG,xoil,8000
Madagascar,MDG,xpul,5000
Malawi,MWI,bana,0
Malawi,MWI,barl,0
Malawi,MWI,cass,0
Malawi,MWI,cnut,0
Malawi,MWI,coco,0
Malawi,MWI,maiz,48000
Malawi,MWI,ocer,2000
Malawi,MWI,oilp,13000
Malawi,MWI,orts,0
Malawi,MWI,plnt,1000
Malawi,MWI,pota,1000
Malawi,MWI,rice,1000
Malawi,MWI,sorg,1000
Malawi,MWI,soyb,16000
Malawi,MWI,spis,0
Malawi,MWI,sugb,0
Malawi,MWI,sugc,0
Malawi,MWI,swpo,0
Malawi,MWI,tnut,0
Malawi,MWI,vege,1000
Malawi,MWI,whea,186000
Malawi,MWI,xfru,8000
Malawi,MWI,xmil,0
Malawi,MWI,xoil,4000
Malawi,MWI,xpul,14000
Malawi,MWI,yams,0
Malaysia,MYS,bana,17000
Malaysia,MYS,barl,57000
Malaysia,MYS,cass,328000
Malaysia,MYS,cnut,379000
Malaysia,MYS,coco,332000
Malaysia,MYS,maiz,4161000
Malaysia,MYS,ocer,114000
Malaysia,MYS,oilp,798000
Malaysia,MYS,orts,43000
Malaysia,MYS,plnt,0
Malaysia,MYS,pota,509000
Malaysia,MYS,rice,1193000
Malaysia,MYS,sorg,0
Malaysia,MYS,soyb,914000
Malaysia,MYS,spis,128000
Malaysia,MYS,sugb,0
Malaysia,MYS,sugc,1000
Malaysia,MYS,swpo,12000
Malaysia,MYS,tnut,23000
Malaysia,MYS,vege,1328000
Malaysia,MYS,whea,1873000
Malaysia,MYS,xfru,721000
Malaysia,MYS,xmil,10000
Malaysia,MYS,xoil,1126000
Malaysia,MYS,xpul,103000
Malaysia,MYS,yams,6000
Maldives,MDV,bana,2000
Maldives,MDV,barl,0
Maldives,MDV,cass,0
Maldives,MDV,cnut,0
Maldives,MDV,coco,0
Maldives,MDV,maiz,0
Maldives,MDV,ocer,1000
Maldives,MDV,oilp,0
Maldives,MDV,orts,0
Maldives,MDV,plnt,0
Maldives,MDV,pota,8000
Maldives,MDV,rice,29000
Maldives,MDV,sorg,0
Maldives,MDV,soyb,1000
Maldives,MDV,spis,1000
Maldives,MDV,sugb,1000
Maldives,MDV,sugc,0
Maldives,MDV,swpo,0
Maldives,MDV,tnut,2000
Maldives,MDV,vege,41000
Maldives,MDV,whea,43000
Maldives,MDV,xfru,30000
Maldives,MDV,xmil,0
Maldives,MDV,xoil,11000
Maldives,MDV,xpul,2000
Maldives,MDV,yams,0
Mali,MLI,bana,10000
Mali,MLI,barl,2000
Mali,MLI,cass,0
Mali,MLI,cnut,2000
Mali,MLI,coco,0
Mali,MLI,maiz,7000
Mali,MLI,ocer,0
Mali,MLI,oilp,117000
Mali,MLI,orts,6000
Mali,MLI,plnt,16000
Mali,MLI,pota,47000
Mali,MLI,rice,325000
Mali,MLI,sorg,0
Mali,MLI,soyb,6000
Mali,MLI,spis,1000
Mali,MLI,sugb,0
Mali,MLI,sugc,0
Mali,MLI,swpo,0
Mali,MLI,tnut,5000
Mali,MLI,vege,76000
Mali,MLI,whea,374000
Mali,MLI,xfru,27000
Mali,MLI,xmil,0
Mali,MLI,xoil,141000
Mali,MLI,xpul,2000
Mali,MLI,yams,12000
Malta,MLT,bana,10000
Malta,MLT,barl,17000
Malta,MLT,cass,0
Malta,MLT,cnut,0
Malta,MLT,coco,0
Malta,MLT,maiz,56000
Malta,MLT,ocer,2000
Malta,MLT,oilp,0
Malta,MLT,orts,0
Malta,MLT,plnt,0
Malta,MLT,pota,14000
Malta,MLT,rice,3000
Malta,MLT,sorg,0
Malta,MLT,soyb,3000
Malta,MLT,spis,0
Malta,MLT,sugb,0
Malta,MLT,swpo,0
Malta,MLT,tnut,1000
Malta,MLT,vege,31000
Malta,MLT,whea,75000
Malta,MLT,xfru,25000
Malta,MLT,xmil,0
Malta,MLT,xoil,8000
Malta,MLT,xpul,1000
Malta,MLT,yams,0
Mauritania,MRT,bana,4000
Mauritania,MRT,barl,0
Mauritania,MRT,cass,0
Mauritania,MRT,cnut,0
Mauritania,MRT,coco,0
Mauritania,MRT,maiz,3000
Mauritania,MRT,ocer,3000
Mauritania,MRT,oilp,22000
Mauritania,MRT,orts,0
Mauritania,MRT,plnt,0
Mauritania,MRT,pota,41000
Mauritania,MRT,rice,51000
Mauritania,MRT,sorg,0
Mauritania,MRT,soyb,154000
Mauritania,MRT,spis,0
Mauritania,MRT,sugb,0
Mauritania,MRT,swpo,1000
Mauritania,MRT,tnut,0
Mauritania,MRT,vege,157000
Mauritania,MRT,whea,578000
Mauritania,MRT,xfru,26000
Mauritania,MRT,xmil,0
Mauritania,MRT,xoil,7000
Mauritania,MRT,xpul,1000
Mauritania,MRT,yams,0
Mauritius,MUS,bana,0
Mauritius,MUS,barl,8000
Mauritius,MUS,cass,0
Mauritius,MUS,cnut,1000
Mauritius,MUS,coco,0
Mauritius,MUS,maiz,110000
Mauritius,MUS,ocer,1000
Mauritius,MUS,oilp,6000
Mauritius,MUS,orts,0
Mauritius,MUS,pota,16000
Mauritius,MUS,rice,72000
Mauritius,MUS,soyb,26000
Mauritius,MUS,spis,2000
Mauritius,MUS,sugc,0
Mauritius,MUS,swpo,0
Mauritius,MUS,tnut,1000
Mauritius,MUS,vege,31000
Mauritius,MUS,whea,213000
Mauritius,MUS,xfru,29000
Mauritius,MUS,xmil,0
Mauritius,MUS,xoil,16000
Mauritius,MUS,xpul,13000
Mexico,MEX,bana,0
Mexico,MEX,barl,682000
Mexico,MEX,cass,7000
Mexico,MEX,cnut,11000
Mexico,MEX,coco,62000
Mexico,MEX,maiz,15521000
Mexico,MEX,ocer,287000
Mexico,MEX,oilp,557000
Mexico,MEX,orts,0
Mexico,MEX,plnt,0
Mexico,MEX,pota,422000
Mexico,MEX,rice,1305000
Mexico,MEX,sorg,428000
Mexico,MEX,soyb,4574000
Mexico,MEX,spis,50000
Mexico,MEX,sugb,0
Mexico,MEX,sugc,0
Mexico,MEX,swpo,4000
Mexico,MEX,tnut,57000
Mexico,MEX,vege,492000
Mexico,MEX,whea,5335000
Mexico,MEX,xfru,939000
Mexico,MEX,xmil,4000
Mexico,MEX,xoil,2265000
Mexico,MEX,xpul,259000
Mongolia,MNG,bana,3000
Mongolia,MNG,barl,18000
Mongolia,MNG,cass,0
Mongolia,MNG,cnut,0
Mongolia,MNG,coco,0
Mongolia,MNG,maiz,5000
Mongolia,MNG,ocer,17000
Mongolia,MNG,oilp,5000
Mongolia,MNG,orts,0
Mongolia,MNG,plnt,0
Mongolia,MNG,pota,2000
Mongolia,MNG,rice,34000
Mongolia,MNG,soyb,4000
Mongolia,MNG,spis,0
Mongolia,MNG,swpo,0
Mongolia,MNG,tnut,0
Mongolia,MNG,vege,87000
Mongolia,MNG,whea,35000
Mongolia,MNG,xfru,33000
Mongolia,MNG,xmil,2000
Mongolia,MNG,xoil,21000
Mongolia,MNG,xpul,0
Morocco,MAR,bana,10000
Morocco,MAR,barl,431000
Morocco,MAR,cass,0
Morocco,MAR,cnut,2000
Morocco,MAR,coco,1000
Morocco,MAR,maiz,2406000
Morocco,MAR,ocer,5000
Morocco,MAR,oilp,61000
Morocco,MAR,orts,0
Morocco,MAR,plnt,3000
Morocco,MAR,pota,72000
Morocco,MAR,rice,19000
Morocco,MAR,sorg,0
Morocco,MAR,soyb,566000
Morocco,MAR,spis,22000
Morocco,MAR,sugb,0
Morocco,MAR,sugc,0
Morocco,MAR,swpo,0
Morocco,MAR,tnut,10000
Morocco,MAR,vege,68000
Morocco,MAR,whea,3668000
Morocco,MAR,xfru,157000
Morocco,MAR,xmil,4000
Morocco,MAR,xoil,157000
Morocco,MAR,xpul,78000
Mozambique,MOZ,bana,0
Mozambique,MOZ,barl,34000
Mozambique,MOZ,cass,0
Mozambique,MOZ,cnut,1000
Mozambique,MOZ,coco,0
Mozambique,MOZ,maiz,170000
Mozambique,MOZ,ocer,0
Mozambique,MOZ,oilp,171000
Mozambique,MOZ,orts,0
Mozambique,MOZ,plnt,0
Mozambique,MOZ,pota,70000
Mozambique,MOZ,rice,985000
Mozambique,MOZ,sorg,4000
Mozambique,MOZ,soyb,102000
Mozambique,MOZ,spis,2000
Mozambique,MOZ,sugb,0
Mozambique,MOZ,sugc,0
Mozambique,MOZ,swpo,0
Mozambique,MOZ,tnut,3000
Mozambique,MOZ,vege,97000
Mozambique,MOZ,whea,780000
Mozambique,MOZ,xfru,33000
Mozambique,MOZ,xmil,0
Mozambique,MOZ,xoil,47000
Mozambique,MOZ,xpul,2000
Mozambique,MOZ,yams,0
Republic of Moldova,MDA,bana,12000
Republic of Moldova,MDA,barl,2000
Republic of Moldova,MDA,cass,0
Republic of Moldova,MDA,cnut,0
Republic of Moldova,MDA,coco,1000
Republic of Moldova,MDA,maiz,8000
Republic of Moldova,MDA,ocer,18000
Republic of Moldova,MDA,oilp,3000
Republic of Moldova,MDA,orts,0
Republic of Moldova,MDA,plnt,0
Republic of Moldova,MDA,pota,45000
Republic of Moldova,MDA,rice,13000
Republic of Moldova,MDA,sorg,0
Republic of Moldova,MDA,soyb,0
Republic of Moldova,MDA,spis,0
Republic of Moldova,MDA,sugb,0
