"Taxonkey","TaxonName","CommonName","Gear","GearName","Descript","bycatch","destruction","type"
601072,"Lampris guttatus","Opah",840,"bottom trawls","bathypelagic >=90 cm","high","destructive","pelagic"
600807,"Galeus melastomus","Blackmouth catshark",840,"bottom trawls","shark <90 cm","high","destructive","demersal"
600845,"Scyliorhinus canicula","Smallspotted catshark",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
600854,"Scyliorhinus stellaris","Nursehound",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
600854,"Scyliorhinus stellaris","Nursehound",840,"bottom trawls","shark >=90 cm","high","destructive","demersal"
600854,"Scyliorhinus stellaris","Nursehound",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
600854,"Scyliorhinus stellaris","Nursehound",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
602058,"Dipturus batis","Blue skate",840,"bottom trawls","rays >=90 cm","high","destructive","demersal"
690158,"Carcinus maenas","Green crab",500,"traps","lobsters crab","high","non-destructive","demersal"
600433,"Pseudotolithus elongatus","Bobo croaker",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
600453,"Pseudupeneus prayensis","West African goatfish",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
602060,"Dasyatis pastinaca","Common stingray",840,"bottom trawls","rays <90 cm","high","destructive","demersal"
602499,"Chelon labrosus","Thicklip grey mullet",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
602499,"Chelon labrosus","Thicklip grey mullet",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
602499,"Chelon labrosus","Thicklip grey mullet",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
602499,"Chelon labrosus","Thicklip grey mullet",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
604548,"Umbrina canariensis","Canary drum",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
604548,"Umbrina canariensis","Canary drum",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
690378,"Farfantepenaeus notialis","Southern pink shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
602508,"Epigonus telescopus","Bulls-eye",420,"with gorges or hooks","bathydemersal 30 - 90 cm","low","non-destructive","demersal"
602508,"Epigonus telescopus","Bulls-eye",840,"bottom trawls","bathydemersal 30 - 90 cm","high","destructive","demersal"
602508,"Epigonus telescopus","Bulls-eye",1400,"gillnets","bathydemersal 30 - 90 cm","high","non-destructive","demersal"
600232,"Coregonus lavaretus","Common whitefish",432,"pilks or jigs","demersal 30 - 90 cm","low","non-destructive","demersal"
602535,"Alopias vulpinus","Thintail thresher",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
602535,"Alopias vulpinus","Thintail thresher",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
601084,"Scomberesox saurus saurus","Atlantic saury",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600020,"Argentina sphyraena","Argentine",840,"bottom trawls","pelagic 30 - 90 cm","high","destructive","pelagic"
400266,"Triglidae","Searobins",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
400266,"Triglidae","Searobins",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
602700,"Argentina silus","Greater argentine",840,"bottom trawls","bathydemersal 30 - 90 cm","high","destructive","demersal"
690753,"Chaceon affinis","Deep-sea red crab",500,"traps","lobsters crab","high","non-destructive","demersal"
600398,"Plectorhinchus mediterraneus","Rubberlip grunt",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
600398,"Plectorhinchus mediterraneus","Rubberlip grunt",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
600418,"Argyrosomus regius","Meagre",840,"bottom trawls","benthopelagic >=90 cm","high","destructive","demersal"
604548,"Umbrina canariensis","Canary drum",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
604943,"Citharus linguatula","Atlantic spotted flounder",840,"bottom trawls","flatfish <90 cm","high","destructive","demersal"
605038,"Trigla lyra","Piper gurnard",840,"bottom trawls","bathydemersal 30 - 90 cm","high","destructive","demersal"
601888,"Alectis alexandrinus","African threadfish",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601888,"Alectis alexandrinus","African threadfish",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
601888,"Alectis alexandrinus","African threadfish",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601899,"Caranx rhonchus","False scad",850,"mid-water trawls","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
605009,"Pseudotolithus senegallus","Law croaker",840,"bottom trawls","demersal >=90 cm","high","destructive","demersal"
500136,"Salmo","Salmon and trout",424,"troll lines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
500142,"Scomber","Mackerels",1420,"driftnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
501096,"Molva","Lings",420,"with gorges or hooks","demersal >=90 cm","low","non-destructive","demersal"
601072,"Lampris guttatus","Opah",1400,"gillnets","bathypelagic >=90 cm","high","non-destructive","pelagic"
600071,"Caranx hippos","Crevalle jack",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600071,"Caranx hippos","Crevalle jack",1540,"trammel nets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600071,"Caranx hippos","Crevalle jack",420,"with gorges or hooks","pelagic 30 - 90 cm","low","non-destructive","pelagic"
690157,"Pecten jacobaeus","Great Mediterranean scallop",830,"dredges","demersal mollusc","high","destructive","demersal"
604641,"Dentex congoensis","Congo dentex",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
604641,"Dentex congoensis","Congo dentex",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
604641,"Dentex congoensis","Congo dentex",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
601888,"Alectis alexandrinus","African threadfish",922,"boat seines","pelagic 30 - 90 cm","high","non-destructive","pelagic"
690690,"Callista chione","Smooth callista",100,"without gear","demersal mollusc","low","non-destructive","demersal"
400243,"Holocentridae","Squirrelfishes soldierfishes",120,"by diving","reef-associated <30 cm","low","non-destructive","pelagic"
1e+05,"Marine animals","Marine animals",921,"beach seines","demersal <30 cm","high","non-destructive","demersal"
1e+05,"Marine animals","Marine animals",1020,"purse seines","demersal <30 cm","low","non-destructive","demersal"
300008,"Carcharhiniformes","Ground sharks",420,"with gorges or hooks","shark <90 cm","low","non-destructive","demersal"
300008,"Carcharhiniformes","Ground sharks",840,"bottom trawls","shark <90 cm","high","destructive","demersal"
300008,"Carcharhiniformes","Ground sharks",1400,"gillnets","shark <90 cm","high","non-destructive","demersal"
300060,"Perciformes","Perch-likes",1020,"purse seines","demersal <30 cm","low","non-destructive","demersal"
300060,"Perciformes","Perch-likes",921,"beach seines","demersal <30 cm","high","non-destructive","demersal"
690242,"Carcinus aestuarii","Mediterranean shore crab",500,"traps","lobsters crab","high","non-destructive","demersal"
600412,"Elagatis bipinnulata","Rainbow runner",420,"with gorges or hooks","pelagic >=90 cm","low","non-destructive","pelagic"
600126,"Scomberomorus maculatus","Spanish mackerel",500,"traps","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600126,"Scomberomorus maculatus","Spanish mackerel",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600438,"Dentex macrophthalmus","Large-eye dentex",840,"bottom trawls","benthopelagic 30 - 90 cm","high","destructive","demersal"
601306,"Umbrina cirrosa","Shi drum",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
604887,"Spicara maena","Blotched picarel",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
604887,"Spicara maena","Blotched picarel",921,"beach seines","demersal <30 cm","high","non-destructive","demersal"
604887,"Spicara maena","Blotched picarel",1020,"purse seines","demersal <30 cm","low","non-destructive","demersal"
600138,"Somniosus microcephalus","Greenland shark",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
507720,"Stolephorus","Indo-Pacific anchovies",840,"bottom trawls","pelagic <30 cm","high","destructive","pelagic"
507720,"Stolephorus","Indo-Pacific anchovies",1410,"set gillnets","pelagic <30 cm","high","non-destructive","pelagic"
507720,"Stolephorus","Indo-Pacific anchovies",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
601454,"Dussumieria elopsoides","Slender rainbow sardine",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
601454,"Dussumieria elopsoides","Slender rainbow sardine",1410,"set gillnets","pelagic <30 cm","high","non-destructive","pelagic"
601454,"Dussumieria elopsoides","Slender rainbow sardine",850,"mid-water trawls","pelagic <30 cm","high","non-destructive","pelagic"
601454,"Dussumieria elopsoides","Slender rainbow sardine",840,"bottom trawls","pelagic <30 cm","high","destructive","pelagic"
300028,"Clupeiformes","Herrings",922,"boat seines","pelagic <30 cm","high","non-destructive","pelagic"
300028,"Clupeiformes","Herrings",1210,"hand liftnets","pelagic <30 cm","low","non-destructive","pelagic"
300028,"Clupeiformes","Herrings",921,"beach seines","pelagic <30 cm","high","non-destructive","pelagic"
300028,"Clupeiformes","Herrings",1420,"driftnets","pelagic <30 cm","high","non-destructive","pelagic"
290005,"Ascidiacea","Sea squirts",830,"dredges","demersal mollusc","high","destructive","demersal"
290005,"Ascidiacea","Sea squirts",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
290005,"Ascidiacea","Sea squirts",120,"by diving","demersal mollusc","low","non-destructive","demersal"
290005,"Ascidiacea","Sea squirts",213,"raking devices","demersal mollusc","high","destructive","demersal"
300026,"Anguilliformes","Eels and morays",700,"bagnets","demersal 30 - 90 cm","low","non-destructive","demersal"
300026,"Anguilliformes","Eels and morays",922,"boat seines","demersal 30 - 90 cm","high","non-destructive","demersal"
690694,"Nematopalaemon schmitti","Whitebelly prawn",830,"dredges","lobsters crab","high","destructive","demersal"
690694,"Nematopalaemon schmitti","Whitebelly prawn",500,"traps","lobsters crab","high","non-destructive","demersal"
690694,"Nematopalaemon schmitti","Whitebelly prawn",551,"pots","lobsters crab","high","non-destructive","demersal"
690694,"Nematopalaemon schmitti","Whitebelly prawn",840,"bottom trawls","lobsters crab","high","destructive","demersal"
690694,"Nematopalaemon schmitti","Whitebelly prawn",1030,"ring nets","lobsters crab","low","non-destructive","demersal"
500856,"Chirocentrus","Wolf herring",1020,"purse seines","benthopelagic >=90 cm","low","non-destructive","demersal"
590103,"Euphausia","Euphausia",850,"mid-water trawls","krill","high","non-destructive","pelagic"
400318,"Leiognathidae","Slimys slipmouths or ponyfishes",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
390017,"Stomatopoda","Mantis shrimps",840,"bottom trawls","shrimp","high","destructive","demersal"
600114,"Sarda orientalis","Striped bonito",424,"troll lines","pelagic >=90 cm","low","non-destructive","pelagic"
600114,"Sarda orientalis","Striped bonito",1020,"purse seines","pelagic >=90 cm","low","non-destructive","pelagic"
507720,"Stolephorus","Indo-Pacific anchovies",850,"mid-water trawls","pelagic <30 cm","high","non-destructive","pelagic"
690124,"Todarodes sagittatus","European flying squid",433,"squid hooks","cephalopods","low","non-destructive","pelagic"
509289,"Hemiramphus","Halfbeaks",1420,"driftnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
608421,"Bregmaceros mcclellandi","Spotted codlet",1420,"driftnets","pelagic <30 cm","high","non-destructive","pelagic"
608421,"Bregmaceros mcclellandi","Spotted codlet",922,"boat seines","pelagic <30 cm","high","non-destructive","pelagic"
608421,"Bregmaceros mcclellandi","Spotted codlet",921,"beach seines","pelagic <30 cm","high","non-destructive","pelagic"
608421,"Bregmaceros mcclellandi","Spotted codlet",1210,"hand liftnets","pelagic <30 cm","low","non-destructive","pelagic"
608421,"Bregmaceros mcclellandi","Spotted codlet",1410,"set gillnets","pelagic <30 cm","high","non-destructive","pelagic"
600125,"Scomberomorus lineolatus","Streaked seerfish",1420,"driftnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601511,"Sardinella longiceps","Indian oil sardine",1420,"driftnets","pelagic <30 cm","high","non-destructive","pelagic"
601511,"Sardinella longiceps","Indian oil sardine",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
601511,"Sardinella longiceps","Indian oil sardine",1400,"gillnets","pelagic <30 cm","high","non-destructive","pelagic"
601511,"Sardinella longiceps","Indian oil sardine",921,"beach seines","pelagic <30 cm","high","non-destructive","pelagic"
601511,"Sardinella longiceps","Indian oil sardine",922,"boat seines","pelagic <30 cm","high","non-destructive","pelagic"
400020,"Dasyatidae","Stingrays",420,"with gorges or hooks","rays >=90 cm","low","non-destructive","demersal"
400016,"Pristidae","Sawfishes",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
590134,"Meretrix","Hard clams",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
590134,"Meretrix","Hard clams",830,"dredges","demersal mollusc","high","destructive","demersal"
590134,"Meretrix","Hard clams",213,"raking devices","demersal mollusc","high","destructive","demersal"
590134,"Meretrix","Hard clams",120,"by diving","demersal mollusc","low","non-destructive","demersal"
509289,"Hemiramphus","Halfbeaks",560,"trapping gear","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600093,"Auxis rochei rochei","Bullet tuna",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
600116,"Scomber australasicus","Blue mackerel",900,"seine nets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600109,"Rastrelliger brachysoma","Short mackerel",900,"seine nets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600109,"Rastrelliger brachysoma","Short mackerel",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
600109,"Rastrelliger brachysoma","Short mackerel",1020,"purse seines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
600109,"Rastrelliger brachysoma","Short mackerel",1320,"cast nets, with or without pockets","pelagic 30 - 90 cm","low","non-destructive","pelagic"
600388,"Selaroides leptolepis","Yellowstripe scad",1410,"set gillnets","pelagic <30 cm","high","non-destructive","pelagic"
600388,"Selaroides leptolepis","Yellowstripe scad",850,"mid-water trawls","pelagic <30 cm","high","non-destructive","pelagic"
600388,"Selaroides leptolepis","Yellowstripe scad",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
600388,"Selaroides leptolepis","Yellowstripe scad",840,"bottom trawls","pelagic <30 cm","high","destructive","pelagic"
600388,"Selaroides leptolepis","Yellowstripe scad",1010,"lampara-like nets","pelagic <30 cm","low","non-destructive","pelagic"
601453,"Dussumieria acuta","Rainbow sardine",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
601453,"Dussumieria acuta","Rainbow sardine",840,"bottom trawls","pelagic <30 cm","high","destructive","pelagic"
601453,"Dussumieria acuta","Rainbow sardine",1410,"set gillnets","pelagic <30 cm","high","non-destructive","pelagic"
601453,"Dussumieria acuta","Rainbow sardine",1010,"lampara-like nets","pelagic <30 cm","low","non-destructive","pelagic"
601453,"Dussumieria acuta","Rainbow sardine",850,"mid-water trawls","pelagic <30 cm","high","non-destructive","pelagic"
601235,"Sphyraena barracuda","Great barracuda",424,"troll lines","pelagic >=90 cm","low","non-destructive","pelagic"
601235,"Sphyraena barracuda","Great barracuda",850,"mid-water trawls","pelagic >=90 cm","high","non-destructive","pelagic"
601235,"Sphyraena barracuda","Great barracuda",1400,"gillnets","pelagic >=90 cm","high","non-destructive","pelagic"
601235,"Sphyraena barracuda","Great barracuda",420,"with gorges or hooks","pelagic >=90 cm","low","non-destructive","pelagic"
601235,"Sphyraena barracuda","Great barracuda",1020,"purse seines","pelagic >=90 cm","low","non-destructive","pelagic"
601508,"Sardinella gibbosa","Goldstripe sardinella",840,"bottom trawls","pelagic <30 cm","high","destructive","pelagic"
601508,"Sardinella gibbosa","Goldstripe sardinella",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
601508,"Sardinella gibbosa","Goldstripe sardinella",850,"mid-water trawls","pelagic <30 cm","high","non-destructive","pelagic"
601508,"Sardinella gibbosa","Goldstripe sardinella",1410,"set gillnets","pelagic <30 cm","high","non-destructive","pelagic"
601508,"Sardinella gibbosa","Goldstripe sardinella",1010,"lampara-like nets","pelagic <30 cm","low","non-destructive","pelagic"
604458,"Terapon jarbua","Jarbua terapon",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
605604,"Cheilinus undulatus","Humphead wrasse",840,"bottom trawls","reef-associated >=90 cm","high","destructive","pelagic"
605604,"Cheilinus undulatus","Humphead wrasse",1400,"gillnets","reef-associated >=90 cm","high","non-destructive","pelagic"
605604,"Cheilinus undulatus","Humphead wrasse",1410,"set gillnets","reef-associated >=90 cm","high","non-destructive","pelagic"
605604,"Cheilinus undulatus","Humphead wrasse",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
605604,"Cheilinus undulatus","Humphead wrasse",921,"beach seines","reef-associated >=90 cm","high","non-destructive","pelagic"
604461,"Epinephelus tauvina","Greasy grouper",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
400459,"Caesionidae","Fusiliers",1100,"drive-in nets","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
604544,"Sillago sihama","Silver sillago",422,"set lines","demersal 30 - 90 cm","high","non-destructive","demersal"
601619,"Anodontostoma chacunda","Chacunda gizzard shad",1400,"gillnets","pelagic <30 cm","high","non-destructive","pelagic"
604826,"Plectropomus leopardus","Leopard coralgrouper",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
606457,"Cromileptes altivelis","Humpback grouper",420,"with gorges or hooks","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
606457,"Cromileptes altivelis","Humpback grouper",312,"explosives","reef-associated 30 - 90 cm","high","destructive","pelagic"
606444,"Cephalopholis boenak","Chocolate hind",120,"by diving","reef-associated <30 cm","low","non-destructive","pelagic"
606444,"Cephalopholis boenak","Chocolate hind",421,"handlines","reef-associated <30 cm","low","non-destructive","pelagic"
606444,"Cephalopholis boenak","Chocolate hind",840,"bottom trawls","reef-associated <30 cm","high","destructive","pelagic"
604923,"Epinephelus merra","Honeycomb grouper",420,"with gorges or hooks","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
604923,"Epinephelus merra","Honeycomb grouper",312,"explosives","reef-associated 30 - 90 cm","high","destructive","pelagic"
601510,"Sardinella lemuru","Bali sardinella",1020,"purse seines","pelagic <30 cm","low","non-destructive","pelagic"
601600,"Tenualosa toli","Toli shad",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
615380,"Rhynchobatus australiae","White-spotted shovelnose ray",1500,"tangle nets","rays >=90 cm","high","non-destructive","demersal"
690050,"Anadara granosa","Blood cockle",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
690050,"Anadara granosa","Blood cockle",213,"raking devices","demersal mollusc","high","destructive","demersal"
690050,"Anadara granosa","Blood cockle",830,"dredges","demersal mollusc","high","destructive","demersal"
690050,"Anadara granosa","Blood cockle",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690060,"Perna viridis","Brown mussel",830,"dredges","demersal mollusc","high","destructive","demersal"
690060,"Perna viridis","Brown mussel",110,"grasping with hand","demersal mollusc","low","non-destructive","demersal"
690060,"Perna viridis","Brown mussel",120,"by diving","demersal mollusc","low","non-destructive","demersal"
690060,"Perna viridis","Brown mussel",213,"raking devices","demersal mollusc","high","destructive","demersal"
601964,"Trachinotus mookalee","Indian pompano",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
601964,"Trachinotus mookalee","Indian pompano",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
601964,"Trachinotus mookalee","Indian pompano",700,"bagnets","demersal 30 - 90 cm","low","non-destructive","demersal"
601964,"Trachinotus mookalee","Indian pompano",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
601964,"Trachinotus mookalee","Indian pompano",922,"boat seines","demersal 30 - 90 cm","high","non-destructive","demersal"
601951,"Scomberoides lysan","Doublespotted queenfish",422,"set lines","reef-associated >=90 cm","high","non-destructive","pelagic"
604824,"Otolithes ruber","Tiger-toothed croaker",840,"bottom trawls","benthopelagic >=90 cm","high","destructive","demersal"
600041,"Arnoglossus laterna","Scaldfish",421,"handlines","flatfish <90 cm","low","non-destructive","demersal"
600041,"Arnoglossus laterna","Scaldfish",422,"set lines","flatfish <90 cm","high","non-destructive","demersal"
600041,"Arnoglossus laterna","Scaldfish",840,"bottom trawls","flatfish <90 cm","high","destructive","demersal"
600041,"Arnoglossus laterna","Scaldfish",1400,"gillnets","flatfish <90 cm","high","non-destructive","demersal"
600950,"Platycephalus indicus","Bartail flathead",421,"handlines","demersal >=90 cm","low","non-destructive","demersal"
600950,"Platycephalus indicus","Bartail flathead",840,"bottom trawls","demersal >=90 cm","high","destructive","demersal"
600950,"Platycephalus indicus","Bartail flathead",900,"seine nets","demersal >=90 cm","high","non-destructive","demersal"
601452,"Chirocentrus nudus","Whitefin wolf-herring",420,"with gorges or hooks","pelagic >=90 cm","low","non-destructive","pelagic"
601452,"Chirocentrus nudus","Whitefin wolf-herring",1400,"gillnets","pelagic >=90 cm","high","non-destructive","pelagic"
601452,"Chirocentrus nudus","Whitefin wolf-herring",424,"troll lines","pelagic >=90 cm","low","non-destructive","pelagic"
601452,"Chirocentrus nudus","Whitefin wolf-herring",1020,"purse seines","pelagic >=90 cm","low","non-destructive","pelagic"
601452,"Chirocentrus nudus","Whitefin wolf-herring",1420,"driftnets","pelagic >=90 cm","high","non-destructive","pelagic"
600054,"Capros aper","Boarfish",900,"seine nets","demersal 30 - 90 cm","high","non-destructive","demersal"
400010,"Scyliorhinidae","Cat sharks",840,"bottom trawls","shark <90 cm","high","destructive","demersal"
601511,"Sardinella longiceps","Indian oil sardine",850,"mid-water trawls","pelagic <30 cm","high","non-destructive","pelagic"
601511,"Sardinella longiceps","Indian oil sardine",840,"bottom trawls","pelagic <30 cm","high","destructive","pelagic"
601511,"Sardinella longiceps","Indian oil sardine",1410,"set gillnets","pelagic <30 cm","high","non-destructive","pelagic"
601895,"Caranx ignobilis","Giant trevally",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
500384,"Gymnothorax","Gymnothorax",420,"with gorges or hooks","demersal 30 - 90 cm","low","non-destructive","demersal"
500384,"Gymnothorax","Gymnothorax",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
500384,"Gymnothorax","Gymnothorax",850,"mid-water trawls","demersal 30 - 90 cm","high","non-destructive","demersal"
400252,"Caproidae","Boarfishes",1400,"gillnets","bathydemersal <30 cm","high","non-destructive","demersal"
400252,"Caproidae","Boarfishes",420,"with gorges or hooks","bathydemersal <30 cm","low","non-destructive","demersal"
490031,"Portunidae","Swimming crabs",500,"traps","lobsters crab","high","non-destructive","demersal"
490031,"Portunidae","Swimming crabs",830,"dredges","lobsters crab","high","destructive","demersal"
490031,"Portunidae","Swimming crabs",840,"bottom trawls","lobsters crab","high","destructive","demersal"
490031,"Portunidae","Swimming crabs",1400,"gillnets","lobsters crab","high","non-destructive","demersal"
490031,"Portunidae","Swimming crabs",551,"pots","lobsters crab","high","non-destructive","demersal"
600884,"Carcharhinus sorrah","Spottail shark",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
500351,"Rhinobatos","Guitarfish",840,"bottom trawls","rays >=90 cm","high","destructive","demersal"
604996,"Mustelus mustelus","Smooth-hound",420,"with gorges or hooks","shark >=90 cm","low","non-destructive","demersal"
604996,"Mustelus mustelus","Smooth-hound",1420,"driftnets","shark >=90 cm","high","non-destructive","demersal"
604996,"Mustelus mustelus","Smooth-hound",1400,"gillnets","shark >=90 cm","high","non-destructive","demersal"
610238,"Benthosema pterotum","Skinnycheek lanternfish",850,"mid-water trawls","bathypelagic <30 cm","high","non-destructive","pelagic"
610238,"Benthosema pterotum","Skinnycheek lanternfish",840,"bottom trawls","bathypelagic <30 cm","high","destructive","pelagic"
614383,"Scarus persicus","Gulf parrotfish",500,"traps","benthopelagic 30 - 90 cm","high","non-destructive","demersal"
646376,"Liza klunzingeri","Klunzingers mullet",840,"bottom trawls","demersal <30 cm","high","destructive","demersal"
646376,"Liza klunzingeri","Klunzingers mullet",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
646376,"Liza klunzingeri","Klunzingers mullet",421,"handlines","demersal <30 cm","low","non-destructive","demersal"
604559,"Nemipterus japonicus","Japanese threadfin bream",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
490039,"Palinuridae","Spiny lobsters",500,"traps","lobsters crab","high","non-destructive","demersal"
600162,"Lutjanus malabaricus","Malabar blood snapper",421,"handlines","reef-associated >=90 cm","low","non-destructive","pelagic"
400163,"Chlorophthalmidae","Greeneyes",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
605503,"Rhynchobatus djiddensis","Giant guitarfish",1500,"tangle nets","rays >=90 cm","high","non-destructive","demersal"
605659,"Valamugil seheli","Bluespot mullet",500,"traps","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
605659,"Valamugil seheli","Bluespot mullet",100,"without gear","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
605659,"Valamugil seheli","Bluespot mullet",1400,"gillnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
605659,"Valamugil seheli","Bluespot mullet",420,"with gorges or hooks","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
605659,"Valamugil seheli","Bluespot mullet",1420,"driftnets","reef-associated 30 - 90 cm","high","non-destructive","pelagic"
606006,"Pomadasys kaakan","Javelin grunter",421,"handlines","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
606465,"Epinephelus coioides","Orange-spotted grouper",420,"with gorges or hooks","reef-associated >=90 cm","low","non-destructive","pelagic"
601055,"Saurida undosquamis","Brushtooth lizardfish",700,"bagnets","demersal 30 - 90 cm","low","non-destructive","demersal"
601055,"Saurida undosquamis","Brushtooth lizardfish",922,"boat seines","demersal 30 - 90 cm","high","non-destructive","demersal"
601055,"Saurida undosquamis","Brushtooth lizardfish",1400,"gillnets","demersal 30 - 90 cm","high","non-destructive","demersal"
690598,"Scyllarides latus","Mediterranean slipper lobster",551,"pots","lobsters crab","high","non-destructive","demersal"
690598,"Scyllarides latus","Mediterranean slipper lobster",830,"dredges","lobsters crab","high","destructive","demersal"
690683,"Aristaeomorpha foliacea","Giant red shrimp",840,"bottom trawls","shrimp","high","destructive","demersal"
690684,"Eledone cirrhosa","Horned octopus",400,"Lines","cephalopods","low","non-destructive","pelagic"
690684,"Eledone cirrhosa","Horned octopus",433,"squid hooks","cephalopods","low","non-destructive","pelagic"
690684,"Eledone cirrhosa","Horned octopus",840,"bottom trawls","cephalopods","high","destructive","pelagic"
600264,"Lutjanus johnii","Johns snapper",421,"handlines","reef-associated 30 - 90 cm","low","non-destructive","pelagic"
290011,"Echinoidea","Sea urchins",831,"hand dredges","demersal mollusc","high","destructive","demersal"
290011,"Echinoidea","Sea urchins",500,"traps","demersal mollusc","high","non-destructive","demersal"
400377,"Trachinidae","Weeverfishes",1400,"gillnets","demersal <30 cm","high","non-destructive","demersal"
601773,"Trachinotus ovatus","Derbio",424,"troll lines","pelagic 30 - 90 cm","low","non-destructive","pelagic"
601773,"Trachinotus ovatus","Derbio",850,"mid-water trawls","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601773,"Trachinotus ovatus","Derbio",922,"boat seines","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601773,"Trachinotus ovatus","Derbio",1400,"gillnets","pelagic 30 - 90 cm","high","non-destructive","pelagic"
601707,"Sciaena umbra","Brown meagre",840,"bottom trawls","demersal 30 - 90 cm","high","destructive","demersal"
