iso3c,animal,system,product,feedstuff,tonnes_feedstuff
USA,salmon,aquaculture,meat,"marine oil, trimmings",496.35300000000007
USA,salmon,aquaculture,meat,micro ingredients,763.62
AUS,shrimp,aquaculture,meat,maize meal,287.66104659295064
AUS,shrimp,aquaculture,meat,soybean oil,1265.7086051769943
AUS,shrimp,aquaculture,meat,sunflower oilcake,1208.1763953543666
AUS,shrimp,aquaculture,meat,wheat meal,2790.312152875688
AUS,shrimp,aquaculture,meat,fofm,488.9968247284188
BGD,shrimp,aquaculture,meat,cassava meal,5014.4016265962
BGD,shrimp,aquaculture,meat,maize meal,15329.28779931031
BGD,shrimp,aquaculture,meat,soybean cake,30086.409732952412
BGD,shrimp,aquaculture,meat,soybean oil,3264.5255129421407
BGD,shrimp,aquaculture,meat,sunflower oilcake,10409.81307310557
BGD,shrimp,aquaculture,meat,wheat,1367.5640775603554
BGD,shrimp,aquaculture,meat,wheat bran,4102.692245993436
BGD,shrimp,aquaculture,meat,wheat meal,36827.34993153957
BGD,shrimp,aquaculture,meat,fofm,9371.684179652411
BLZ,shrimp,aquaculture,meat,maize meal,33.730569943593096
BLZ,shrimp,aquaculture,meat,soybean oil,148.41450777151033
BLZ,shrimp,aquaculture,meat,sunflower oilcake,141.66839372368926
BLZ,shrimp,aquaculture,meat,wheat meal,327.1865285612073
BLZ,shrimp,aquaculture,meat,fofm,57.338808274714346
BRA,shrimp,aquaculture,meat,maize meal,4047.668393231171
BRA,shrimp,aquaculture,meat,soybean oil,17809.74093258124
BRA,shrimp,aquaculture,meat,sunflower oilcake,17000.20724684271
BRA,shrimp,aquaculture,meat,wheat meal,39262.383427344874
BRA,shrimp,aquaculture,meat,fofm,6880.656992965722
BRN,shrimp,aquaculture,meat,maize meal,83.65181346011087
BRN,shrimp,aquaculture,meat,soybean oil,368.0679792733456
BRN,shrimp,aquaculture,meat,sunflower oilcake,351.33761643474935
BRN,shrimp,aquaculture,meat,wheat meal,811.4225908317941
BRN,shrimp,aquaculture,meat,fofm,142.20024452129158
KHM,shrimp,aquaculture,meat,maize meal,67.46113988718619
KHM,shrimp,aquaculture,meat,soybean oil,296.82901554302066
KHM,shrimp,aquaculture,meat,sunflower oilcake,283.3367874473785
KHM,shrimp,aquaculture,meat,wheat meal,654.3730571224146
KHM,shrimp,aquaculture,meat,fofm,114.67761654942869
CHN,shrimp,aquaculture,meat,cassava meal,9053.560133829373
CHN,shrimp,aquaculture,meat,maize meal,115311.64354836286
CHN,shrimp,aquaculture,meat,soybean cake,82910.85634232144
CHN,shrimp,aquaculture,meat,soybean oil,354103.0946190135
CHN,shrimp,aquaculture,meat,sunflower oilcake,347507.07392308896
CHN,shrimp,aquaculture,meat,wheat,2469.1527594015392
CHN,shrimp,aquaculture,meat,wheat bran,7407.458302240254
CHN,shrimp,aquaculture,meat,wheat meal,832627.6683717418
CHN,shrimp,aquaculture,meat,fofm,154259.0546119302
COL,shrimp,aquaculture,meat,maize meal,249.6062175825889
COL,shrimp,aquaculture,meat,soybean oil,1098.2673575091765
COL,shrimp,aquaculture,meat,sunflower oilcake,1048.3461135553005
COL,shrimp,aquaculture,meat,wheat meal,2421.180311352934
COL,shrimp,aquaculture,meat,fofm,424.30718123288614
CRI,shrimp,aquaculture,meat,maize meal,202.38341966155858
CRI,shrimp,aquaculture,meat,soybean oil,890.487046629062
CRI,shrimp,aquaculture,meat,sunflower oilcake,850.0103623421355
CRI,shrimp,aquaculture,meat,wheat meal,1963.1191713672438
CRI,shrimp,aquaculture,meat,fofm,344.032849648286
CUB,shrimp,aquaculture,meat,maize meal,379.87367870474543
CUB,shrimp,aquaculture,meat,soybean oil,1671.4441865227493
CUB,shrimp,aquaculture,meat,sunflower oilcake,1595.4694501161885
CUB,shrimp,aquaculture,meat,wheat meal,3684.7746846563164
CUB,shrimp,aquaculture,meat,fofm,645.749658789833
ECU,shrimp,aquaculture,meat,maize meal,29682.901550361923
ECU,shrimp,aquaculture,meat,soybean oil,130604.76683892909
ECU,shrimp,aquaculture,meat,sunflower oilcake,124668.18647684655
ECU,shrimp,aquaculture,meat,wheat meal,287924.1451338624
ECU,shrimp,aquaculture,meat,fofm,50458.15128174862
SLV,shrimp,aquaculture,meat,maize meal,77.58031087026411
SLV,shrimp,aquaculture,meat,soybean oil,341.35336787447375
SLV,shrimp,aquaculture,meat,sunflower oilcake,325.8373055644853
SLV,shrimp,aquaculture,meat,wheat meal,752.5290156907768
SLV,shrimp,aquaculture,meat,fofm,131.879259031843
GTM,shrimp,aquaculture,meat,maize meal,1110.0730568436488
GTM,shrimp,aquaculture,meat,soybean oil,4884.321450760405
GTM,shrimp,aquaculture,meat,sunflower oilcake,4662.306837446614
GTM,shrimp,aquaculture,meat,wheat meal,10767.708654949332
GTM,shrimp,aquaculture,meat,fofm,1887.020180320849
HND,shrimp,aquaculture,meat,maize meal,2125.025906446365
HND,shrimp,aquaculture,meat,soybean oil,9350.11398960515
HND,shrimp,aquaculture,meat,sunflower oilcake,8925.108804592423
HND,shrimp,aquaculture,meat,wheat meal,20612.75129935606
HND,shrimp,aquaculture,meat,fofm,3612.344921307004
IND,shrimp,aquaculture,meat,cassava meal,4237.1140717014805
IND,shrimp,aquaculture,meat,maize meal,51682.97903388452
IND,shrimp,aquaculture,meat,soybean cake,25422.68440771123
IND,shrimp,aquaculture,meat,soybean oil,173170.04766779824
IND,shrimp,aquaculture,meat,sunflower oilcake,171461.75680302622
IND,shrimp,aquaculture,meat,wheat,1155.576562964261
IND,shrimp,aquaculture,meat,wheat bran,3466.729700141588
IND,shrimp,aquaculture,meat,wheat meal,406798.7337527723
IND,shrimp,aquaculture,meat,fofm,73756.17053754709
IDN,shrimp,aquaculture,meat,cassava meal,9027.326767477914
IDN,shrimp,aquaculture,meat,maize meal,77972.43670613146
IDN,shrimp,aquaculture,meat,soybean cake,54163.96055693542
IDN,shrimp,aquaculture,meat,soybean oil,227528.9389422227
IDN,shrimp,aquaculture,meat,sunflower oilcake,230317.3714566943
IDN,shrimp,aquaculture,meat,wheat,2461.9982049547134
IDN,shrimp,aquaculture,meat,wheat bran,7385.994638830131
IDN,shrimp,aquaculture,meat,wheat meal,554941.1827267532
IDN,shrimp,aquaculture,meat,fofm,102505.16094078957
IRN,shrimp,aquaculture,meat,maize meal,2181.1535748325036
IRN,shrimp,aquaculture,meat,soybean oil,9597.0757305369425
IRN,shrimp,aquaculture,meat,sunflower oilcake,9160.84501174864
IRN,shrimp,aquaculture,meat,wheat meal,21157.189682881904
IRN,shrimp,aquaculture,meat,fofm,3707.756698276128
JPN,shrimp,aquaculture,meat,cassava meal,95.99994064831253
JPN,shrimp,aquaculture,meat,maize meal,279.27255454376484
JPN,shrimp,aquaculture,meat,soybean cake,575.9996433801477
JPN,shrimp,aquaculture,meat,sunflower oilcake,139.63627714445016
JPN,shrimp,aquaculture,meat,wheat,26.181801948655636
JPN,shrimp,aquaculture,meat,wheat bran,78.54540610083015
JPN,shrimp,aquaculture,meat,wheat meal,567.2723762338388
JPN,shrimp,aquaculture,meat,fofm,155.27349280792643
KOR,shrimp,aquaculture,meat,maize meal,347.0201035796857
KOR,shrimp,aquaculture,meat,soybean oil,1526.888455953298
KOR,shrimp,aquaculture,meat,sunflower oilcake,1457.484434629315
KOR,shrimp,aquaculture,meat,wheat meal,3366.0950058377002
KOR,shrimp,aquaculture,meat,fofm,589.9016595302611
MDG,shrimp,aquaculture,meat,cassava meal,385.63048536644897
MDG,shrimp,aquaculture,meat,maize meal,1121.8341389686389
MDG,shrimp,aquaculture,meat,soybean cake,2313.782910151125
MDG,shrimp,aquaculture,meat,sunflower oilcake,560.9170689724257
MDG,shrimp,aquaculture,meat,wheat,105.17195036834417
MDG,shrimp,aquaculture,meat,wheat bran,315.5158521288148
MDG,shrimp,aquaculture,meat,wheat meal,2278.725594044202
MDG,shrimp,aquaculture,meat,fofm,623.7315564123426
MYS,shrimp,aquaculture,meat,cassava meal,718.4340610000733
MYS,shrimp,aquaculture,meat,maize meal,4494.847408260409
MYS,shrimp,aquaculture,meat,soybean cake,4310.604362185795
MYS,shrimp,aquaculture,meat,soybean oil,10581.37261923822
MYS,shrimp,aquaculture,meat,sunflower oilcake,11145.396129000184
MYS,shrimp,aquaculture,meat,wheat,195.9365617441445
MYS,shrimp,aquaculture,meat,wheat bran,587.8096871397518
MYS,shrimp,aquaculture,meat,wheat meal,27572.409091431415
MYS,shrimp,aquaculture,meat,fofm,5250.051376144733
MEX,shrimp,aquaculture,meat,maize meal,10121.184698103561
MEX,shrimp,aquaculture,meat,soybean oil,44533.21267756706
MEX,shrimp,aquaculture,meat,sunflower oilcake,42508.97572021208
MEX,shrimp,aquaculture,meat,wheat meal,98175.4916041173
MEX,shrimp,aquaculture,meat,fofm,17205.065609268306
MMR,shrimp,aquaculture,meat,cassava meal,3921.499023107274
MMR,shrimp,aquaculture,meat,maize meal,11407.997155290921
MMR,shrimp,aquaculture,meat,soybean cake,23528.994117821796
MMR,shrimp,aquaculture,meat,sunflower oilcake,5703.998572439984
MMR,shrimp,aquaculture,meat,wheat,1069.499731681823
MMR,shrimp,aquaculture,meat,wheat bran,3208.4992054563713
MMR,shrimp,aquaculture,meat,wheat meal,23172.494214201826
MMR,shrimp,aquaculture,meat,fofm,6342.762779316792
NCL,shrimp,aquaculture,meat,maize meal,97.81865283641997
NCL,shrimp,aquaculture,meat,soybean oil,430.4020725373799
NCL,shrimp,aquaculture,meat,sunflower oilcake,410.8383417986988
NCL,shrimp,aquaculture,meat,wheat meal,948.8409328275011
NCL,shrimp,aquaculture,meat,fofm,166.28254399667156
NIC,shrimp,aquaculture,meat,maize meal,1678.9728495122897
NIC,shrimp,aquaculture,meat,soybean oil,7387.480538834698
NIC,shrimp,aquaculture,meat,sunflower oilcake,7051.685965990356
NIC,shrimp,aquaculture,meat,wheat meal,16286.036645662653
NIC,shrimp,aquaculture,meat,fofm,2854.0965206821807
PAN,shrimp,aquaculture,meat,maize meal,507.44269423141446
PAN,shrimp,aquaculture,meat,soybean oil,2232.7478549146012
PAN,shrimp,aquaculture,meat,sunflower oilcake,2131.259315179181
PAN,shrimp,aquaculture,meat,wheat meal,4922.194135674802
PAN,shrimp,aquaculture,meat,fofm,862.6050316848026
PER,shrimp,aquaculture,meat,maize meal,1854.618720990961
PER,shrimp,aquaculture,meat,soybean oil,8160.32237344344
PER,shrimp,aquaculture,meat,sunflower oilcake,7789.398625995598
PER,shrimp,aquaculture,meat,wheat meal,17989.80159957
PER,shrimp,aquaculture,meat,fofm,3152.6780437872667
PHL,shrimp,aquaculture,meat,cassava meal,3389.911050430616
PHL,shrimp,aquaculture,meat,maize meal,10847.12619404794
PHL,shrimp,aquaculture,meat,soybean cake,20339.466284584403
PHL,shrimp,aquaculture,meat,soybean oil,4336.493819674205
PHL,shrimp,aquaculture,meat,sunflower oilcake,9070.160166523936
PHL,shrimp,aquaculture,meat,wheat,924.5211939356931
PHL,shrimp,aquaculture,meat,wheat bran,2773.563590806707
PHL,shrimp,aquaculture,meat,wheat meal,29591.29029999649
PHL,shrimp,aquaculture,meat,fofm,7158.325905916852
SAU,shrimp,aquaculture,meat,maize meal,2644.4766835776986
SAU,shrimp,aquaculture,meat,soybean oil,11635.69740928641
SAU,shrimp,aquaculture,meat,sunflower oilcake,11106.802067937238
SAU,shrimp,aquaculture,meat,wheat meal,25651.42383919865
SAU,shrimp,aquaculture,meat,fofm,4495.362568737604
LKA,shrimp,aquaculture,meat,cassava meal,328.2715843439343
LKA,shrimp,aquaculture,meat,maize meal,954.9718814901265
LKA,shrimp,aquaculture,meat,soybean cake,1969.6295043205937
LKA,shrimp,aquaculture,meat,sunflower oilcake,477.4859403093089
LKA,shrimp,aquaculture,meat,wheat,89.52861375352703
LKA,shrimp,aquaculture,meat,wheat bran,268.5858421320854
LKA,shrimp,aquaculture,meat,wheat meal,1939.7866336504237
LKA,shrimp,aquaculture,meat,fofm,530.9573646238548
TWN,shrimp,aquaculture,meat,maize meal,337.3711367416215
TWN,shrimp,aquaculture,meat,soybean oil,1484.43300186018
TWN,shrimp,aquaculture,meat,sunflower oilcake,1416.9587739207166
TWN,shrimp,aquaculture,meat,wheat meal,3272.5000274774816
TWN,shrimp,aquaculture,meat,fofm,573.4993200351963
THA,shrimp,aquaculture,meat,cassava meal,919.018634182738
THA,shrimp,aquaculture,meat,maize meal,26035.9086465123
THA,shrimp,aquaculture,meat,soybean cake,5514.111800216748
THA,shrimp,aquaculture,meat,soybean oil,102794.55954368794
THA,shrimp,aquaculture,meat,sunflower oilcake,99458.83389955465
THA,shrimp,aquaculture,meat,wheat,250.64144524259555
THA,shrimp,aquaculture,meat,wheat bran,751.9243381676223
THA,shrimp,aquaculture,meat,wheat meal,232045.84369243533
THA,shrimp,aquaculture,meat,fofm,41200.34197532979
USA,shrimp,aquaculture,meat,maize meal,110.16404143577503
USA,shrimp,aquaculture,meat,soybean oil,484.7217823817527
USA,shrimp,aquaculture,meat,sunflower oilcake,462.68897390156906
USA,shrimp,aquaculture,meat,wheat meal,1068.591202280903
USA,shrimp,aquaculture,meat,fofm,187.268547825217
VEN,shrimp,aquaculture,meat,maize meal,1652.7979272360617
VEN,shrimp,aquaculture,meat,soybean oil,7272.310880804006
VEN,shrimp,aquaculture,meat,sunflower oilcake,6941.751292460774
VEN,shrimp,aquaculture,meat,wheat meal,16032.139899499158
VEN,shrimp,aquaculture,meat,fofm,2809.601605461003
VNM,shrimp,aquaculture,meat,cassava meal,18642.450394594947
VNM,shrimp,aquaculture,meat,maize meal,84284.31749150921
VNM,shrimp,aquaculture,meat,soybean cake,111854.70226858453
VNM,shrimp,aquaculture,meat,soybean oil,132227.63198876806
VNM,shrimp,aquaculture,meat,sunflower oilcake,153333.57647988095
VNM,shrimp,aquaculture,meat,wheat,5084.304644072732
VNM,shrimp,aquaculture,meat,wheat bran,15252.913981710679
VNM,shrimp,aquaculture,meat,wheat meal,401661.7592108788
VNM,shrimp,aquaculture,meat,fofm,81238.051311125
AUS,tuna,aquaculture,meat,soybean meal,9892.941528890708
AUS,tuna,aquaculture,meat,soybean oil,170.29961448996957
AUS,tuna,aquaculture,meat,wheat,10724.38073782227
AUS,tuna,aquaculture,meat,wheat meal,6746.9114429039
AUS,tuna,aquaculture,meat,corn meal,5619.284305907335
AUS,tuna,aquaculture,meat,rapeseed meal,1565.1118003292268
AUS,tuna,aquaculture,meat,rapeseed oil,2283.0741817732364
AUS,tuna,aquaculture,meat,other animal byproducts,2589.868137525488
AUS,tuna,aquaculture,meat,pea protein,990.0995835128523
AUS,tuna,aquaculture,meat,palm oil,728.0286668450152
AUS,tuna,aquaculture,meat,fofm,7621.7768613767175
HRV,tuna,aquaculture,meat,soybean meal,1320.280221324797
HRV,tuna,aquaculture,meat,soybean oil,22.72763990909347
HRV,tuna,aquaculture,meat,wheat,1431.2414293315894
HRV,tuna,aquaculture,meat,wheat meal,900.4211444171748
HRV,tuna,aquaculture,meat,corn meal,749.9316462575098
HRV,tuna,aquaculture,meat,rapeseed meal,208.87479705628323
HRV,tuna,aquaculture,meat,rapeseed oil,304.6917519131936
HRV,tuna,aquaculture,meat,other animal byproducts,345.6354884771669
HRV,tuna,aquaculture,meat,pea protein,132.1355123181967
HRV,tuna,aquaculture,meat,palm oil,97.16036899499525
HRV,tuna,aquaculture,meat,fofm,1017.1778749565718
JPN,tuna,aquaculture,meat,soybean meal,19368.181082117142
JPN,tuna,aquaculture,meat,soybean oil,333.40880081258484
JPN,tuna,aquaculture,meat,wheat,20995.95428893649
JPN,tuna,aquaculture,meat,wheat meal,13208.953291551858
JPN,tuna,aquaculture,meat,corn meal,11001.309941120806
JPN,tuna,aquaculture,meat,rapeseed meal,3064.1411024223307
JPN,tuna,aquaculture,meat,rapeseed oil,4469.751898093825
JPN,tuna,aquaculture,meat,other animal byproducts,5070.386287022121
JPN,tuna,aquaculture,meat,pea protein,1938.3949623884953
JPN,tuna,aquaculture,meat,palm oil,1425.3183455343521
JPN,tuna,aquaculture,meat,fofm,14921.745366384197
MLT,tuna,aquaculture,meat,soybean meal,5502.185381191684
MLT,tuna,aquaculture,meat,soybean oil,94.71602015769295
MLT,tuna,aquaculture,meat,wheat,5964.609286899917
MLT,tuna,aquaculture,meat,wheat meal,3752.4488950965515
MLT,tuna,aquaculture,meat,corn meal,3125.2933084089564
MLT,tuna,aquaculture,meat,rapeseed meal,870.4726741337244
MLT,tuna,aquaculture,meat,rapeseed oil,1269.783850480053
MLT,tuna,aquaculture,meat,other animal byproducts,1440.4143159941138
MLT,tuna,aquaculture,meat,pea protein,550.6664967562222
MLT,tuna,aquaculture,meat,palm oil,404.90977088108565
MLT,tuna,aquaculture,meat,fofm,4239.025279074335
MEX,tuna,aquaculture,meat,soybean meal,6988.031917782707
MEX,tuna,aquaculture,meat,soybean oil,120.29376077546053
MEX,tuna,aquaculture,meat,wheat,7575.3318338635045
MEX,tuna,aquaculture,meat,wheat meal,4765.785016698918
MEX,tuna,aquaculture,meat,corn meal,3969.268186828046
MEX,tuna,aquaculture,meat,rapeseed meal,1105.540873122431
MEX,tuna,aquaculture,meat,rapeseed oil,1612.6846809217875
MEX,tuna,aquaculture,meat,other animal byproducts,1829.393326042016
MEX,tuna,aquaculture,meat,pea protein,699.3721201288636
MEX,tuna,aquaculture,meat,palm oil,514.2542838362674
MEX,tuna,aquaculture,meat,fofm,5383.759706046737
ESP,tuna,aquaculture,meat,soybean meal,1257.9913302169666
ESP,tuna,aquaculture,meat,soybean oil,21.655383077119588
ESP,tuna,aquaculture,meat,wheat,1363.7175506119677
ESP,tuna,aquaculture,meat,wheat meal,857.9405908877799
ESP,tuna,aquaculture,meat,corn meal,714.5509672943896
ESP,tuna,aquaculture,meat,rapeseed meal,199.02038942458069
ESP,tuna,aquaculture,meat,rapeseed oil,290.3168403983251
ESP,tuna,aquaculture,meat,other animal byproducts,329.32891131496945
ESP,tuna,aquaculture,meat,pea protein,125.90155197756023
ESP,tuna,aquaculture,meat,palm oil,92.57648479634145
ESP,tuna,aquaculture,meat,fofm,969.1889095330888
TUR,tuna,aquaculture,meat,soybean meal,948.9895762898865
TUR,tuna,aquaculture,meat,soybean oil,16.336148204778564
TUR,tuna,aquaculture,meat,wheat,1028.746152257766
TUR,tuna,aquaculture,meat,wheat meal,647.2037273007815
TUR,tuna,aquaculture,meat,corn meal,539.0350500851852
TUR,tuna,aquaculture,meat,rapeseed meal,150.13479862417398
TUR,tuna,aquaculture,meat,rapeseed oil,219.00600484417342
TUR,tuna,aquaculture,meat,other animal byproducts,248.43549911818567
TUR,tuna,aquaculture,meat,pea protein,94.97621930734398
TUR,tuna,aquaculture,meat,palm oil,69.83682396772554
TUR,tuna,aquaculture,meat,fofm,731.1260026283592
