iso3c,animal,product,system,feedstuff,feeditem_kg_per_head
BLM,pigs,meat,intermediate,Molasses,4.4315
BLM,pigs,meat,intermediate,Oil palm kernel expeller,0.8863
BLM,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,65.7765
BLM,pigs,meat,intermediate,Residual plant material such as stems from banana,9.9781
BLM,pigs,meat,intermediate,SYNTHETIC,5.8673
BLM,pigs,meat,intermediate,Wet by-product from grain industries,0
KNA,pigs,meat,intermediate,Beans from soy,18.3564
KNA,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",5.5449
KNA,pigs,meat,intermediate,By-products from cottonseed,5.5165
KNA,pigs,meat,intermediate,By-products from soy,65.829
KNA,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,33.8492
KNA,pigs,meat,intermediate,Crop residues from sugarcane,50.904
KNA,pigs,meat,intermediate,Dry by-product from grain industries,44.442
KNA,pigs,meat,intermediate,FISHMEAL,9.7137
KNA,pigs,meat,intermediate,Fruit from banana trees,11.8774
KNA,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),11.159
KNA,pigs,meat,intermediate,Grains from maize (Zea mays),101.6182
KNA,pigs,meat,intermediate,Grains from millet,3.0548
KNA,pigs,meat,intermediate,Grains from rice,51.2739
KNA,pigs,meat,intermediate,Grains from sorghum,10.9926
KNA,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,39.3524
KNA,pigs,meat,intermediate,Household food waste and other organic material used as feed,0.4736
KNA,pigs,meat,intermediate,Leguminous beans,17.5297
KNA,pigs,meat,intermediate,Molasses,1.9892
KNA,pigs,meat,intermediate,Oil palm kernel expeller,1.0419
KNA,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,77.6101
KNA,pigs,meat,intermediate,Residual plant material such as stems from banana,11.8774
KNA,pigs,meat,intermediate,SYNTHETIC,5.6899
KNA,pigs,meat,intermediate,Wet by-product from grain industries,0
LCA,pigs,meat,intermediate,Beans from soy,18.3582
LCA,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",5.5454
LCA,pigs,meat,intermediate,By-products from cottonseed,5.517
LCA,pigs,meat,intermediate,By-products from soy,65.8351
LCA,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,33.8524
LCA,pigs,meat,intermediate,Crop residues from sugarcane,50.9088
LCA,pigs,meat,intermediate,Dry by-product from grain industries,44.4462
LCA,pigs,meat,intermediate,FISHMEAL,9.7146
LCA,pigs,meat,intermediate,Fruit from banana trees,11.8785
LCA,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),11.16
LCA,pigs,meat,intermediate,Grains from maize (Zea mays),101.6277
LCA,pigs,meat,intermediate,Grains from millet,3.0551
LCA,pigs,meat,intermediate,Grains from rice,51.2787
LCA,pigs,meat,intermediate,Grains from sorghum,10.9937
LCA,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,39.356
LCA,pigs,meat,intermediate,Household food waste and other organic material used as feed,0.4737
LCA,pigs,meat,intermediate,Leguminous beans,17.5313
LCA,pigs,meat,intermediate,Molasses,1.9893
LCA,pigs,meat,intermediate,Oil palm kernel expeller,1.042
LCA,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,77.6174
LCA,pigs,meat,intermediate,Residual plant material such as stems from banana,11.8785
LCA,pigs,meat,intermediate,SYNTHETIC,5.6905
LCA,pigs,meat,intermediate,Wet by-product from grain industries,0
MAF,pigs,meat,intermediate,Beans from soy,21.3329
MAF,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",7.1324
MAF,pigs,meat,intermediate,By-products from cottonseed,8.9341
MAF,pigs,meat,intermediate,By-products from soy,64.9744
MAF,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,25.4644
MAF,pigs,meat,intermediate,Crop residues from sugarcane,57.5233
MAF,pigs,meat,intermediate,Dry by-product from grain industries,40.6209
MAF,pigs,meat,intermediate,FISHMEAL,9.2353
MAF,pigs,meat,intermediate,Fruit from banana trees,9.9781
MAF,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),16.4527
MAF,pigs,meat,intermediate,Grains from maize (Zea mays),95.794
MAF,pigs,meat,intermediate,Grains from millet,11.4333
MAF,pigs,meat,intermediate,Grains from rice,55.6976
MAF,pigs,meat,intermediate,Grains from sorghum,33.5267
MAF,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,43.0222
MAF,pigs,meat,intermediate,Household food waste and other organic material used as feed,1.7726
MAF,pigs,meat,intermediate,Leguminous beans,12.8511
MAF,pigs,meat,intermediate,Molasses,4.4315
MAF,pigs,meat,intermediate,Oil palm kernel expeller,0.8863
MAF,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,65.7765
MAF,pigs,meat,intermediate,Residual plant material such as stems from banana,9.9781
MAF,pigs,meat,intermediate,SYNTHETIC,5.8673
MAF,pigs,meat,intermediate,Wet by-product from grain industries,0
VCT,pigs,meat,intermediate,Beans from soy,20.9429
VCT,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",6.3261
VCT,pigs,meat,intermediate,By-products from cottonseed,6.2938
VCT,pigs,meat,intermediate,By-products from soy,75.1043
VCT,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,38.6186
VCT,pigs,meat,intermediate,Crop residues from sugarcane,58.0764
VCT,pigs,meat,intermediate,Dry by-product from grain industries,50.7039
VCT,pigs,meat,intermediate,FISHMEAL,11.0824
VCT,pigs,meat,intermediate,Fruit from banana trees,13.5509
VCT,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),12.7313
VCT,pigs,meat,intermediate,Grains from maize (Zea mays),115.9362
VCT,pigs,meat,intermediate,Grains from millet,3.4852
VCT,pigs,meat,intermediate,Grains from rice,58.4984
VCT,pigs,meat,intermediate,Grains from sorghum,12.5415
VCT,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,44.8971
VCT,pigs,meat,intermediate,Household food waste and other organic material used as feed,0.5403
VCT,pigs,meat,intermediate,Leguminous beans,19.9996
VCT,pigs,meat,intermediate,Molasses,2.2694
VCT,pigs,meat,intermediate,Oil palm kernel expeller,1.1887
VCT,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,88.5454
VCT,pigs,meat,intermediate,Residual plant material such as stems from banana,13.5509
VCT,pigs,meat,intermediate,SYNTHETIC,6.4916
VCT,pigs,meat,intermediate,Wet by-product from grain industries,0
SXM,pigs,meat,intermediate,Beans from soy,21.3329
SXM,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",7.1324
SXM,pigs,meat,intermediate,By-products from cottonseed,8.9341
SXM,pigs,meat,intermediate,By-products from soy,64.9744
SXM,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,25.4644
SXM,pigs,meat,intermediate,Crop residues from sugarcane,57.5233
SXM,pigs,meat,intermediate,Dry by-product from grain industries,40.6209
SXM,pigs,meat,intermediate,FISHMEAL,9.2353
SXM,pigs,meat,intermediate,Fruit from banana trees,9.9781
SXM,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),16.4527
SXM,pigs,meat,intermediate,Grains from maize (Zea mays),95.794
SXM,pigs,meat,intermediate,Grains from millet,11.4333
SXM,pigs,meat,intermediate,Grains from rice,55.6976
SXM,pigs,meat,intermediate,Grains from sorghum,33.5267
SXM,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,43.0222
SXM,pigs,meat,intermediate,Household food waste and other organic material used as feed,1.7726
SXM,pigs,meat,intermediate,Leguminous beans,12.8511
SXM,pigs,meat,intermediate,Molasses,4.4315
SXM,pigs,meat,intermediate,Oil palm kernel expeller,0.8863
SXM,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,65.7765
SXM,pigs,meat,intermediate,Residual plant material such as stems from banana,9.9781
SXM,pigs,meat,intermediate,SYNTHETIC,5.8673
SXM,pigs,meat,intermediate,Wet by-product from grain industries,0
TTO,pigs,meat,intermediate,Beans from soy,16.6287
TTO,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
TTO,pigs,meat,intermediate,By-products from cottonseed,0
TTO,pigs,meat,intermediate,By-products from soy,103.9296
TTO,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,39.6368
TTO,pigs,meat,intermediate,Crop residues from sugarcane,0
TTO,pigs,meat,intermediate,Dry by-product from grain industries,78.3883
TTO,pigs,meat,intermediate,FISHMEAL,20.7859
TTO,pigs,meat,intermediate,Fruit from banana trees,0
TTO,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
TTO,pigs,meat,intermediate,Grains from maize (Zea mays),157.3748
TTO,pigs,meat,intermediate,Grains from millet,0
TTO,pigs,meat,intermediate,Grains from rice,83.1437
TTO,pigs,meat,intermediate,Grains from sorghum,0
TTO,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,0
TTO,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
TTO,pigs,meat,intermediate,Leguminous beans,23.3236
TTO,pigs,meat,intermediate,Molasses,0
TTO,pigs,meat,intermediate,Oil palm kernel expeller,0
TTO,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,62.3578
TTO,pigs,meat,intermediate,Residual plant material such as stems from banana,0
TTO,pigs,meat,intermediate,SYNTHETIC,8.3144
TTO,pigs,meat,intermediate,Wet by-product from grain industries,0
TCA,pigs,meat,intermediate,Beans from soy,19.0844
TCA,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",5.7648
TCA,pigs,meat,intermediate,By-products from cottonseed,5.7353
TCA,pigs,meat,intermediate,By-products from soy,68.4397
TCA,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,35.1916
TCA,pigs,meat,intermediate,Crop residues from sugarcane,52.9228
TCA,pigs,meat,intermediate,Dry by-product from grain industries,46.2045
TCA,pigs,meat,intermediate,FISHMEAL,10.0989
TCA,pigs,meat,intermediate,Fruit from banana trees,12.3484
TCA,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),11.6015
TCA,pigs,meat,intermediate,Grains from maize (Zea mays),105.6483
TCA,pigs,meat,intermediate,Grains from millet,3.1759
TCA,pigs,meat,intermediate,Grains from rice,53.3074
TCA,pigs,meat,intermediate,Grains from sorghum,11.4286
TCA,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,40.913
TCA,pigs,meat,intermediate,Household food waste and other organic material used as feed,0.4924
TCA,pigs,meat,intermediate,Leguminous beans,18.2249
TCA,pigs,meat,intermediate,Molasses,2.068
TCA,pigs,meat,intermediate,Oil palm kernel expeller,1.0833
TCA,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,80.6881
TCA,pigs,meat,intermediate,Residual plant material such as stems from banana,12.3484
TCA,pigs,meat,intermediate,SYNTHETIC,5.9156
TCA,pigs,meat,intermediate,Wet by-product from grain industries,0
VIR,pigs,meat,intermediate,Beans from soy,30.1343
VIR,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
VIR,pigs,meat,intermediate,By-products from cottonseed,0
VIR,pigs,meat,intermediate,By-products from soy,75.3357
VIR,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,159.3351
VIR,pigs,meat,intermediate,Crop residues from sugarcane,0
VIR,pigs,meat,intermediate,Dry by-product from grain industries,15.0671
VIR,pigs,meat,intermediate,FISHMEAL,12.0537
VIR,pigs,meat,intermediate,Fruit from banana trees,34.5952
VIR,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
VIR,pigs,meat,intermediate,Grains from maize (Zea mays),60.2686
VIR,pigs,meat,intermediate,Grains from millet,0
VIR,pigs,meat,intermediate,Grains from rice,15.0671
VIR,pigs,meat,intermediate,Grains from sorghum,0
VIR,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,72.3223
VIR,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
VIR,pigs,meat,intermediate,Leguminous beans,72.8173
VIR,pigs,meat,intermediate,Molasses,0
VIR,pigs,meat,intermediate,Oil palm kernel expeller,0
VIR,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,15.0671
VIR,pigs,meat,intermediate,Residual plant material such as stems from banana,34.5952
VIR,pigs,meat,intermediate,SYNTHETIC,6.0269
VIR,pigs,meat,intermediate,Wet by-product from grain industries,0
BLZ,pigs,meat,intermediate,Beans from soy,27.582
BLZ,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
BLZ,pigs,meat,intermediate,By-products from cottonseed,0
BLZ,pigs,meat,intermediate,By-products from soy,42.642
BLZ,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,23.6247
BLZ,pigs,meat,intermediate,Crop residues from sugarcane,62.802
BLZ,pigs,meat,intermediate,Dry by-product from grain industries,26.4852
BLZ,pigs,meat,intermediate,FISHMEAL,12.048
BLZ,pigs,meat,intermediate,Fruit from banana trees,14.4736
BLZ,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
BLZ,pigs,meat,intermediate,Grains from maize (Zea mays),97.9946
BLZ,pigs,meat,intermediate,Grains from millet,60.2398
BLZ,pigs,meat,intermediate,Grains from rice,78.3126
BLZ,pigs,meat,intermediate,Grains from sorghum,64.1418
BLZ,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,0
BLZ,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
BLZ,pigs,meat,intermediate,Leguminous beans,11.3148
BLZ,pigs,meat,intermediate,Molasses,15.06
BLZ,pigs,meat,intermediate,Oil palm kernel expeller,0
BLZ,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,45.1799
BLZ,pigs,meat,intermediate,Residual plant material such as stems from banana,14.4736
BLZ,pigs,meat,intermediate,SYNTHETIC,6.024
BLZ,pigs,meat,intermediate,Wet by-product from grain industries,0
CRI,pigs,meat,intermediate,Beans from soy,21.5747
CRI,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",30.7634
CRI,pigs,meat,intermediate,By-products from cottonseed,9.3933
CRI,pigs,meat,intermediate,By-products from soy,83.1016
CRI,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,15.0111
CRI,pigs,meat,intermediate,Crop residues from sugarcane,66.9008
CRI,pigs,meat,intermediate,Dry by-product from grain industries,46.3726
CRI,pigs,meat,intermediate,FISHMEAL,0
CRI,pigs,meat,intermediate,Fruit from banana trees,13.9107
CRI,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),46.1451
CRI,pigs,meat,intermediate,Grains from maize (Zea mays),90.5549
CRI,pigs,meat,intermediate,Grains from millet,0
CRI,pigs,meat,intermediate,Grains from rice,33.3961
CRI,pigs,meat,intermediate,Grains from sorghum,14.0536
CRI,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,46.1451
CRI,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
CRI,pigs,meat,intermediate,Leguminous beans,18.1094
CRI,pigs,meat,intermediate,Molasses,15.3817
CRI,pigs,meat,intermediate,Oil palm kernel expeller,0
CRI,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,44.391
CRI,pigs,meat,intermediate,Residual plant material such as stems from banana,13.9107
CRI,pigs,meat,intermediate,SYNTHETIC,6.1527
CRI,pigs,meat,intermediate,Wet by-product from grain industries,0
SLV,pigs,meat,intermediate,Beans from soy,17.2041
SLV,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
SLV,pigs,meat,intermediate,By-products from cottonseed,10.8321
SLV,pigs,meat,intermediate,By-products from soy,32.4611
SLV,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,15.5313
SLV,pigs,meat,intermediate,Crop residues from sugarcane,78.0071
SLV,pigs,meat,intermediate,Dry by-product from grain industries,21.3118
SLV,pigs,meat,intermediate,FISHMEAL,12.2056
SLV,pigs,meat,intermediate,Fruit from banana trees,4.553
SLV,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
SLV,pigs,meat,intermediate,Grains from maize (Zea mays),96.387
SLV,pigs,meat,intermediate,Grains from millet,61.0279
SLV,pigs,meat,intermediate,Grains from rice,85.025
SLV,pigs,meat,intermediate,Grains from sorghum,59.1903
SLV,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,0
SLV,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
SLV,pigs,meat,intermediate,Leguminous beans,6.3915
SLV,pigs,meat,intermediate,Molasses,15.257
SLV,pigs,meat,intermediate,Oil palm kernel expeller,0
SLV,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,84.2388
SLV,pigs,meat,intermediate,Residual plant material such as stems from banana,4.553
SLV,pigs,meat,intermediate,SYNTHETIC,6.1028
SLV,pigs,meat,intermediate,Wet by-product from grain industries,0
GTM,pigs,meat,intermediate,Beans from soy,20.3862
GTM,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
GTM,pigs,meat,intermediate,By-products from cottonseed,0
GTM,pigs,meat,intermediate,By-products from soy,35.4564
GTM,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,16.0851
GTM,pigs,meat,intermediate,Crop residues from sugarcane,74.751
GTM,pigs,meat,intermediate,Dry by-product from grain industries,15.7552
GTM,pigs,meat,intermediate,FISHMEAL,12.0562
GTM,pigs,meat,intermediate,Fruit from banana trees,11.0479
GTM,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
GTM,pigs,meat,intermediate,Grains from maize (Zea mays),88.0611
GTM,pigs,meat,intermediate,Grains from millet,60.2808
GTM,pigs,meat,intermediate,Grains from rice,58.1071
GTM,pigs,meat,intermediate,Grains from sorghum,57.9319
GTM,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,23.9754
GTM,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
GTM,pigs,meat,intermediate,Leguminous beans,7.4409
GTM,pigs,meat,intermediate,Molasses,15.0702
GTM,pigs,meat,intermediate,Oil palm kernel expeller,0
GTM,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,89.3264
GTM,pigs,meat,intermediate,Residual plant material such as stems from banana,11.0479
GTM,pigs,meat,intermediate,SYNTHETIC,6.0281
GTM,pigs,meat,intermediate,Wet by-product from grain industries,0
HND,pigs,meat,intermediate,Beans from soy,40.2146
HND,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
HND,pigs,meat,intermediate,By-products from cottonseed,40.7259
HND,pigs,meat,intermediate,By-products from soy,40.2146
HND,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,38.4927
HND,pigs,meat,intermediate,Crop residues from sugarcane,183.335
HND,pigs,meat,intermediate,Dry by-product from grain industries,37.5188
HND,pigs,meat,intermediate,FISHMEAL,0
HND,pigs,meat,intermediate,Fruit from banana trees,21.3759
HND,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
HND,pigs,meat,intermediate,Grains from maize (Zea mays),37.0646
HND,pigs,meat,intermediate,Grains from millet,0
HND,pigs,meat,intermediate,Grains from rice,113.4041
HND,pigs,meat,intermediate,Grains from sorghum,27.794
HND,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,0
HND,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
HND,pigs,meat,intermediate,Leguminous beans,16.4154
HND,pigs,meat,intermediate,Molasses,0
HND,pigs,meat,intermediate,Oil palm kernel expeller,0
HND,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,54.0022
HND,pigs,meat,intermediate,Residual plant material such as stems from banana,21.3759
HND,pigs,meat,intermediate,SYNTHETIC,0
HND,pigs,meat,intermediate,Wet by-product from grain industries,0
MEX,pigs,meat,intermediate,Beans from soy,5.5303
MEX,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",48.552
MEX,pigs,meat,intermediate,By-products from cottonseed,15.9142
MEX,pigs,meat,intermediate,By-products from soy,67.73
MEX,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,7.8556
MEX,pigs,meat,intermediate,Crop residues from sugarcane,29.3457
MEX,pigs,meat,intermediate,Dry by-product from grain industries,34.9181
MEX,pigs,meat,intermediate,FISHMEAL,16.5866
MEX,pigs,meat,intermediate,Fruit from banana trees,4.0202
MEX,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),51.3051
MEX,pigs,meat,intermediate,Grains from maize (Zea mays),96.0282
MEX,pigs,meat,intermediate,Grains from millet,0
MEX,pigs,meat,intermediate,Grains from rice,20.9617
MEX,pigs,meat,intermediate,Grains from sorghum,15.6337
MEX,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,162.2841
MEX,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
MEX,pigs,meat,intermediate,Leguminous beans,3.3988
MEX,pigs,meat,intermediate,Molasses,0
MEX,pigs,meat,intermediate,Oil palm kernel expeller,0
MEX,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,0
MEX,pigs,meat,intermediate,Residual plant material such as stems from banana,4.0202
MEX,pigs,meat,intermediate,SYNTHETIC,8.2933
MEX,pigs,meat,intermediate,Wet by-product from grain industries,0
NIC,pigs,meat,intermediate,Beans from soy,21.2329
NIC,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
NIC,pigs,meat,intermediate,By-products from cottonseed,17.2466
NIC,pigs,meat,intermediate,By-products from soy,48.8949
NIC,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,16.162
NIC,pigs,meat,intermediate,Crop residues from sugarcane,82.6156
NIC,pigs,meat,intermediate,Dry by-product from grain industries,17.0459
NIC,pigs,meat,intermediate,FISHMEAL,11.0648
NIC,pigs,meat,intermediate,Fruit from banana trees,13.3344
NIC,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
NIC,pigs,meat,intermediate,Grains from maize (Zea mays),81.1127
NIC,pigs,meat,intermediate,Grains from millet,27.6619
NIC,pigs,meat,intermediate,Grains from rice,56.0425
NIC,pigs,meat,intermediate,Grains from sorghum,94.7209
NIC,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,0
NIC,pigs,meat,intermediate,Household food waste and other organic material used as feed,30.7355
NIC,pigs,meat,intermediate,Leguminous beans,6.907
NIC,pigs,meat,intermediate,Molasses,0
NIC,pigs,meat,intermediate,Oil palm kernel expeller,0
NIC,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,71.0653
NIC,pigs,meat,intermediate,Residual plant material such as stems from banana,13.3344
NIC,pigs,meat,intermediate,SYNTHETIC,5.5324
NIC,pigs,meat,intermediate,Wet by-product from grain industries,0
PAN,pigs,meat,intermediate,Beans from soy,64.322
PAN,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",0
PAN,pigs,meat,intermediate,By-products from cottonseed,2.8429
PAN,pigs,meat,intermediate,By-products from soy,108.1887
PAN,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,13.1176
PAN,pigs,meat,intermediate,Crop residues from sugarcane,58.7003
PAN,pigs,meat,intermediate,Dry by-product from grain industries,32.8013
PAN,pigs,meat,intermediate,FISHMEAL,11.6978
PAN,pigs,meat,intermediate,Fruit from banana trees,11.7336
PAN,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),0
PAN,pigs,meat,intermediate,Grains from maize (Zea mays),72.2322
PAN,pigs,meat,intermediate,Grains from millet,0
PAN,pigs,meat,intermediate,Grains from rice,34.8524
PAN,pigs,meat,intermediate,Grains from sorghum,25.7952
PAN,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,70.1866
PAN,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
PAN,pigs,meat,intermediate,Leguminous beans,4.3162
PAN,pigs,meat,intermediate,Molasses,0
PAN,pigs,meat,intermediate,Oil palm kernel expeller,0
PAN,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,56.519
PAN,pigs,meat,intermediate,Residual plant material such as stems from banana,11.7336
PAN,pigs,meat,intermediate,SYNTHETIC,5.8489
PAN,pigs,meat,intermediate,Wet by-product from grain industries,0
ARG,pigs,meat,intermediate,Beans from soy,25.4972
ARG,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",9.1977
ARG,pigs,meat,intermediate,By-products from cottonseed,9.1922
ARG,pigs,meat,intermediate,By-products from soy,88.1499
ARG,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,12.7722
ARG,pigs,meat,intermediate,Crop residues from sugarcane,42.727
ARG,pigs,meat,intermediate,Dry by-product from grain industries,39.426
ARG,pigs,meat,intermediate,FISHMEAL,14.9173
ARG,pigs,meat,intermediate,Fruit from banana trees,1.8766
ARG,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),18.9314
ARG,pigs,meat,intermediate,Grains from maize (Zea mays),106.2776
ARG,pigs,meat,intermediate,Grains from millet,0
ARG,pigs,meat,intermediate,Grains from rice,95.5953
ARG,pigs,meat,intermediate,Grains from sorghum,23.9679
ARG,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,17.4179
ARG,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
ARG,pigs,meat,intermediate,Leguminous beans,6.7753
ARG,pigs,meat,intermediate,Molasses,0
ARG,pigs,meat,intermediate,Oil palm kernel expeller,0
ARG,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,76.1269
ARG,pigs,meat,intermediate,Residual plant material such as stems from banana,1.8766
ARG,pigs,meat,intermediate,SYNTHETIC,5.9669
ARG,pigs,meat,intermediate,Wet by-product from grain industries,0
BOL,pigs,meat,intermediate,Beans from soy,16.8678
BOL,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",42.3127
BOL,pigs,meat,intermediate,By-products from cottonseed,8.8323
BOL,pigs,meat,intermediate,By-products from soy,77.2903
BOL,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,23.3349
BOL,pigs,meat,intermediate,Crop residues from sugarcane,45.1979
BOL,pigs,meat,intermediate,Dry by-product from grain industries,37.672
BOL,pigs,meat,intermediate,FISHMEAL,0
BOL,pigs,meat,intermediate,Fruit from banana trees,3.1688
BOL,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),53.4401
BOL,pigs,meat,intermediate,Grains from maize (Zea mays),98.7871
BOL,pigs,meat,intermediate,Grains from millet,0
BOL,pigs,meat,intermediate,Grains from rice,21.6332
BOL,pigs,meat,intermediate,Grains from sorghum,35.432
BOL,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,56.7254
BOL,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
BOL,pigs,meat,intermediate,Leguminous beans,24.7945
BOL,pigs,meat,intermediate,Molasses,15.1056
BOL,pigs,meat,intermediate,Oil palm kernel expeller,0
BOL,pigs,meat,intermediate,Pellets from cassava (Manihot esculenta) roots,34.42
BOL,pigs,meat,intermediate,Residual plant material such as stems from banana,3.1688
BOL,pigs,meat,intermediate,SYNTHETIC,6.0423
BOL,pigs,meat,intermediate,Wet by-product from grain industries,0
BRA,pigs,meat,intermediate,Beans from soy,47.9008
BRA,pigs,meat,intermediate,"By-product from oil production other than soy, cottonse",7.4093
BRA,pigs,meat,intermediate,By-products from cottonseed,23.1067
BRA,pigs,meat,intermediate,By-products from soy,92.2963
BRA,pigs,meat,intermediate,Crop residue from leguminous plants cultivation,12.2965
BRA,pigs,meat,intermediate,Crop residues from sugarcane,48.5866
BRA,pigs,meat,intermediate,Dry by-product from grain industries,38.1086
BRA,pigs,meat,intermediate,FISHMEAL,11.8388
BRA,pigs,meat,intermediate,Fruit from banana trees,2.9693
BRA,pigs,meat,intermediate,Grains from barley (Hordeum vulgare),19.5263
BRA,pigs,meat,intermediate,Grains from maize (Zea mays),83.7144
BRA,pigs,meat,intermediate,Grains from millet,0
BRA,pigs,meat,intermediate,Grains from rice,41.529
BRA,pigs,meat,intermediate,Grains from sorghum,14.8347
BRA,pigs,meat,intermediate,Grains from wheat (Triticum aestivum).,86.0965
BRA,pigs,meat,intermediate,Household food waste and other organic material used as feed,0
BRA,pigs,meat,intermediate,Leguminous beans,5.6653
BRA,pigs,meat,intermediate,Molasses,0
