iso3c,animal,system,product,feedstuff,feeditem_kg_per_head
MYT,chickens,industrial,meat,Crop residues from sugarcane,0
MYT,chickens,industrial,meat,Dry by-product from grain industries,0
MYT,chickens,industrial,meat,FISHMEAL,0
MYT,chickens,industrial,meat,Fresh grass,0
MYT,chickens,industrial,meat,Fruit from banana trees,0
MYT,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
MYT,chickens,industrial,meat,Grains from maize (Zea mays),16.231311927161034
MYT,chickens,industrial,meat,Grains from millet,0
MYT,chickens,industrial,meat,Grains from rice,0
MYT,chickens,industrial,meat,Grains from sorghum,0
MYT,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.498274947122557
MYT,chickens,industrial,meat,Household food waste and other organic material used as feed,0
MYT,chickens,industrial,meat,Leguminous beans,0
MYT,chickens,industrial,meat,Limestone,0.24971249118709285
MYT,chickens,industrial,meat,Molasses,0
MYT,chickens,industrial,meat,Oil palm kernel expeller,0
MYT,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
MYT,chickens,industrial,meat,RAPESEED,0
MYT,chickens,industrial,meat,Residual plant material such as stems from banana,0
MYT,chickens,industrial,meat,SOY OIL,0
MYT,chickens,industrial,meat,SYNTHETIC,0.24971249118709285
MYT,chickens,industrial,meat,Wet by-product from grain industries,0
MOZ,chickens,industrial,meat,Beans from soy,0
MOZ,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
MOZ,chickens,industrial,meat,By-products from cottonseed,0
MOZ,chickens,industrial,meat,By-products from rape (canola),0
MOZ,chickens,industrial,meat,By-products from soy,6.742236022516211
MOZ,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
MOZ,chickens,industrial,meat,Crop residues from sugarcane,0
MOZ,chickens,industrial,meat,Dry by-product from grain industries,0
MOZ,chickens,industrial,meat,FISHMEAL,0
MOZ,chickens,industrial,meat,Fresh grass,0
MOZ,chickens,industrial,meat,Fruit from banana trees,0
MOZ,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
MOZ,chickens,industrial,meat,Grains from maize (Zea mays),16.231308943094582
MOZ,chickens,industrial,meat,Grains from millet,0
MOZ,chickens,industrial,meat,Grains from rice,0
MOZ,chickens,industrial,meat,Grains from sorghum,0
MOZ,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.498274671670269
MOZ,chickens,industrial,meat,Household food waste and other organic material used as feed,0
MOZ,chickens,industrial,meat,Leguminous beans,0
MOZ,chickens,industrial,meat,Limestone,0.2497124452783782
MOZ,chickens,industrial,meat,Molasses,0
MOZ,chickens,industrial,meat,Oil palm kernel expeller,0
MOZ,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
MOZ,chickens,industrial,meat,RAPESEED,0
MOZ,chickens,industrial,meat,Residual plant material such as stems from banana,0
MOZ,chickens,industrial,meat,SOY OIL,0
MOZ,chickens,industrial,meat,SYNTHETIC,0.2497124452783782
MOZ,chickens,industrial,meat,Wet by-product from grain industries,0
REU,chickens,industrial,meat,Beans from soy,0
REU,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
REU,chickens,industrial,meat,By-products from cottonseed,0
REU,chickens,industrial,meat,By-products from rape (canola),0
REU,chickens,industrial,meat,By-products from soy,6.74223593631665
REU,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
REU,chickens,industrial,meat,Crop residues from sugarcane,0
REU,chickens,industrial,meat,Dry by-product from grain industries,0
REU,chickens,industrial,meat,FISHMEAL,0
REU,chickens,industrial,meat,Fresh grass,0
REU,chickens,industrial,meat,Fruit from banana trees,0
REU,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
REU,chickens,industrial,meat,Grains from maize (Zea mays),16.23130873557712
REU,chickens,industrial,meat,Grains from millet,0
REU,chickens,industrial,meat,Grains from rice,0
REU,chickens,industrial,meat,Grains from sorghum,0
REU,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.498274652514811
REU,chickens,industrial,meat,Household food waste and other organic material used as feed,0
REU,chickens,industrial,meat,Leguminous beans,0
REU,chickens,industrial,meat,Limestone,0.24971244208580184
REU,chickens,industrial,meat,Molasses,0
REU,chickens,industrial,meat,Oil palm kernel expeller,0
REU,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
REU,chickens,industrial,meat,RAPESEED,0
REU,chickens,industrial,meat,Residual plant material such as stems from banana,0
REU,chickens,industrial,meat,SOY OIL,0
REU,chickens,industrial,meat,SYNTHETIC,0.24971244208580184
REU,chickens,industrial,meat,Wet by-product from grain industries,0
RWA,chickens,industrial,meat,Beans from soy,0
RWA,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
RWA,chickens,industrial,meat,By-products from cottonseed,0
RWA,chickens,industrial,meat,By-products from rape (canola),0
RWA,chickens,industrial,meat,By-products from soy,6.74223732616563
RWA,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
RWA,chickens,industrial,meat,Crop residues from sugarcane,0
RWA,chickens,industrial,meat,Dry by-product from grain industries,0
RWA,chickens,industrial,meat,FISHMEAL,0
RWA,chickens,industrial,meat,Fresh grass,0
RWA,chickens,industrial,meat,Fruit from banana trees,0
RWA,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
RWA,chickens,industrial,meat,Grains from maize (Zea mays),16.23131208150985
RWA,chickens,industrial,meat,Grains from millet,0
RWA,chickens,industrial,meat,Grains from rice,0
RWA,chickens,industrial,meat,Grains from sorghum,0
RWA,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.4982749613701398
RWA,chickens,industrial,meat,Household food waste and other organic material used as feed,0
RWA,chickens,industrial,meat,Leguminous beans,0
RWA,chickens,industrial,meat,Limestone,0.24971249356168998
RWA,chickens,industrial,meat,Molasses,0
RWA,chickens,industrial,meat,Oil palm kernel expeller,0
RWA,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
RWA,chickens,industrial,meat,RAPESEED,0
RWA,chickens,industrial,meat,Residual plant material such as stems from banana,0
RWA,chickens,industrial,meat,SOY OIL,0
RWA,chickens,industrial,meat,SYNTHETIC,0.24971249356168998
RWA,chickens,industrial,meat,Wet by-product from grain industries,0
SYC,chickens,industrial,meat,Beans from soy,0
SYC,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
SYC,chickens,industrial,meat,By-products from cottonseed,0
SYC,chickens,industrial,meat,By-products from rape (canola),0
SYC,chickens,industrial,meat,By-products from soy,6.74223593631665
SYC,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
SYC,chickens,industrial,meat,Crop residues from sugarcane,0
SYC,chickens,industrial,meat,Dry by-product from grain industries,0
SYC,chickens,industrial,meat,FISHMEAL,0
SYC,chickens,industrial,meat,Fresh grass,0
SYC,chickens,industrial,meat,Fruit from banana trees,0
SYC,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
SYC,chickens,industrial,meat,Grains from maize (Zea mays),16.23130873557712
SYC,chickens,industrial,meat,Grains from millet,0
SYC,chickens,industrial,meat,Grains from rice,0
SYC,chickens,industrial,meat,Grains from sorghum,0
SYC,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.498274652514811
SYC,chickens,industrial,meat,Household food waste and other organic material used as feed,0
SYC,chickens,industrial,meat,Leguminous beans,0
SYC,chickens,industrial,meat,Limestone,0.24971244208580184
SYC,chickens,industrial,meat,Molasses,0
SYC,chickens,industrial,meat,Oil palm kernel expeller,0
SYC,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
SYC,chickens,industrial,meat,RAPESEED,0
SYC,chickens,industrial,meat,Residual plant material such as stems from banana,0
SYC,chickens,industrial,meat,SOY OIL,0
SYC,chickens,industrial,meat,SYNTHETIC,0.24971244208580184
SYC,chickens,industrial,meat,Wet by-product from grain industries,0
SOM,chickens,industrial,meat,Beans from soy,0
SOM,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
SOM,chickens,industrial,meat,By-products from cottonseed,0
SOM,chickens,industrial,meat,By-products from rape (canola),0
SOM,chickens,industrial,meat,By-products from soy,6.742236052246198
SOM,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
SOM,chickens,industrial,meat,Crop residues from sugarcane,0
SOM,chickens,industrial,meat,Dry by-product from grain industries,0
SOM,chickens,industrial,meat,FISHMEAL,0
SOM,chickens,industrial,meat,Fresh grass,0
SOM,chickens,industrial,meat,Fruit from banana trees,0
SOM,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
SOM,chickens,industrial,meat,Grains from maize (Zea mays),16.23130901466677
SOM,chickens,industrial,meat,Grains from millet,0
SOM,chickens,industrial,meat,Grains from rice,0
SOM,chickens,industrial,meat,Grains from sorghum,0
SOM,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.4982746782769327
SOM,chickens,industrial,meat,Household food waste and other organic material used as feed,0
SOM,chickens,industrial,meat,Leguminous beans,0
SOM,chickens,industrial,meat,Limestone,0.24971244637948878
SOM,chickens,industrial,meat,Molasses,0
SOM,chickens,industrial,meat,Oil palm kernel expeller,0
SOM,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
SOM,chickens,industrial,meat,RAPESEED,0
SOM,chickens,industrial,meat,Residual plant material such as stems from banana,0
SOM,chickens,industrial,meat,SOY OIL,0
SOM,chickens,industrial,meat,SYNTHETIC,0.24971244637948878
SOM,chickens,industrial,meat,Wet by-product from grain industries,0
SSD,chickens,industrial,meat,Beans from soy,0
SSD,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
SSD,chickens,industrial,meat,By-products from cottonseed,0
SSD,chickens,industrial,meat,By-products from rape (canola),0
SSD,chickens,industrial,meat,By-products from soy,6.7422359489893156
SSD,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
SSD,chickens,industrial,meat,Crop residues from sugarcane,0
SSD,chickens,industrial,meat,Dry by-product from grain industries,0
SSD,chickens,industrial,meat,FISHMEAL,0
SSD,chickens,industrial,meat,Fresh grass,0
SSD,chickens,industrial,meat,Fruit from banana trees,0
SSD,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
SSD,chickens,industrial,meat,Grains from maize (Zea mays),16.231308766085387
SSD,chickens,industrial,meat,Grains from millet,0
SSD,chickens,industrial,meat,Grains from rice,0
SSD,chickens,industrial,meat,Grains from sorghum,0
SSD,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.4982746553309587
SSD,chickens,industrial,meat,Household food waste and other organic material used as feed,0
SSD,chickens,industrial,meat,Leguminous beans,0
SSD,chickens,industrial,meat,Limestone,0.2497124425551598
SSD,chickens,industrial,meat,Molasses,0
SSD,chickens,industrial,meat,Oil palm kernel expeller,0
SSD,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
SSD,chickens,industrial,meat,RAPESEED,0
SSD,chickens,industrial,meat,Residual plant material such as stems from banana,0
SSD,chickens,industrial,meat,SOY OIL,0
SSD,chickens,industrial,meat,SYNTHETIC,0.2497124425551598
SSD,chickens,industrial,meat,Wet by-product from grain industries,0
UGA,chickens,industrial,meat,Beans from soy,0
UGA,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
UGA,chickens,industrial,meat,By-products from cottonseed,0
UGA,chickens,industrial,meat,By-products from rape (canola),0
UGA,chickens,industrial,meat,By-products from soy,6.742235829619323
UGA,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
UGA,chickens,industrial,meat,Crop residues from sugarcane,0
UGA,chickens,industrial,meat,Dry by-product from grain industries,0
UGA,chickens,industrial,meat,FISHMEAL,0
UGA,chickens,industrial,meat,Fresh grass,0
UGA,chickens,industrial,meat,Fruit from banana trees,0
UGA,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
UGA,chickens,industrial,meat,Grains from maize (Zea mays),16.231308478713185
UGA,chickens,industrial,meat,Grains from millet,0
UGA,chickens,industrial,meat,Grains from rice,0
UGA,chickens,industrial,meat,Grains from sorghum,0
UGA,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.4982746288042939
UGA,chickens,industrial,meat,Household food waste and other organic material used as feed,0
UGA,chickens,industrial,meat,Leguminous beans,0
UGA,chickens,industrial,meat,Limestone,0.249712438134049
UGA,chickens,industrial,meat,Molasses,0
UGA,chickens,industrial,meat,Oil palm kernel expeller,0
UGA,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
UGA,chickens,industrial,meat,RAPESEED,0
UGA,chickens,industrial,meat,Residual plant material such as stems from banana,0
UGA,chickens,industrial,meat,SOY OIL,0
UGA,chickens,industrial,meat,SYNTHETIC,0.249712438134049
UGA,chickens,industrial,meat,Wet by-product from grain industries,0
TZA,chickens,industrial,meat,Beans from soy,0
TZA,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
TZA,chickens,industrial,meat,By-products from cottonseed,0
TZA,chickens,industrial,meat,By-products from rape (canola),0
TZA,chickens,industrial,meat,By-products from soy,6.742235976500969
TZA,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
TZA,chickens,industrial,meat,Crop residues from sugarcane,0
TZA,chickens,industrial,meat,Dry by-product from grain industries,0
TZA,chickens,industrial,meat,FISHMEAL,0
TZA,chickens,industrial,meat,Fresh grass,0
TZA,chickens,industrial,meat,Fruit from banana trees,0
TZA,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
TZA,chickens,industrial,meat,Grains from maize (Zea mays),16.231308832317147
TZA,chickens,industrial,meat,Grains from millet,0
TZA,chickens,industrial,meat,Grains from rice,0
TZA,chickens,industrial,meat,Grains from sorghum,0
TZA,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.4982746614446596
TZA,chickens,industrial,meat,Household food waste and other organic material used as feed,0
TZA,chickens,industrial,meat,Leguminous beans,0
TZA,chickens,industrial,meat,Limestone,0.24971244357410996
TZA,chickens,industrial,meat,Molasses,0
TZA,chickens,industrial,meat,Oil palm kernel expeller,0
TZA,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
TZA,chickens,industrial,meat,RAPESEED,0
TZA,chickens,industrial,meat,Residual plant material such as stems from banana,0
TZA,chickens,industrial,meat,SOY OIL,0
TZA,chickens,industrial,meat,SYNTHETIC,0.24971244357410996
TZA,chickens,industrial,meat,Wet by-product from grain industries,0
ZMB,chickens,industrial,meat,Beans from soy,0
ZMB,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
ZMB,chickens,industrial,meat,By-products from cottonseed,0
ZMB,chickens,industrial,meat,By-products from rape (canola),0
ZMB,chickens,industrial,meat,By-products from soy,6.74223593631665
ZMB,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
ZMB,chickens,industrial,meat,Crop residues from sugarcane,0
ZMB,chickens,industrial,meat,Dry by-product from grain industries,0
ZMB,chickens,industrial,meat,FISHMEAL,0
ZMB,chickens,industrial,meat,Fresh grass,0
ZMB,chickens,industrial,meat,Fruit from banana trees,0
ZMB,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
ZMB,chickens,industrial,meat,Grains from maize (Zea mays),16.23130873557712
ZMB,chickens,industrial,meat,Grains from millet,0
ZMB,chickens,industrial,meat,Grains from rice,0
ZMB,chickens,industrial,meat,Grains from sorghum,0
ZMB,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.498274652514811
ZMB,chickens,industrial,meat,Household food waste and other organic material used as feed,0
ZMB,chickens,industrial,meat,Leguminous beans,0
ZMB,chickens,industrial,meat,Limestone,0.24971244208580184
ZMB,chickens,industrial,meat,Molasses,0
ZMB,chickens,industrial,meat,Oil palm kernel expeller,0
ZMB,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
ZMB,chickens,industrial,meat,RAPESEED,0
ZMB,chickens,industrial,meat,Residual plant material such as stems from banana,0
ZMB,chickens,industrial,meat,SOY OIL,0
ZMB,chickens,industrial,meat,SYNTHETIC,0.24971244208580184
ZMB,chickens,industrial,meat,Wet by-product from grain industries,0
ZWE,chickens,industrial,meat,Beans from soy,0
ZWE,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
ZWE,chickens,industrial,meat,By-products from cottonseed,0
ZWE,chickens,industrial,meat,By-products from rape (canola),0
ZWE,chickens,industrial,meat,By-products from soy,6.74223593631665
ZWE,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
ZWE,chickens,industrial,meat,Crop residues from sugarcane,0
ZWE,chickens,industrial,meat,Dry by-product from grain industries,0
ZWE,chickens,industrial,meat,FISHMEAL,0
ZWE,chickens,industrial,meat,Fresh grass,0
ZWE,chickens,industrial,meat,Fruit from banana trees,0
ZWE,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
ZWE,chickens,industrial,meat,Grains from maize (Zea mays),16.23130873557712
ZWE,chickens,industrial,meat,Grains from millet,0
ZWE,chickens,industrial,meat,Grains from rice,0
ZWE,chickens,industrial,meat,Grains from sorghum,0
ZWE,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.498274652514811
ZWE,chickens,industrial,meat,Household food waste and other organic material used as feed,0
ZWE,chickens,industrial,meat,Leguminous beans,0
ZWE,chickens,industrial,meat,Limestone,0.24971244208580184
ZWE,chickens,industrial,meat,Molasses,0
ZWE,chickens,industrial,meat,Oil palm kernel expeller,0
ZWE,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
ZWE,chickens,industrial,meat,RAPESEED,0
ZWE,chickens,industrial,meat,Residual plant material such as stems from banana,0
ZWE,chickens,industrial,meat,SOY OIL,0
ZWE,chickens,industrial,meat,SYNTHETIC,0.24971244208580184
ZWE,chickens,industrial,meat,Wet by-product from grain industries,0
AGO,chickens,industrial,meat,Beans from soy,0
AGO,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
AGO,chickens,industrial,meat,By-products from cottonseed,0
AGO,chickens,industrial,meat,By-products from rape (canola),0
AGO,chickens,industrial,meat,By-products from soy,6.742235929654678
AGO,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
AGO,chickens,industrial,meat,Crop residues from sugarcane,0
AGO,chickens,industrial,meat,Dry by-product from grain industries,0
AGO,chickens,industrial,meat,FISHMEAL,0
AGO,chickens,industrial,meat,Fresh grass,0
AGO,chickens,industrial,meat,Fruit from banana trees,0
AGO,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
AGO,chickens,industrial,meat,Grains from maize (Zea mays),16.231308719539037
AGO,chickens,industrial,meat,Grains from millet,0
AGO,chickens,industrial,meat,Grains from rice,0
AGO,chickens,industrial,meat,Grains from sorghum,0
AGO,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.4982746510343727
AGO,chickens,industrial,meat,Household food waste and other organic material used as feed,0
AGO,chickens,industrial,meat,Leguminous beans,0
AGO,chickens,industrial,meat,Limestone,0.24971244183906213
AGO,chickens,industrial,meat,Molasses,0
AGO,chickens,industrial,meat,Oil palm kernel expeller,0
AGO,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
AGO,chickens,industrial,meat,RAPESEED,0
AGO,chickens,industrial,meat,Residual plant material such as stems from banana,0
AGO,chickens,industrial,meat,SOY OIL,0
AGO,chickens,industrial,meat,SYNTHETIC,0.24971244183906213
AGO,chickens,industrial,meat,Wet by-product from grain industries,0
CMR,chickens,industrial,meat,Beans from soy,0
CMR,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
CMR,chickens,industrial,meat,By-products from cottonseed,0
CMR,chickens,industrial,meat,By-products from rape (canola),0
CMR,chickens,industrial,meat,By-products from soy,6.742235909884378
CMR,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
CMR,chickens,industrial,meat,Crop residues from sugarcane,0
CMR,chickens,industrial,meat,Dry by-product from grain industries,0
CMR,chickens,industrial,meat,FISHMEAL,0
CMR,chickens,industrial,meat,Fresh grass,0
CMR,chickens,industrial,meat,Fruit from banana trees,0
CMR,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
CMR,chickens,industrial,meat,Grains from maize (Zea mays),16.23130867194387
CMR,chickens,industrial,meat,Grains from millet,0
CMR,chickens,industrial,meat,Grains from rice,0
CMR,chickens,industrial,meat,Grains from sorghum,0
CMR,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.4982746466409727
CMR,chickens,industrial,meat,Household food waste and other organic material used as feed,0
CMR,chickens,industrial,meat,Leguminous beans,0
CMR,chickens,industrial,meat,Limestone,0.2497124411068288
CMR,chickens,industrial,meat,Molasses,0
CMR,chickens,industrial,meat,Oil palm kernel expeller,0
CMR,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
CMR,chickens,industrial,meat,RAPESEED,0
CMR,chickens,industrial,meat,Residual plant material such as stems from banana,0
CMR,chickens,industrial,meat,SOY OIL,0
CMR,chickens,industrial,meat,SYNTHETIC,0.2497124411068288
CMR,chickens,industrial,meat,Wet by-product from grain industries,0
CAF,chickens,industrial,meat,Beans from soy,0
CAF,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
CAF,chickens,industrial,meat,By-products from cottonseed,0
CAF,chickens,industrial,meat,By-products from rape (canola),0
CAF,chickens,industrial,meat,By-products from soy,6.742235739945477
CAF,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
CAF,chickens,industrial,meat,Crop residues from sugarcane,0
CAF,chickens,industrial,meat,Dry by-product from grain industries,0
CAF,chickens,industrial,meat,FISHMEAL,0
CAF,chickens,industrial,meat,Fresh grass,0
CAF,chickens,industrial,meat,Fruit from banana trees,0
CAF,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
CAF,chickens,industrial,meat,Grains from maize (Zea mays),16.231308262831703
CAF,chickens,industrial,meat,Grains from millet,0
CAF,chickens,industrial,meat,Grains from rice,0
CAF,chickens,industrial,meat,Grains from sorghum,0
CAF,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.4982746088767727
CAF,chickens,industrial,meat,Household food waste and other organic material used as feed,0
CAF,chickens,industrial,meat,Leguminous beans,0
CAF,chickens,industrial,meat,Limestone,0.24971243481279545
CAF,chickens,industrial,meat,Molasses,0
CAF,chickens,industrial,meat,Oil palm kernel expeller,0
CAF,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
CAF,chickens,industrial,meat,RAPESEED,0
CAF,chickens,industrial,meat,Residual plant material such as stems from banana,0
CAF,chickens,industrial,meat,SOY OIL,0
CAF,chickens,industrial,meat,SYNTHETIC,0.24971243481279545
CAF,chickens,industrial,meat,Wet by-product from grain industries,0
TCD,chickens,industrial,meat,Beans from soy,0
TCD,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
TCD,chickens,industrial,meat,By-products from cottonseed,0
TCD,chickens,industrial,meat,By-products from rape (canola),0
TCD,chickens,industrial,meat,By-products from soy,6.742243051944374
TCD,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
TCD,chickens,industrial,meat,Crop residues from sugarcane,0
TCD,chickens,industrial,meat,Dry by-product from grain industries,0
TCD,chickens,industrial,meat,FISHMEAL,0
TCD,chickens,industrial,meat,Fresh grass,0
TCD,chickens,industrial,meat,Fruit from banana trees,0
TCD,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
TCD,chickens,industrial,meat,Grains from maize (Zea mays),16.231325865792012
TCD,chickens,industrial,meat,Grains from millet,0
TCD,chickens,industrial,meat,Grains from rice,0
TCD,chickens,industrial,meat,Grains from sorghum,0
TCD,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.4982762337654165
TCD,chickens,industrial,meat,Household food waste and other organic material used as feed,0
TCD,chickens,industrial,meat,Leguminous beans,0
TCD,chickens,industrial,meat,Limestone,0.24971270562756942
TCD,chickens,industrial,meat,Molasses,0
TCD,chickens,industrial,meat,Oil palm kernel expeller,0
TCD,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
TCD,chickens,industrial,meat,RAPESEED,0
TCD,chickens,industrial,meat,Residual plant material such as stems from banana,0
TCD,chickens,industrial,meat,SOY OIL,0
TCD,chickens,industrial,meat,SYNTHETIC,0.24971270562756942
TCD,chickens,industrial,meat,Wet by-product from grain industries,0
COG,chickens,industrial,meat,Beans from soy,0
COG,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
COG,chickens,industrial,meat,By-products from cottonseed,0
COG,chickens,industrial,meat,By-products from rape (canola),0
COG,chickens,industrial,meat,By-products from soy,6.742235739459742
COG,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
COG,chickens,industrial,meat,Crop residues from sugarcane,0
COG,chickens,industrial,meat,Dry by-product from grain industries,0
COG,chickens,industrial,meat,FISHMEAL,0
COG,chickens,industrial,meat,Fresh grass,0
COG,chickens,industrial,meat,Fruit from banana trees,0
COG,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
COG,chickens,industrial,meat,Grains from maize (Zea mays),16.231308261662342
COG,chickens,industrial,meat,Grains from millet,0
COG,chickens,industrial,meat,Grains from rice,0
COG,chickens,industrial,meat,Grains from sorghum,0
COG,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.4982746087688315
COG,chickens,industrial,meat,Household food waste and other organic material used as feed,0
COG,chickens,industrial,meat,Leguminous beans,0
COG,chickens,industrial,meat,Limestone,0.24971243479480523
COG,chickens,industrial,meat,Molasses,0
COG,chickens,industrial,meat,Oil palm kernel expeller,0
COG,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
COG,chickens,industrial,meat,RAPESEED,0
COG,chickens,industrial,meat,Residual plant material such as stems from banana,0
COG,chickens,industrial,meat,SOY OIL,0
COG,chickens,industrial,meat,SYNTHETIC,0.24971243479480523
COG,chickens,industrial,meat,Wet by-product from grain industries,0
COD,chickens,industrial,meat,Beans from soy,0
COD,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
COD,chickens,industrial,meat,By-products from cottonseed,0
COD,chickens,industrial,meat,By-products from rape (canola),0
COD,chickens,industrial,meat,By-products from soy,6.742236050079147
COD,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
COD,chickens,industrial,meat,Crop residues from sugarcane,0
COD,chickens,industrial,meat,Dry by-product from grain industries,0
COD,chickens,industrial,meat,FISHMEAL,0
COD,chickens,industrial,meat,Fresh grass,0
COD,chickens,industrial,meat,Fruit from banana trees,0
COD,chickens,industrial,meat,Grains from barley (Hordeum vulgare),0
COD,chickens,industrial,meat,Grains from maize (Zea mays),16.2313090094498
COD,chickens,industrial,meat,Grains from millet,0
COD,chickens,industrial,meat,Grains from rice,0
COD,chickens,industrial,meat,Grains from sorghum,0
COD,chickens,industrial,meat,Grains from wheat (Triticum aestivum).,1.498274677795366
COD,chickens,industrial,meat,Household food waste and other organic material used as feed,0
COD,chickens,industrial,meat,Leguminous beans,0
COD,chickens,industrial,meat,Limestone,0.24971244629922765
COD,chickens,industrial,meat,Molasses,0
COD,chickens,industrial,meat,Oil palm kernel expeller,0
COD,chickens,industrial,meat,Pellets from cassava (Manihot esculenta) roots,0
COD,chickens,industrial,meat,RAPESEED,0
COD,chickens,industrial,meat,Residual plant material such as stems from banana,0
COD,chickens,industrial,meat,SOY OIL,0
COD,chickens,industrial,meat,SYNTHETIC,0.24971244629922765
COD,chickens,industrial,meat,Wet by-product from grain industries,0
GNQ,chickens,industrial,meat,Beans from soy,0
GNQ,chickens,industrial,meat,"By-product from oil production other than soy, cottonse",0
GNQ,chickens,industrial,meat,By-products from cottonseed,0
GNQ,chickens,industrial,meat,By-products from rape (canola),0
GNQ,chickens,industrial,meat,By-products from soy,6.7422373489376435
GNQ,chickens,industrial,meat,Crop residue from leguminous plants cultivation,0
GNQ,chickens,industrial,meat,Crop residues from sugarcane,0
GNQ,chickens,industrial,meat,Dry by-product from grain industries,0
GNQ,chickens,industrial,meat,FISHMEAL,0
GNQ,chickens,industrial,meat,Fresh grass,0
GNQ,chickens,industrial,meat,Fruit from banana trees,0
