"iso3c","category1_production","category2_production","tonnes"
"CXR","soyb_produce","human_crop",0
"CYM","soyb_produce","human_crop",0
"CYP","soyb_produce","human_crop",0
"CZE","soyb_produce","human_crop",0
"DEU","soyb_produce","human_crop",0
"DJI","soyb_produce","human_crop",0
"DMA","soyb_produce","human_crop",0
"DNK","soyb_produce","human_crop",0
"DOM","soyb_produce","human_crop",0
"DZA","soyb_produce","human_crop",0
"ECU","soyb_produce","human_crop",0
"EGY","soyb_produce","human_crop",0
"ERI","soyb_produce","human_crop",0
"ESH","soyb_produce","human_crop",0
"ESP","soyb_produce","human_crop",0
"EST","soyb_produce","human_crop",0
"ETH","soyb_produce","human_crop",0
"FIN","soyb_produce","human_crop",0
"FJI","soyb_produce","human_crop",0
"FLK","soyb_produce","human_crop",0
"FRA","soyb_produce","human_crop",0
"FRO","soyb_produce","human_crop",0
"FSM","soyb_produce","human_crop",0
"GAB","soyb_produce","human_crop",0
"GBR","soyb_produce","human_crop",0
"GEO","soyb_produce","human_crop",0
"GGY","soyb_produce","human_crop",0
"GHA","soyb_produce","human_crop",0
"GIB","soyb_produce","human_crop",0
"GIN","soyb_produce","human_crop",1.27057484156399
"GLP","soyb_produce","human_crop",0
"GMB","soyb_produce","human_crop",0
"GNB","soyb_produce","human_crop",0
"GNQ","soyb_produce","human_crop",0
"GRC","soyb_produce","human_crop",0
"GRD","soyb_produce","human_crop",0
"GRL","soyb_produce","human_crop",0
"GTM","soyb_produce","human_crop",0
"GUF","soyb_produce","human_crop",0
"GUM","soyb_produce","human_crop",0
"GUY","soyb_produce","human_crop",0
"HKG","soyb_produce","human_crop",0
"HND","soyb_produce","human_crop",0
"HRV","soyb_produce","human_crop",14077.1072582939
"HTI","soyb_produce","human_crop",0
"HUN","soyb_produce","human_crop",0
"IDN","soyb_produce","human_crop",0
"IMN","soyb_produce","human_crop",0
"IND","soyb_produce","human_crop",981644.38078452
"IOT","soyb_produce","human_crop",0
"IRL","soyb_produce","human_crop",0
"IRN","soyb_produce","human_crop",0
"IRQ","soyb_produce","human_crop",7.95345480454488
"ISL","soyb_produce","human_crop",0
"ISR","soyb_produce","human_crop",35.6643460494376
"ITA","soyb_produce","human_crop",0
"JAM","soyb_produce","human_crop",0
"JEY","soyb_produce","human_crop",0
"JOR","soyb_produce","human_crop",0
"JPN","soyb_produce","human_crop",0
"KAZ","soyb_produce","human_crop",0
"KEN","soyb_produce","human_crop",0
"KGZ","soyb_produce","human_crop",0
"KHM","soyb_produce","human_crop",0
"KIR","soyb_produce","human_crop",0
"KNA","soyb_produce","human_crop",0
"KOR","soyb_produce","human_crop",0
"KWT","soyb_produce","human_crop",0
"LAO","soyb_produce","human_crop",0
"LBN","soyb_produce","human_crop",0
"LBR","soyb_produce","human_crop",0
"LBY","soyb_produce","human_crop",0
"LCA","soyb_produce","human_crop",0
"LIE","soyb_produce","human_crop",0
"LKA","soyb_produce","human_crop",0
"LSO","soyb_produce","human_crop",136.200250128691
"LTU","soyb_produce","human_crop",0
"LUX","soyb_produce","human_crop",0
"LVA","soyb_produce","human_crop",0
"MAC","soyb_produce","human_crop",0
"MAF","soyb_produce","human_crop",0
"MAR","soyb_produce","human_crop",0
"MCO","soyb_produce","human_crop",0
"MDA","soyb_produce","human_crop",0
"MDG","soyb_produce","human_crop",20.2588491544464
"MDV","soyb_produce","human_crop",0
"MEX","soyb_produce","human_crop",0
"MHL","soyb_produce","human_crop",0
"MKD","soyb_produce","human_crop",11.4632598487891
"MLI","soyb_produce","human_crop",0
"MLT","soyb_produce","human_crop",0
"MMR","soyb_produce","human_crop",0
"MNE","soyb_produce","human_crop",0
"MNG","soyb_produce","human_crop",0
"MNP","soyb_produce","human_crop",0
"MOZ","soyb_produce","human_crop",0
"MRT","soyb_produce","human_crop",0
"MSR","soyb_produce","human_crop",0
"MTQ","soyb_produce","human_crop",0
"MUS","soyb_produce","human_crop",0
"MWI","soyb_produce","human_crop",9416.11661195753
"MYS","soyb_produce","human_crop",0
"MYT","soyb_produce","human_crop",0
"NAM","soyb_produce","human_crop",0
"NCL","soyb_produce","human_crop",0
"NER","soyb_produce","human_crop",0
"NFK","soyb_produce","human_crop",0
"NGA","soyb_produce","human_crop",0
"NIC","soyb_produce","human_crop",0
"NIU","soyb_produce","human_crop",0
"NLD","soyb_produce","human_crop",0
"NOR","soyb_produce","human_crop",0
"NPL","soyb_produce","human_crop",0
"NRU","soyb_produce","human_crop",0
"NZL","soyb_produce","human_crop",0
"OMN","soyb_produce","human_crop",0
"PAK","soyb_produce","human_crop",0
"PAN","soyb_produce","human_crop",0
"PCN","soyb_produce","human_crop",0
"PER","soyb_produce","human_crop",0
"PHL","soyb_produce","human_crop",0
"PLW","soyb_produce","human_crop",0
"PNG","soyb_produce","human_crop",0
"POL","soyb_produce","human_crop",0
"PRI","soyb_produce","human_crop",0
"PRK","soyb_produce","human_crop",22599.5979933343
"PRT","soyb_produce","human_crop",0
"PRY","soyb_produce","human_crop",948620.396053792
"PSE","soyb_produce","human_crop",0
"PYF","soyb_produce","human_crop",0
"QAT","soyb_produce","human_crop",0
"REU","soyb_produce","human_crop",0
"ROU","soyb_produce","human_crop",0
"RUS","soyb_produce","human_crop",0
"RWA","soyb_produce","human_crop",0
"SAU","soyb_produce","human_crop",0
"SDN","soyb_produce","human_crop",0
"SEN","soyb_produce","human_crop",0
"SGP","soyb_produce","human_crop",0
"SHN","soyb_produce","human_crop",0
"SJM","soyb_produce","human_crop",0
"SLB","soyb_produce","human_crop",0
"SLE","soyb_produce","human_crop",6.065970243254
"SLV","soyb_produce","human_crop",0
"SMR","soyb_produce","human_crop",0
"SOM","soyb_produce","human_crop",0
"SPM","soyb_produce","human_crop",0
"SRB","soyb_produce","human_crop",0
"SSD","soyb_produce","human_crop",0
"STP","soyb_produce","human_crop",0
"SUR","soyb_produce","human_crop",0
"SVK","soyb_produce","human_crop",0
"SVN","soyb_produce","human_crop",0
"SWE","soyb_produce","human_crop",0
"SWZ","soyb_produce","human_crop",6.639778386146
"SXM","soyb_produce","human_crop",0
"SYC","soyb_produce","human_crop",0
"SYR","soyb_produce","human_crop",0
"TCA","soyb_produce","human_crop",0
"TCD","soyb_produce","human_crop",0.573902342923326
"TGO","soyb_produce","human_crop",0
"THA","soyb_produce","human_crop",0
"TJK","soyb_produce","human_crop",20.587145660126
"TKL","soyb_produce","human_crop",0
"TKM","soyb_produce","human_crop",0
"TLS","soyb_produce","human_crop",0
"TON","soyb_produce","human_crop",0
"TTO","soyb_produce","human_crop",0
"TUN","soyb_produce","human_crop",0
"TUR","soyb_produce","human_crop",0
"TUV","soyb_produce","human_crop",0
"TWN","soyb_produce","human_crop",0
"TZA","soyb_produce","human_crop",0
"UGA","soyb_produce","human_crop",0
"UKR","soyb_produce","human_crop",0
"URY","soyb_produce","human_crop",0
"USA","soyb_produce","human_crop",8752863.70880944
"UZB","soyb_produce","human_crop",0
"VCT","soyb_produce","human_crop",0
"VEN","soyb_produce","human_crop",0
"VGB","soyb_produce","human_crop",0
"VIR","soyb_produce","human_crop",0
"VNM","soyb_produce","human_crop",0
"VUT","soyb_produce","human_crop",0
"WLF","soyb_produce","human_crop",0
"WSM","soyb_produce","human_crop",0
"XKO","soyb_produce","human_crop",0
"XMI","soyb_produce","human_crop",0
"YEM","soyb_produce","human_crop",0
"ZAF","soyb_produce","human_crop",0
"ZMB","soyb_produce","human_crop",13728.8184324418
"ZWE","soyb_produce","human_crop",4778.3474099768
"ABW","spis_produce","human_crop",0
"AFG","spis_produce","human_crop",18847.9932943862
"AGO","spis_produce","human_crop",0
"AIA","spis_produce","human_crop",0
"ALA","spis_produce","human_crop",0
"ALB","spis_produce","human_crop",359.284927878994
"AND","spis_produce","human_crop",0
"ARE","spis_produce","human_crop",0
"ARG","spis_produce","human_crop",147012.913062118
"ARM","spis_produce","human_crop",0
"ASM","spis_produce","human_crop",0
"ATG","spis_produce","human_crop",0
"AUS","spis_produce","human_crop",1356.45232713269
"AUT","spis_produce","human_crop",0
"AZE","spis_produce","human_crop",0
"BDI","spis_produce","human_crop",5.80000025779009
"BEL","spis_produce","human_crop",0
"BEN","spis_produce","human_crop",80631.9954129159
"BES","spis_produce","human_crop",0
"BFA","spis_produce","human_crop",10902.2306427583
"BGD","spis_produce","human_crop",702755.464267373
"BGR","spis_produce","human_crop",27478.0479646027
"BHR","spis_produce","human_crop",0
"BHS","spis_produce","human_crop",0
"BIH","spis_produce","human_crop",27341.6991199106
"BLM","spis_produce","human_crop",0
"BLR","spis_produce","human_crop",0
"BLZ","spis_produce","human_crop",0
"BMU","spis_produce","human_crop",0
"BOL","spis_produce","human_crop",1969.0612354232
"BRA","spis_produce","human_crop",144818.021101788
"BRB","spis_produce","human_crop",0
"BRN","spis_produce","human_crop",47.1466407030821
"BTN","spis_produce","human_crop",27175.8576620221
"BWA","spis_produce","human_crop",0
"CAF","spis_produce","human_crop",160.483392652124
"CAN","spis_produce","human_crop",12362.5014813244
"CCK","spis_produce","human_crop",0
"CHE","spis_produce","human_crop",0
"CHL","spis_produce","human_crop",0
"CHN","spis_produce","human_crop",1101329.91895201
"CIV","spis_produce","human_crop",122463.895542867
"CMR","spis_produce","human_crop",96506.8786060885
"COD","spis_produce","human_crop",40775.9928418845
"COG","spis_produce","human_crop",0
"COK","spis_produce","human_crop",0
"COL","spis_produce","human_crop",13288.5780586451
"COM","spis_produce","human_crop",0
"CPV","spis_produce","human_crop",1418.09038472176
"CRI","spis_produce","human_crop",5454.72659522295
"CUB","spis_produce","human_crop",0
"CUW","spis_produce","human_crop",0
"CXR","spis_produce","human_crop",0
"CYM","spis_produce","human_crop",0
"CYP","spis_produce","human_crop",0
"CZE","spis_produce","human_crop",3796.51228410751
"DEU","spis_produce","human_crop",0
"DJI","spis_produce","human_crop",436.649333178997
"DMA","spis_produce","human_crop",350.913418769836
"DNK","spis_produce","human_crop",316.120738148689
"DOM","spis_produce","human_crop",933.737644910812
"DZA","spis_produce","human_crop",11789.55468986
"ECU","spis_produce","human_crop",3127.66184818
"EGY","spis_produce","human_crop",90310.3788835555
"ERI","spis_produce","human_crop",586.243131712079
"ESH","spis_produce","human_crop",0
"ESP","spis_produce","human_crop",18350.1211368442
"EST","spis_produce","human_crop",0
"ETH","spis_produce","human_crop",295978.848397136
"FIN","spis_produce","human_crop",0.100000001490116
"FJI","spis_produce","human_crop",6871.10773581266
"FLK","spis_produce","human_crop",0
"FRA","spis_produce","human_crop",0
"FRO","spis_produce","human_crop",0
"FSM","spis_produce","human_crop",0
"GAB","spis_produce","human_crop",0
"GBR","spis_produce","human_crop",0
"GEO","spis_produce","human_crop",5107.19628730416
"GGY","spis_produce","human_crop",0
"GHA","spis_produce","human_crop",116913.765124023
"GIB","spis_produce","human_crop",0
"GIN","spis_produce","human_crop",0
"GLP","spis_produce","human_crop",3.03947369754314
"GMB","spis_produce","human_crop",0
"GNB","spis_produce","human_crop",0
"GNQ","spis_produce","human_crop",0
"GRC","spis_produce","human_crop",1193.23789882462
"GRD","spis_produce","human_crop",4996.78564453125
"GRL","spis_produce","human_crop",0
"GTM","spis_produce","human_crop",35739.7755382434
"GUF","spis_produce","human_crop",0
"GUM","spis_produce","human_crop",0
"GUY","spis_produce","human_crop",678.80156353116
"HKG","spis_produce","human_crop",0
"HND","spis_produce","human_crop",899.443853326142
"HRV","spis_produce","human_crop",0
"HTI","spis_produce","human_crop",0
"HUN","spis_produce","human_crop",33736.7355764359
"IDN","spis_produce","human_crop",671367.388487233
"IMN","spis_produce","human_crop",0
"IND","spis_produce","human_crop",5963301.36937821
"IOT","spis_produce","human_crop",0
"IRL","spis_produce","human_crop",0
"IRN","spis_produce","human_crop",91836.2497643344
"IRQ","spis_produce","human_crop",0
"ISL","spis_produce","human_crop",0
"ISR","spis_produce","human_crop",0
"ITA","spis_produce","human_crop",0
"JAM","spis_produce","human_crop",16560.5439492464
"JEY","spis_produce","human_crop",0
"JOR","spis_produce","human_crop",0
"JPN","spis_produce","human_crop",46374.5693769306
"KAZ","spis_produce","human_crop",516.388306319714
"KEN","spis_produce","human_crop",7117.84078922588
"KGZ","spis_produce","human_crop",1701.66900152806
"KHM","spis_produce","human_crop",16721.3607902229
"KIR","spis_produce","human_crop",0
"KNA","spis_produce","human_crop",0
"KOR","spis_produce","human_crop",7974.02491127513
"KWT","spis_produce","human_crop",364.292010009289
"LAO","spis_produce","human_crop",16604.0999336541
"LBN","spis_produce","human_crop",782.20393266622
"LBR","spis_produce","human_crop",0
"LBY","spis_produce","human_crop",0
"LCA","spis_produce","human_crop",254.903872489929
"LIE","spis_produce","human_crop",0
"LKA","spis_produce","human_crop",89993.3656950146
"LSO","spis_produce","human_crop",0.133333340287209
"LTU","spis_produce","human_crop",5152.17254453897
"LUX","spis_produce","human_crop",0
"LVA","spis_produce","human_crop",0
"MAC","spis_produce","human_crop",0
"MAF","spis_produce","human_crop",0
"MAR","spis_produce","human_crop",150191.610830203
"MCO","spis_produce","human_crop",0
"MDA","spis_produce","human_crop",0
"MDG","spis_produce","human_crop",39674.3774646074
"MDV","spis_produce","human_crop",0
"MEX","spis_produce","human_crop",206550.626136169
"MHL","spis_produce","human_crop",0
"MKD","spis_produce","human_crop",3820.54701633006
"MLI","spis_produce","human_crop",4872.00483527407
"MLT","spis_produce","human_crop",0
"MMR","spis_produce","human_crop",284571.771249756
"MNE","spis_produce","human_crop",0
"MNG","spis_produce","human_crop",0
"MNP","spis_produce","human_crop",0
"MOZ","spis_produce","human_crop",0
"MRT","spis_produce","human_crop",3.39999998360872
"MSR","spis_produce","human_crop",0
"MTQ","spis_produce","human_crop",229.446270704269
"MUS","spis_produce","human_crop",498.793719291687
"MWI","spis_produce","human_crop",2707.34062009677
"MYS","spis_produce","human_crop",47594.1193802683
"MYT","spis_produce","human_crop",0
"NAM","spis_produce","human_crop",0
"NCL","spis_produce","human_crop",0
"NER","spis_produce","human_crop",6404.99711152911
"NFK","spis_produce","human_crop",0
"NGA","spis_produce","human_crop",461609.325352348
"NIC","spis_produce","human_crop",0.266666676849127
"NIU","spis_produce","human_crop",0
"NLD","spis_produce","human_crop",393.667565323412
"NOR","spis_produce","human_crop",0
"NPL","spis_produce","human_crop",347801.37348178
"NRU","spis_produce","human_crop",0
"NZL","spis_produce","human_crop",0
"OMN","spis_produce","human_crop",6.46666642278433
"PAK","spis_produce","human_crop",217604.16460979
"PAN","spis_produce","human_crop",0
"PCN","spis_produce","human_crop",0
"PER","spis_produce","human_crop",91144.4337119162
"PHL","spis_produce","human_crop",14629.0954721859
"PLW","spis_produce","human_crop",0
"PNG","spis_produce","human_crop",885.139476762153
"POL","spis_produce","human_crop",0
"PRI","spis_produce","human_crop",0
"PRK","spis_produce","human_crop",0
"PRT","spis_produce","human_crop",0
"PRY","spis_produce","human_crop",28444.2666711248
"PSE","spis_produce","human_crop",0
"PYF","spis_produce","human_crop",7.45454558730125
"QAT","spis_produce","human_crop",0
"REU","spis_produce","human_crop",0
"ROU","spis_produce","human_crop",52565.6516543329
"RUS","spis_produce","human_crop",59331.8093297779
"RWA","spis_produce","human_crop",2169.17155887932
"SAU","spis_produce","human_crop",0
"SDN","spis_produce","human_crop",9648.00023174286
"SEN","spis_produce","human_crop",4497.46987120062
"SGP","spis_produce","human_crop",0
"SHN","spis_produce","human_crop",0
"SJM","spis_produce","human_crop",0
"SLB","spis_produce","human_crop",199.600799411535
"SLE","spis_produce","human_crop",6871.05039922521
"SLV","spis_produce","human_crop",0
"SMR","spis_produce","human_crop",0
"SOM","spis_produce","human_crop",0
"SPM","spis_produce","human_crop",0
"SRB","spis_produce","human_crop",6759.38936454058
"SSD","spis_produce","human_crop",6715.99999018013
"STP","spis_produce","human_crop",26.9419349431992
"SUR","spis_produce","human_crop",0
"SVK","spis_produce","human_crop",809.042846903205
"SVN","spis_produce","human_crop",1305.07360239141
"SWE","spis_produce","human_crop",0
"SWZ","spis_produce","human_crop",0
"SXM","spis_produce","human_crop",0
"SYC","spis_produce","human_crop",0
"SYR","spis_produce","human_crop",37771.0989014786
"TCA","spis_produce","human_crop",0
"TCD","spis_produce","human_crop",0.0333333350718021
"TGO","spis_produce","human_crop",3815.79899984598
"THA","spis_produce","human_crop",451805.490686098
"TJK","spis_produce","human_crop",3060.24407600239
"TKL","spis_produce","human_crop",0
"TKM","spis_produce","human_crop",0
"TLS","spis_produce","human_crop",390.100652337074
"TON","spis_produce","human_crop",69.5275859832764
"TTO","spis_produce","human_crop",331.433992832899
"TUN","spis_produce","human_crop",36548.2580915168
"TUR","spis_produce","human_crop",223796.424827047
"TUV","spis_produce","human_crop",0
"TWN","spis_produce","human_crop",20543.0981039964
"TZA","spis_produce","human_crop",20899.2606477775
"UGA","spis_produce","human_crop",5134.13148052245
"UKR","spis_produce","human_crop",2478.47207916551
"URY","spis_produce","human_crop",0.766666650772095
"USA","spis_produce","human_crop",1068.13539613254
"UZB","spis_produce","human_crop",8500.37698373944
"VCT","spis_produce","human_crop",156.575797080994
"VEN","spis_produce","human_crop",22.3999983519316
"VGB","spis_produce","human_crop",0
"VIR","spis_produce","human_crop",0
"VNM","spis_produce","human_crop",368175.541279418
"VUT","spis_produce","human_crop",122.603307008743
"WLF","spis_produce","human_crop",1
"WSM","spis_produce","human_crop",0
"XKO","spis_produce","human_crop",109.615101546049
"XMI","spis_produce","human_crop",0
"YEM","spis_produce","human_crop",0
"ZAF","spis_produce","human_crop",17382.464636229
"ZMB","spis_produce","human_crop",3845.75271196663
"ZWE","spis_produce","human_crop",6275.17571864277
"ABW","sugb_produce","human_crop",0
"AFG","sugb_produce","human_crop",0
"AGO","sugb_produce","human_crop",0
"AIA","sugb_produce","human_crop",0
"ALA","sugb_produce","human_crop",0
"ALB","sugb_produce","human_crop",0
"AND","sugb_produce","human_crop",0
"ARE","sugb_produce","human_crop",0
"ARG","sugb_produce","human_crop",0
"ARM","sugb_produce","human_crop",0
"ASM","sugb_produce","human_crop",0
"ATG","sugb_produce","human_crop",0
"AUS","sugb_produce","human_crop",0
"AUT","sugb_produce","human_crop",0
"AZE","sugb_produce","human_crop",0
"BDI","sugb_produce","human_crop",0
"BEL","sugb_produce","human_crop",0
"BEN","sugb_produce","human_crop",0
"BES","sugb_produce","human_crop",0
"BFA","sugb_produce","human_crop",0
"BGD","sugb_produce","human_crop",0
"BGR","sugb_produce","human_crop",0
"BHR","sugb_produce","human_crop",0
"BHS","sugb_produce","human_crop",0
"BIH","sugb_produce","human_crop",0
"BLM","sugb_produce","human_crop",0
"BLR","sugb_produce","human_crop",0
"BLZ","sugb_produce","human_crop",0
"BMU","sugb_produce","human_crop",0
"BOL","sugb_produce","human_crop",0
"BRA","sugb_produce","human_crop",0
"BRB","sugb_produce","human_crop",0
"BRN","sugb_produce","human_crop",0
"BTN","sugb_produce","human_crop",0
"BWA","sugb_produce","human_crop",0
"CAF","sugb_produce","human_crop",0
"CAN","sugb_produce","human_crop",0
"CCK","sugb_produce","human_crop",0
"CHE","sugb_produce","human_crop",0
"CHL","sugb_produce","human_crop",0
"CHN","sugb_produce","human_crop",0
"CIV","sugb_produce","human_crop",0
"CMR","sugb_produce","human_crop",0
"COD","sugb_produce","human_crop",0
"COG","sugb_produce","human_crop",0
"COK","sugb_produce","human_crop",0
"COL","sugb_produce","human_crop",0
"COM","sugb_produce","human_crop",0
"CPV","sugb_produce","human_crop",0
"CRI","sugb_produce","human_crop",0
"CUB","sugb_produce","human_crop",0
"CUW","sugb_produce","human_crop",0
"CXR","sugb_produce","human_crop",0
"CYM","sugb_produce","human_crop",0
"CYP","sugb_produce","human_crop",0
"CZE","sugb_produce","human_crop",0
"DEU","sugb_produce","human_crop",0
"DJI","sugb_produce","human_crop",0
"DMA","sugb_produce","human_crop",0
"DNK","sugb_produce","human_crop",0
"DOM","sugb_produce","human_crop",0
"DZA","sugb_produce","human_crop",0
"ECU","sugb_produce","human_crop",0
"EGY","sugb_produce","human_crop",0
"ERI","sugb_produce","human_crop",0
"ESH","sugb_produce","human_crop",0
"ESP","sugb_produce","human_crop",0
"EST","sugb_produce","human_crop",0
"ETH","sugb_produce","human_crop",0
"FIN","sugb_produce","human_crop",0
"FJI","sugb_produce","human_crop",0
"FLK","sugb_produce","human_crop",0
"FRA","sugb_produce","human_crop",0
"FRO","sugb_produce","human_crop",0
"FSM","sugb_produce","human_crop",0
"GAB","sugb_produce","human_crop",0
"GBR","sugb_produce","human_crop",0
"GEO","sugb_produce","human_crop",0
"GGY","sugb_produce","human_crop",0
"GHA","sugb_produce","human_crop",0
"GIB","sugb_produce","human_crop",0
"GIN","sugb_produce","human_crop",0
"GLP","sugb_produce","human_crop",0
"GMB","sugb_produce","human_crop",0
"GNB","sugb_produce","human_crop",0
"GNQ","sugb_produce","human_crop",0
"GRC","sugb_produce","human_crop",0
"GRD","sugb_produce","human_crop",0
"GRL","sugb_produce","human_crop",0
"GTM","sugb_produce","human_crop",0
"GUF","sugb_produce","human_crop",0
"GUM","sugb_produce","human_crop",0
"GUY","sugb_produce","human_crop",0
"HKG","sugb_produce","human_crop",0
"HND","sugb_produce","human_crop",0
"HRV","sugb_produce","human_crop",0
"HTI","sugb_produce","human_crop",0
"HUN","sugb_produce","human_crop",0
"IDN","sugb_produce","human_crop",0
"IMN","sugb_produce","human_crop",0
"IND","sugb_produce","human_crop",0
"IOT","sugb_produce","human_crop",0
"IRL","sugb_produce","human_crop",0
"IRN","sugb_produce","human_crop",0
"IRQ","sugb_produce","human_crop",0
"ISL","sugb_produce","human_crop",0
"ISR","sugb_produce","human_crop",0
"ITA","sugb_produce","human_crop",0
"JAM","sugb_produce","human_crop",0
"JEY","sugb_produce","human_crop",0
"JOR","sugb_produce","human_crop",0
"JPN","sugb_produce","human_crop",0
"KAZ","sugb_produce","human_crop",0
"KEN","sugb_produce","human_crop",0
"KGZ","sugb_produce","human_crop",0
"KHM","sugb_produce","human_crop",0
"KIR","sugb_produce","human_crop",0
"KNA","sugb_produce","human_crop",0
"KOR","sugb_produce","human_crop",0
"KWT","sugb_produce","human_crop",0
"LAO","sugb_produce","human_crop",0
"LBN","sugb_produce","human_crop",0
"LBR","sugb_produce","human_crop",0
"LBY","sugb_produce","human_crop",0
"LCA","sugb_produce","human_crop",0
"LIE","sugb_produce","human_crop",0
"LKA","sugb_produce","human_crop",0
"LSO","sugb_produce","human_crop",0
"LTU","sugb_produce","human_crop",0
"LUX","sugb_produce","human_crop",0
"LVA","sugb_produce","human_crop",0
"MAC","sugb_produce","human_crop",0
"MAF","sugb_produce","human_crop",0
"MAR","sugb_produce","human_crop",0
"MCO","sugb_produce","human_crop",0
"MDA","sugb_produce","human_crop",0
"MDG","sugb_produce","human_crop",0
"MDV","sugb_produce","human_crop",0
"MEX","sugb_produce","human_crop",0
"MHL","sugb_produce","human_crop",0
"MKD","sugb_produce","human_crop",0
"MLI","sugb_produce","human_crop",0
"MLT","sugb_produce","human_crop",0
"MMR","sugb_produce","human_crop",0
"MNE","sugb_produce","human_crop",0
"MNG","sugb_produce","human_crop",0
"MNP","sugb_produce","human_crop",0
"MOZ","sugb_produce","human_crop",0
"MRT","sugb_produce","human_crop",0
"MSR","sugb_produce","human_crop",0
"MTQ","sugb_produce","human_crop",0
"MUS","sugb_produce","human_crop",0
"MWI","sugb_produce","human_crop",0
"MYS","sugb_produce","human_crop",0
"MYT","sugb_produce","human_crop",0
"NAM","sugb_produce","human_crop",0
"NCL","sugb_produce","human_crop",0
"NER","sugb_produce","human_crop",0
"NFK","sugb_produce","human_crop",0
"NGA","sugb_produce","human_crop",0
"NIC","sugb_produce","human_crop",0
"NIU","sugb_produce","human_crop",0
"NLD","sugb_produce","human_crop",0
"NOR","sugb_produce","human_crop",0
"NPL","sugb_produce","human_crop",0
"NRU","sugb_produce","human_crop",0
"NZL","sugb_produce","human_crop",0
"OMN","sugb_produce","human_crop",0
"PAK","sugb_produce","human_crop",0
"PAN","sugb_produce","human_crop",0
"PCN","sugb_produce","human_crop",0
"PER","sugb_produce","human_crop",0
"PHL","sugb_produce","human_crop",0
"PLW","sugb_produce","human_crop",0
"PNG","sugb_produce","human_crop",0
"POL","sugb_produce","human_crop",0
"PRI","sugb_produce","human_crop",0
"PRK","sugb_produce","human_crop",0
"PRT","sugb_produce","human_crop",0
"PRY","sugb_produce","human_crop",0
"PSE","sugb_produce","human_crop",0
"PYF","sugb_produce","human_crop",0
"QAT","sugb_produce","human_crop",0
"REU","sugb_produce","human_crop",0
"ROU","sugb_produce","human_crop",0
"RUS","sugb_produce","human_crop",0
"RWA","sugb_produce","human_crop",0
"SAU","sugb_produce","human_crop",0
"SDN","sugb_produce","human_crop",0
"SEN","sugb_produce","human_crop",0
"SGP","sugb_produce","human_crop",0
"SHN","sugb_produce","human_crop",0
"SJM","sugb_produce","human_crop",0
"SLB","sugb_produce","human_crop",0
"SLE","sugb_produce","human_crop",0
"SLV","sugb_produce","human_crop",0
"SMR","sugb_produce","human_crop",0
"SOM","sugb_produce","human_crop",0
"SPM","sugb_produce","human_crop",0
"SRB","sugb_produce","human_crop",0
"SSD","sugb_produce","human_crop",0
"STP","sugb_produce","human_crop",0
"SUR","sugb_produce","human_crop",0
"SVK","sugb_produce","human_crop",0
"SVN","sugb_produce","human_crop",0
"SWE","sugb_produce","human_crop",0
"SWZ","sugb_produce","human_crop",0
"SXM","sugb_produce","human_crop",0
"SYC","sugb_produce","human_crop",0
"SYR","sugb_produce","human_crop",0
"TCA","sugb_produce","human_crop",0
"TCD","sugb_produce","human_crop",0
"TGO","sugb_produce","human_crop",0
"THA","sugb_produce","human_crop",0
"TJK","sugb_produce","human_crop",0
"TKL","sugb_produce","human_crop",0
"TKM","sugb_produce","human_crop",0
"TLS","sugb_produce","human_crop",0
"TON","sugb_produce","human_crop",0
"TTO","sugb_produce","human_crop",0
"TUN","sugb_produce","human_crop",0
"TUR","sugb_produce","human_crop",0
"TUV","sugb_produce","human_crop",0
"TWN","sugb_produce","human_crop",0
"TZA","sugb_produce","human_crop",0
"UGA","sugb_produce","human_crop",0
"UKR","sugb_produce","human_crop",0
"URY","sugb_produce","human_crop",0
"USA","sugb_produce","human_crop",0
"UZB","sugb_produce","human_crop",0
"VCT","sugb_produce","human_crop",0
"VEN","sugb_produce","human_crop",0
"VGB","sugb_produce","human_crop",0
"VIR","sugb_produce","human_crop",0
"VNM","sugb_produce","human_crop",0
"VUT","sugb_produce","human_crop",0
"WLF","sugb_produce","human_crop",0
"WSM","sugb_produce","human_crop",0
"XKO","sugb_produce","human_crop",0
"XMI","sugb_produce","human_crop",0
"YEM","sugb_produce","human_crop",0
"ZAF","sugb_produce","human_crop",0
"ZMB","sugb_produce","human_crop",0
"ZWE","sugb_produce","human_crop",0
"ABW","swpo_produce","human_crop",0
"AFG","swpo_produce","human_crop",0
"AGO","swpo_produce","human_crop",1319752.43290174
"AIA","swpo_produce","human_crop",0
"ALA","swpo_produce","human_crop",0
"ALB","swpo_produce","human_crop",0
"AND","swpo_produce","human_crop",0
"ARE","swpo_produce","human_crop",0
"ARG","swpo_produce","human_crop",335660.902740702
"ARM","swpo_produce","human_crop",0
"ASM","swpo_produce","human_crop",0
"ATG","swpo_produce","human_crop",272.326391816139
"AUS","swpo_produce","human_crop",71998.2551308274
"AUT","swpo_produce","human_crop",0
"AZE","swpo_produce","human_crop",0
"BDI","swpo_produce","human_crop",509645.59971416
"BEL","swpo_produce","human_crop",0
"BEN","swpo_produce","human_crop",94343.9177345634
"BES","swpo_produce","human_crop",0
"BFA","swpo_produce","human_crop",68248.7870891988
"BGD","swpo_produce","human_crop",260494.672141194
"BGR","swpo_produce","human_crop",0
"BHR","swpo_produce","human_crop",0
"BHS","swpo_produce","human_crop",1937.08290863037
"BIH","swpo_produce","human_crop",0
